Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-25,SEA,SD,SD,SEA,1,-1.5,174,-196,,,,,,-196,174,,,
2025-08-25,NYY,WAS,NYY,WAS,0,-1.5,-108,105,,,,,,-108,105,,,
2025-08-25,BOS,BAL,BOS,BAL,0,-1.5,146,-152,,,,,,146,-152,,,
2025-08-25,PHI,NYM,PHI,NYM,0,-1.5,142,-152,,,,,,142,-152,,,
2025-08-25,CLE,TB,TB,CLE,1,-1.5,182,-195,,,,,,-195,182,,,
2025-08-25,TOR,MIN,MIN,TOR,1,-1.5,153,-168,,,,,,-168,153,,,
2025-08-25,KAN,CWS,KAN,CWS,0,-1.5,125,-138,,,,,,125,-138,,,
2025-08-25,ATL,MIA,ATL,MIA,0,-1.5,159,-167,,,,,,159,-167,,,
2025-08-25,DET,OAK,DET,OAK,0,-1.5,-115,112,,,,,,-115,112,,,
2025-08-25,MIL,ARI,ARI,MIL,1,-1.5,123,-125,,,,,,-125,123,,,
2025-08-25,STL,PIT,STL,PIT,0,-1.5,177,-184,,,,,,177,-184,,,
2025-08-25,TEX,LAA,LAA,TEX,1,-1.5,133,-143,,,,,,-143,133,,,
2025-08-25,LAD,CIN,LAD,CIN,0,-1.5,153,-160,,,,,,153,-160,,,
