Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-10,CIN,PIT,CIN,PIT,0,-0.5,136,-161.0,,,,,,136.0,-161,,,
2025-08-10,PIT,CIN,CIN,PIT,1,-1.5,200,-213.0,,,,,,-213.0,200,,,
2025-08-10,CLE,CWS,CLE,CWS,0,-1.5,131,-142.0,,,,,,131.0,-142,,,
2025-08-10,CLE,CWS,CLE,CWS,0,-0.5,115,-136.0,,,,,,115.0,-136,,,
2025-08-10,SF,WAS,SF,WAS,0,-0.5,107,-131.0,,,,,,107.0,-131,,,
2025-08-10,SF,WAS,SF,WAS,0,-1.5,141,-152.0,,,,,,141.0,-152,,,
2025-08-10,ARI,COL,COL,ARI,1,-1.5,-219,,,,,,,,-219,,,
2025-08-10,MIL,NYM,NYM,MIL,1,-1.5,181,-205.0,,,,,,-205.0,181,,,
2025-08-10,MIL,NYM,NYM,MIL,1,-0.5,119,-142.0,,,,,,-142.0,119,,,
2025-08-10,PHI,TEX,PHI,TEX,0,-0.5,-121,101.0,,,,,,-121.0,101,,,
2025-08-10,PHI,TEX,PHI,TEX,0,-1.5,108,-121.0,,,,,,108.0,-121,,,
2025-08-10,CHC,STL,CHC,STL,0,-0.5,109,-139.0,,,,,,109.0,-139,,,
2025-08-10,CHC,STL,CHC,STL,0,-1.5,150,-163.0,,,,,,150.0,-163,,,
2025-08-10,LAD,TOR,LAD,TOR,0,-1.5,121,-135.0,,,,,,121.0,-135,,,
2025-08-10,LAD,TOR,LAD,TOR,0,-0.5,-124,101.0,,,,,,-124.0,101,,,
2025-08-10,SD,BOS,SD,BOS,0,-1.5,161,-176.0,,,,,,161.0,-176,,,
2025-08-10,SD,BOS,SD,BOS,0,-0.5,102,-124.0,,,,,,102.0,-124,,,
2025-08-10,SEA,TB,TB,SEA,1,-1.5,116,-132.0,,,,,,-132.0,116,,,
2025-08-10,SEA,TB,TB,SEA,1,-0.5,-148,119.0,,,,,,119.0,-148,,,
2025-08-10,KAN,MIN,KAN,MIN,0,-1.5,153,-164.0,,,,,,153.0,-164,,,
2025-08-10,KAN,MIN,KAN,MIN,0,-0.5,123,-144.0,,,,,,123.0,-144,,,
2025-08-10,NYY,HOU,NYY,HOU,0,-1.5,-106,-106.0,,,,,,-106.0,-106,,,
2025-08-10,BAL,OAK,OAK,BAL,1,-1.5,176,-190.0,,,,,,-190.0,176,,,
2025-08-10,BAL,OAK,OAK,BAL,1,-0.5,117,-138.0,,,,,,-138.0,117,,,
2025-08-10,DET,LAA,LAA,DET,1,-1.5,108,-120.0,,,,,,-120.0,108,,,
2025-08-10,ATL,MIA,MIA,ATL,1,-0.5,105,-125.0,,,,,,-125.0,105,,,
2025-08-10,ATL,MIA,MIA,ATL,1,-1.5,167,-174.0,,,,,,-174.0,167,,,
