Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-27,SEA,LAD,LAD,SEA,1,-1.5,185,-214,,,,,,-214,185,,,
2025-09-27,HOU,LAA,HOU,LAA,0,-1.5,115,-131,,,,,,115,-131,,,
2025-09-27,MIL,CIN,CIN,MIL,1,-1.5,160,-178,,,,,,-178,160,,,
2025-09-27,CLE,TEX,TEX,CLE,1,-1.5,153,-175,,,,,,-175,153,,,
2025-09-27,NYY,BAL,NYY,BAL,0,-1.5,-112,109,,,,,,-112,109,,,
2025-09-27,CHC,STL,CHC,STL,0,-1.5,118,-124,,,,,,118,-124,,,
2025-09-27,SF,COL,SF,COL,0,-1.5,-105,-110,,,,,,-105,-110,,,
2025-09-27,TOR,TB,TB,TOR,1,-1.5,138,-145,,,,,,-145,138,,,
2025-09-27,ATL,PIT,PIT,ATL,1,-1.5,126,-143,,,,,,-143,126,,,
2025-09-27,OAK,KAN,KAN,OAK,1,-1.5,167,-178,,,,,,-178,167,,,
2025-09-27,WAS,CWS,CWS,WAS,1,-1.5,174,-201,,,,,,-201,174,,,
2025-09-27,PHI,MIN,MIN,PHI,1,-1.5,101,-107,,,,,,-107,101,,,
2025-09-27,SD,ARI,SD,ARI,0,-1.5,160,-183,,,,,,160,-183,,,
2025-09-27,NYM,MIA,NYM,MIA,0,-1.5,129,-140,,,,,,129,-140,,,
2025-09-27,BOS,DET,DET,BOS,1,-1.5,170,-179,,,,,,-179,170,,,
