Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-01,CIN,TOR,TOR,CIN,1,-1.5,173,-187,,,,,,-187,173,,,
2025-09-01,SD,BAL,SD,BAL,0,-1.5,146,-158,,,,,,146,-158,,,
2025-09-01,WAS,MIA,MIA,WAS,1,-1.5,184,-190,,,,,,-190,184,,,
2025-09-01,SF,COL,SF,COL,0,-1.5,110,-120,,,,,,110,-120,,,
2025-09-01,HOU,LAA,LAA,HOU,1,-1.5,142,-145,,,,,,-145,142,,,
2025-09-01,NYM,DET,NYM,DET,0,-1.5,154,-165,,,,,,154,-165,,,
2025-09-01,STL,OAK,STL,OAK,0,-1.5,153,-164,,,,,,153,-164,,,
2025-09-01,SEA,TB,SEA,TB,0,-1.5,164,-176,,,,,,164,-176,,,
2025-09-01,BOS,CLE,CLE,BOS,1,-1.5,150,-161,,,,,,-161,150,,,
2025-09-01,MIN,CWS,CWS,MIN,1,-1.5,116,-125,,,,,,-125,116,,,
2025-09-01,MIL,PHI,PHI,MIL,1,-1.5,141,-153,,,,,,-153,141,,,
2025-09-01,ARI,TEX,TEX,ARI,1,-1.5,137,-148,,,,,,-148,137,,,
2025-09-01,CHC,ATL,CHC,ATL,0,-1.5,179,-197,,,,,,179,-197,,,
