Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-24,LAA,KAN,LAA,KAN,0,-1.5,180,-204,,,,,,180,-204,,,
2025-09-24,SEA,COL,COL,SEA,1,-1.5,-131,118,,,,,,118,-131,,,
2025-09-24,HOU,OAK,HOU,OAK,0,-1.5,130,-142,,,,,,130,-142,,,
2025-09-24,CLE,DET,DET,CLE,1,-1.5,155,-170,,,,,,-170,155,,,
2025-09-24,PHI,MIA,MIA,PHI,1,-1.5,121,-129,,,,,,-129,121,,,
2025-09-24,CHC,NYM,CHC,NYM,0,-1.5,182,-210,,,,,,182,-210,,,
2025-09-24,TEX,MIN,MIN,TEX,1,-1.5,117,-133,,,,,,-133,117,,,
2025-09-24,CIN,PIT,PIT,CIN,1,-1.5,192,-217,,,,,,-217,192,,,
2025-09-24,SD,MIL,SD,MIL,0,-1.5,175,-189,,,,,,175,-189,,,
2025-09-24,BOS,TOR,BOS,TOR,0,-1.5,140,-156,,,,,,140,-156,,,
2025-09-24,SF,STL,SF,STL,0,-1.5,186,-210,,,,,,186,-210,,,
2025-09-24,LAD,ARI,LAD,ARI,0,-1.5,113,-126,,,,,,113,-126,,,
2025-09-24,BAL,TB,TB,BAL,1,-1.5,181,-183,,,,,,-183,181,,,
2025-09-24,NYY,CWS,NYY,CWS,0,-1.5,-154,147,,,,,,-154,147,,,
