Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-13,KAN,WAS,WAS,KAN,1,-1.5,130,-134,,,,,,-134,130,,,
2025-08-13,KAN,WAS,WAS,KAN,1,-0.5,-122,103,,,,,,103,-122,,,
2025-08-13,TB,OAK,TB,OAK,0,-1.5,131,-143,,,,,,131,-143,,,
2025-08-13,TB,OAK,TB,OAK,0,-0.5,102,-130,,,,,,102,-130,,,
2025-08-13,LAD,LAA,LAD,LAA,0,-1.5,-124,116,,,,,,-124,116,,,
2025-08-13,HOU,BOS,BOS,HOU,1,-1.5,139,-147,,,,,,-147,139,,,
2025-08-13,HOU,BOS,BOS,HOU,1,-0.5,-141,116,,,,,,116,-141,,,
2025-08-13,NYM,ATL,NYM,ATL,0,-1.5,107,-113,,,,,,107,-113,,,
2025-08-13,TOR,CHC,CHC,TOR,1,-1.5,170,-176,,,,,,-176,170,,,
2025-08-13,TOR,CHC,CHC,TOR,1,-0.5,105,-130,,,,,,-130,105,,,
2025-08-13,STL,COL,STL,COL,0,-1.5,-105,101,,,,,,-105,101,,,
2025-08-13,NYY,MIN,NYY,MIN,0,-0.5,115,-139,,,,,,115,-139,,,
2025-08-13,NYY,MIN,NYY,MIN,0,-1.5,147,-164,,,,,,147,-164,,,
2025-08-13,SEA,BAL,SEA,BAL,0,-0.5,100,-127,,,,,,100,-127,,,
2025-08-13,SEA,BAL,SEA,BAL,0,-1.5,121,-134,,,,,,121,-134,,,
2025-08-13,PHI,CIN,PHI,CIN,0,-1.5,140,-150,,,,,,140,-150,,,
2025-08-13,PHI,CIN,PHI,CIN,0,-0.5,121,-150,,,,,,121,-150,,,
2025-08-13,DET,CWS,DET,CWS,0,-0.5,116,-136,,,,,,116,-136,,,
2025-08-13,DET,CWS,DET,CWS,0,-1.5,134,-144,,,,,,134,-144,,,
2025-08-13,MIL,PIT,PIT,MIL,1,-1.5,-118,110,,,,,,110,-118,,,
2025-08-13,TEX,ARI,ARI,TEX,1,-0.5,101,-119,,,,,,-119,101,,,
2025-08-13,TEX,ARI,ARI,TEX,1,-1.5,148,-164,,,,,,-164,148,,,
2025-08-13,SD,SF,SD,SF,0,-0.5,-115,100,,,,,,-115,100,,,
2025-08-13,SD,SF,SD,SF,0,-1.5,114,-122,,,,,,114,-122,,,
2025-08-13,CLE,MIA,MIA,CLE,1,-0.5,121,-155,,,,,,-155,121,,,
2025-08-13,CLE,MIA,MIA,CLE,1,-1.5,173,-184,,,,,,-184,173,,,
