Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-09,CLE,KAN,KAN,CLE,1,-1.5,183,-212,,,,,,-212,183,,,
2025-09-09,NYY,DET,NYY,DET,0,-1.5,132,-150,,,,,,132,-150,,,
2025-09-09,LAD,COL,LAD,COL,0,-1.5,-142,130,,,,,,-142,130,,,
2025-09-09,SEA,STL,STL,SEA,1,-1.5,103,-116,,,,,,-116,103,,,
2025-09-09,SF,ARI,SF,ARI,0,-1.5,161,-169,,,,,,161,-169,,,
2025-09-09,ATL,CHC,CHC,ATL,1,-1.5,199,-222,,,,,,-222,199,,,
2025-09-09,BAL,PIT,PIT,BAL,1,-1.5,146,-158,,,,,,-158,146,,,
2025-09-09,OAK,BOS,BOS,OAK,1,-1.5,175,-199,,,,,,-199,175,,,
2025-09-09,MIN,LAA,MIN,LAA,0,-1.5,136,-159,,,,,,136,-159,,,
2025-09-09,TOR,HOU,HOU,TOR,1,-1.5,137,-155,,,,,,-155,137,,,
2025-09-09,MIA,WAS,WAS,MIA,1,-1.5,174,-195,,,,,,-195,174,,,
2025-09-09,PHI,NYM,NYM,PHI,1,-1.5,162,-182,,,,,,-182,162,,,
2025-09-09,TB,CWS,TB,CWS,0,-1.5,124,-135,,,,,,124,-135,,,
2025-09-09,SD,CIN,SD,CIN,0,-1.5,118,-129,,,,,,118,-129,,,
2025-09-09,MIL,TEX,MIL,TEX,0,-1.5,151,-169,,,,,,151,-169,,,
