Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-05,CHC,WAS,CHC,WAS,0,-1.5,-103,-102,,,,,,-103,-102,,,
2025-09-05,NYM,CIN,NYM,CIN,0,-1.5,141,-155,,,,,,141,-155,,,
2025-09-05,DET,CWS,CWS,DET,1,-1.5,114,-126,,,,,,-126,114,,,
2025-09-05,ATL,SEA,SEA,ATL,1,-1.5,167,-185,,,,,,-185,167,,,
2025-09-05,STL,SF,STL,SF,0,-1.5,178,-201,,,,,,178,-201,,,
2025-09-05,BOS,ARI,BOS,ARI,0,-1.5,127,-143,,,,,,127,-143,,,
2025-09-05,TB,CLE,TB,CLE,0,-1.5,155,-170,,,,,,155,-170,,,
2025-09-05,MIL,PIT,MIL,PIT,0,-1.5,125,-134,,,,,,125,-134,,,
2025-09-05,LAD,BAL,LAD,BAL,0,-1.5,108,-118,,,,,,108,-118,,,
2025-09-05,KAN,MIN,MIN,KAN,1,-1.5,162,-180,,,,,,-180,162,,,
2025-09-05,NYY,TOR,NYY,TOR,0,-1.5,160,-178,,,,,,160,-178,,,
2025-09-05,LAA,OAK,LAA,OAK,0,-1.5,135,-143,,,,,,135,-143,,,
2025-09-05,PHI,MIA,PHI,MIA,0,-1.5,-145,131,,,,,,-145,131,,,
2025-09-05,SD,COL,SD,COL,0,-1.5,-138,126,,,,,,-138,126,,,
2025-09-05,HOU,TEX,HOU,TEX,0,-1.5,136,-153,,,,,,136,-153,,,
