Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-10,LAA,MIN,LAA,MIN,0,-1.5,157,-175,,,,,,157,-175,,,
2025-09-10,NYY,DET,NYY,DET,0,-1.5,132,-146,,,,,,132,-146,,,
2025-09-10,SD,CIN,SD,CIN,0,-1.5,157,-170,,,,,,157,-170,,,
2025-09-10,SEA,STL,STL,SEA,1,-1.5,102,-110,,,,,,-110,102,,,
2025-09-10,PHI,NYM,NYM,PHI,1,-1.5,142,-149,,,,,,-149,142,,,
2025-09-10,SF,ARI,SF,ARI,0,-1.5,188,-190,,,,,,188,-190,,,
2025-09-10,LAD,COL,LAD,COL,0,-1.5,-142,130,,,,,,-142,130,,,
2025-09-10,MIA,WAS,WAS,MIA,1,-1.5,144,-154,,,,,,-154,144,,,
2025-09-10,MIL,TEX,MIL,TEX,0,-1.5,153,-162,,,,,,153,-162,,,
2025-09-10,PIT,BAL,PIT,BAL,0,-1.5,125,-135,,,,,,125,-135,,,
2025-09-10,CLE,KAN,KAN,CLE,1,-1.5,193,-217,,,,,,-217,193,,,
2025-09-10,TB,CWS,TB,CWS,0,-1.5,125,-139,,,,,,125,-139,,,
2025-09-10,BOS,OAK,BOS,OAK,0,-1.5,127,-133,,,,,,127,-133,,,
2025-09-10,TOR,HOU,HOU,TOR,1,-1.5,150,-163,,,,,,-163,150,,,
2025-09-10,ATL,CHC,CHC,ATL,1,-1.5,135,-137,,,,,,-137,135,,,
