Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-18,CHC,MIL,CHC,MIL,0,-1.5,162,-186,,,,,,162,-186,,,
2025-08-18,PIT,TOR,TOR,PIT,1,-1.5,205,-226,,,,,,-226,205,,,
2025-08-18,DET,HOU,HOU,DET,1,-1.5,149,-157,,,,,,-157,149,,,
2025-08-18,LAD,COL,LAD,COL,0,-1.5,-181,173,,,,,,-181,173,,,
2025-08-18,SEA,PHI,SEA,PHI,0,-1.5,177,-184,,,,,,177,-184,,,
2025-08-18,KAN,TEX,TEX,KAN,1,-1.5,161,-178,,,,,,-178,161,,,
2025-08-18,CIN,LAA,CIN,LAA,0,-1.5,146,-157,,,,,,146,-157,,,
2025-08-18,MIA,STL,STL,MIA,1,-1.5,154,-164,,,,,,-164,154,,,
2025-08-18,ATL,CWS,CWS,ATL,1,-1.5,-101,-106,,,,,,-106,-101,,,
2025-08-18,SD,SF,SD,SF,0,-1.5,153,-170,,,,,,153,-170,,,
2025-08-18,BOS,BAL,BAL,BOS,1,-1.5,184,-187,,,,,,-187,184,,,
2025-08-18,ARI,CLE,CLE,ARI,1,-1.5,178,-203,,,,,,-203,178,,,
