Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-23,KAN,LAA,KAN,LAA,0,-1.5,105,-109,,,,,,105,-109,,,
2025-09-23,CHC,NYM,CHC,NYM,0,-1.5,197,-204,,,,,,197,-204,,,
2025-09-23,LAD,ARI,LAD,ARI,0,-1.5,110,-118,,,,,,110,-118,,,
2025-09-23,TOR,BOS,BOS,TOR,1,-1.5,137,-151,,,,,,-151,137,,,
2025-09-23,ATL,WAS,WAS,ATL,1,-1.5,107,-111,,,,,,-111,107,,,
2025-09-23,OAK,HOU,HOU,OAK,1,-1.5,179,-205,,,,,,-205,179,,,
2025-09-23,CIN,PIT,PIT,CIN,1,-1.5,135,-137,,,,,,-137,135,,,
2025-09-23,SF,STL,SF,STL,0,-1.5,121,-131,,,,,,121,-131,,,
2025-09-23,DET,CLE,DET,CLE,0,-1.5,129,-137,,,,,,129,-137,,,
2025-09-23,TB,BAL,TB,BAL,0,-1.5,147,-162,,,,,,147,-162,,,
2025-09-23,NYY,CWS,NYY,CWS,0,-1.5,-108,105,,,,,,-108,105,,,
2025-09-23,PHI,MIA,MIA,PHI,1,-1.5,-105,102,,,,,,102,-105,,,
2025-09-23,TEX,MIN,MIN,TEX,1,-1.5,157,-171,,,,,,-171,157,,,
2025-09-23,SD,MIL,SD,MIL,0,-1.5,187,-215,,,,,,187,-215,,,
2025-09-23,SEA,COL,COL,SEA,1,-1.5,-126,119,,,,,,119,-126,,,
