Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-07-29,BOS,MIN,BOS,MIN,0,-1.5,142,-159,,,,,,142,-159,,,
2025-07-29,KAN,ATL,ATL,KAN,1,-1.5,163,-181,,,,,,-181,163,,,
2025-07-29,PHI,CWS,PHI,CWS,0,-1.5,-110,-101,,,,,,-110,-101,,,
2025-07-29,STL,MIA,STL,MIA,0,-1.5,134,-150,,,,,,134,-150,,,
2025-07-29,NYY,TB,NYY,TB,0,-1.5,115,-122,,,,,,115,-122,,,
2025-07-29,MIL,CHC,CHC,MIL,1,-1.5,166,-178,,,,,,-178,166,,,
2025-07-29,CLE,COL,COL,CLE,1,-1.5,106,-114,,,,,,-114,106,,,
2025-07-29,DET,ARI,ARI,DET,1,-1.5,153,-166,,,,,,-166,153,,,
2025-07-29,LAD,CIN,LAD,CIN,0,-1.5,108,-114,,,,,,108,-114,,,
2025-07-29,HOU,WAS,WAS,HOU,1,-1.5,151,-165,,,,,,-165,151,,,
2025-07-29,LAA,TEX,LAA,TEX,0,-1.5,172,-181,,,,,,172,-181,,,
2025-07-29,NYM,SD,NYM,SD,0,-1.5,135,-158,,,,,,135,-158,,,
2025-07-29,SF,PIT,SF,PIT,0,-1.5,132,-149,,,,,,132,-149,,,
2025-07-29,SEA,OAK,SEA,OAK,0,-1.5,136,-154,,,,,,136,-154,,,
2025-07-29,TOR,BAL,TOR,BAL,0,-1.5,129,-147,,,,,,129,-147,,,
