Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-25,SEA,COL,COL,SEA,1,-1.5,-106,-104,,,,,,-104,-106,,,
2025-09-25,TB,BAL,TB,BAL,0,-1.5,156,-160,,,,,,156,-160,,,
2025-09-25,TEX,MIN,MIN,TEX,1,-1.5,153,-166,,,,,,-166,153,,,
2025-09-25,KAN,LAA,KAN,LAA,0,-1.5,141,-151,,,,,,141,-151,,,
2025-09-25,NYY,CWS,NYY,CWS,0,-1.5,-139,133,,,,,,-139,133,,,
2025-09-25,NYM,CHC,NYM,CHC,0,-1.5,156,-178,,,,,,156,-178,,,
2025-09-25,TOR,BOS,BOS,TOR,1,-1.5,159,-174,,,,,,-174,159,,,
2025-09-25,HOU,OAK,HOU,OAK,0,-1.5,144,-154,,,,,,144,-154,,,
2025-09-25,LAD,ARI,LAD,ARI,0,-1.5,106,-114,,,,,,106,-114,,,
2025-09-25,PHI,MIA,MIA,PHI,1,-1.5,133,-142,,,,,,-142,133,,,
2025-09-25,CLE,DET,DET,CLE,1,-1.5,158,-173,,,,,,-173,158,,,
