Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-14,CHC,TB,CHC,TB,0,-1.5,138,-153,,,,,,138,-153,,,
2025-09-14,TOR,BAL,BAL,TOR,1,-1.5,110,-121,,,,,,-121,110,,,
2025-09-14,HOU,ATL,HOU,ATL,0,-1.5,123,-139,,,,,,123,-139,,,
2025-09-14,NYM,TEX,NYM,TEX,0,-1.5,136,-146,,,,,,136,-146,,,
2025-09-14,MIL,STL,STL,MIL,1,-1.5,110,-124,,,,,,-124,110,,,
2025-09-14,MIN,ARI,ARI,MIN,1,-1.5,170,-192,,,,,,-192,170,,,
2025-09-14,LAD,SF,LAD,SF,0,-1.5,131,-140,,,,,,131,-140,,,
2025-09-14,SD,COL,SD,COL,0,-1.5,-153,147,,,,,,-153,147,,,
2025-09-14,SEA,LAA,LAA,SEA,1,-1.5,107,-110,,,,,,-110,107,,,
2025-09-14,BOS,NYY,NYY,BOS,1,-1.5,146,-167,,,,,,-167,146,,,
2025-09-14,PHI,KAN,KAN,PHI,1,-1.5,142,-157,,,,,,-157,142,,,
2025-09-14,CLE,CWS,CWS,CLE,1,-1.5,138,-155,,,,,,-155,138,,,
2025-09-14,CIN,OAK,CIN,OAK,0,-1.5,147,-166,,,,,,147,-166,,,
2025-09-14,DET,MIA,DET,MIA,0,-1.5,127,-143,,,,,,127,-143,,,
