Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-07-30,DET,ARI,ARI,DET,1,-1.5,164,-180,,,,,,-180,164,,,
2025-07-30,MIN,BOS,BOS,MIN,1,-1.5,181,-189,,,,,,-189,181,,,
2025-07-30,PHI,CWS,PHI,CWS,0,-1.5,123,-131,,,,,,123,-131,,,
2025-07-30,KAN,ATL,ATL,KAN,1,-1.5,175,-180,,,,,,-180,175,,,
2025-07-30,HOU,WAS,WAS,HOU,1,-1.5,186,-202,,,,,,-202,186,,,
2025-07-30,MIL,CHC,CHC,MIL,1,-1.5,183,-199,,,,,,-199,183,,,
2025-07-30,SF,PIT,SF,PIT,0,-1.5,108,-123,,,,,,108,-123,,,
2025-07-30,SEA,OAK,SEA,OAK,0,-1.5,120,-130,,,,,,120,-130,,,
2025-07-30,STL,MIA,STL,MIA,0,-1.5,150,-163,,,,,,150,-163,,,
2025-07-30,NYY,TB,NYY,TB,0,-1.5,160,-172,,,,,,160,-172,,,
2025-07-30,NYM,SD,NYM,SD,0,-1.5,162,-176,,,,,,162,-176,,,
2025-07-30,TEX,LAA,TEX,LAA,0,-1.5,144,-161,,,,,,144,-161,,,
2025-07-30,LAD,CIN,LAD,CIN,0,-1.5,101,-108,,,,,,101,-108,,,
2025-07-30,CLE,COL,COL,CLE,1,-1.5,124,-131,,,,,,-131,124,,,
