Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-30,TB,WAS,TB,WAS,0,-1.5,112,-115,,,,,,112,-115,,,
2025-08-30,BOS,PIT,PIT,BOS,1,-1.5,124,-134,,,,,,-134,124,,,
2025-08-30,NYM,MIA,NYM,MIA,0,-1.5,130,-143,,,,,,130,-143,,,
2025-08-30,CIN,STL,STL,CIN,1,-1.5,153,-165,,,,,,-165,153,,,
2025-08-30,NYY,CWS,NYY,CWS,0,-1.5,-130,120,,,,,,-130,120,,,
2025-08-30,HOU,LAA,LAA,HOU,1,-1.5,130,-147,,,,,,-147,130,,,
2025-08-30,SEA,CLE,SEA,CLE,0,-1.5,133,-143,,,,,,133,-143,,,
2025-08-30,CHC,COL,CHC,COL,0,-1.5,-126,124,,,,,,-126,124,,,
2025-08-30,LAD,ARI,LAD,ARI,0,-1.5,-106,-101,,,,,,-106,-101,,,
2025-08-30,PHI,ATL,ATL,PHI,1,-1.5,158,-173,,,,,,-173,158,,,
2025-08-30,DET,KAN,DET,KAN,0,-1.5,138,-158,,,,,,138,-158,,,
2025-08-30,BAL,SF,BAL,SF,0,-1.5,142,-154,,,,,,142,-154,,,
2025-08-30,SD,MIN,SD,MIN,0,-1.5,109,-122,,,,,,109,-122,,,
2025-08-30,TOR,MIL,MIL,TOR,1,-1.5,156,-167,,,,,,-167,156,,,
2025-08-30,TEX,OAK,TEX,OAK,0,-1.5,117,-126,,,,,,117,-126,,,
