Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-02,SD,BAL,SD,BAL,0,-1.5,131,-142,,,,,,131,-142,,,
2025-09-02,LAD,PIT,LAD,PIT,0,-1.5,107,-114,,,,,,107,-114,,,
2025-09-02,BOS,CLE,CLE,BOS,1,-1.5,-119,109,,,,,,109,-119,,,
2025-09-02,MIA,WAS,MIA,WAS,0,-1.5,163,-183,,,,,,163,-183,,,
2025-09-02,TB,SEA,TB,SEA,0,-1.5,205,-232,,,,,,205,-232,,,
2025-09-02,NYY,HOU,NYY,HOU,0,-1.5,155,-169,,,,,,155,-169,,,
2025-09-02,KAN,LAA,LAA,KAN,1,-1.5,135,-148,,,,,,-148,135,,,
2025-09-02,SF,COL,SF,COL,0,-1.5,-140,129,,,,,,-140,129,,,
2025-09-02,STL,OAK,STL,OAK,0,-1.5,197,-214,,,,,,197,-214,,,
2025-09-02,NYM,DET,NYM,DET,0,-1.5,134,-145,,,,,,134,-145,,,
2025-09-02,ARI,TEX,TEX,ARI,1,-1.5,182,-205,,,,,,-205,182,,,
2025-09-02,CIN,TOR,TOR,CIN,1,-1.5,183,-205,,,,,,-205,183,,,
2025-09-02,MIN,CWS,CWS,MIN,1,-1.5,140,-155,,,,,,-155,140,,,
2025-09-02,CHC,ATL,CHC,ATL,0,-1.5,127,-141,,,,,,127,-141,,,
