Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-28,SF,COL,SF,COL,0,-1.5,-131,116,,,,,,-131,116,,,
2025-09-28,PHI,MIN,MIN,PHI,1,-1.5,-102,-105,,,,,,-105,-102,,,
2025-09-28,SEA,LAD,LAD,SEA,1,-1.5,194,-212,,,,,,-212,194,,,
2025-09-28,KAN,OAK,KAN,OAK,0,-1.5,116,-128,,,,,,116,-128,,,
2025-09-28,NYY,BAL,NYY,BAL,0,-1.5,127,-133,,,,,,127,-133,,,
2025-09-28,DET,BOS,DET,BOS,0,-1.5,136,-159,,,,,,136,-159,,,
2025-09-28,NYM,MIA,NYM,MIA,0,-1.5,136,-151,,,,,,136,-151,,,
2025-09-28,ATL,PIT,PIT,ATL,1,-1.5,114,-124,,,,,,-124,114,,,
2025-09-28,TOR,TB,TB,TOR,1,-1.5,110,-123,,,,,,-123,110,,,
2025-09-28,CLE,TEX,TEX,CLE,1,-1.5,162,-174,,,,,,-174,162,,,
2025-09-28,SD,ARI,SD,ARI,0,-1.5,173,-195,,,,,,173,-195,,,
2025-09-28,MIL,CIN,CIN,MIL,1,-1.5,160,-181,,,,,,-181,160,,,
2025-09-28,WAS,CWS,CWS,WAS,1,-1.5,180,-206,,,,,,-206,180,,,
2025-09-28,HOU,LAA,HOU,LAA,0,-1.5,132,-142,,,,,,132,-142,,,
2025-09-28,CHC,STL,CHC,STL,0,-1.5,163,-172,,,,,,163,-172,,,
