Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-19,CHC,MIL,CHC,MIL,0,-1.5,154,-164,,,,,,154,-164,,,
2025-08-19,SD,SF,SD,SF,0,-1.5,104,-107,,,,,,104,-107,,,
2025-08-19,CIN,LAA,CIN,LAA,0,-1.5,130,-139,,,,,,130,-139,,,
2025-08-19,LAD,COL,LAD,COL,0,-1.5,-184,173,,,,,,-184,173,,,
2025-08-19,ARI,CLE,CLE,ARI,1,-1.5,170,-189,,,,,,-189,170,,,
2025-08-19,KAN,TEX,TEX,KAN,1,-1.5,190,-214,,,,,,-214,190,,,
2025-08-19,MIN,OAK,OAK,MIN,1,-1.5,157,-169,,,,,,-169,157,,,
2025-08-19,NYY,TB,NYY,TB,0,-1.5,142,-154,,,,,,142,-154,,,
2025-08-19,ATL,CWS,CWS,ATL,1,-1.5,130,-142,,,,,,-142,130,,,
2025-08-19,TOR,PIT,TOR,PIT,0,-1.5,119,-123,,,,,,119,-123,,,
2025-08-19,DET,HOU,HOU,DET,1,-1.5,146,-150,,,,,,-150,146,,,
2025-08-19,PHI,SEA,SEA,PHI,1,-1.5,116,-122,,,,,,-122,116,,,
2025-08-19,MIA,STL,STL,MIA,1,-1.5,154,-162,,,,,,-162,154,,,
2025-08-19,NYM,WAS,NYM,WAS,0,-1.5,-117,111,,,,,,-117,111,,,
2025-08-19,BOS,BAL,BAL,BOS,1,-1.5,160,-168,,,,,,-168,160,,,
