Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-05,NYM,CLE,NYM,CLE,0,-1.5,138,-145,,,,,,138,-145,,,
2025-08-05,BOS,KAN,KAN,BOS,1,-1.5,-114,107,,,,,,107,-114,,,
2025-08-05,WAS,OAK,OAK,WAS,1,-1.5,166,-177,,,,,,-177,166,,,
2025-08-05,SF,PIT,SF,PIT,0,-1.5,132,-139,,,,,,132,-139,,,
2025-08-05,PHI,BAL,BAL,PHI,1,-1.5,147,-163,,,,,,-163,147,,,
2025-08-05,MIL,ATL,MIL,ATL,0,-1.5,125,-134,,,,,,125,-134,,,
2025-08-05,DET,MIN,MIN,DET,1,-1.5,148,-160,,,,,,-160,148,,,
2025-08-05,HOU,MIA,HOU,MIA,0,-1.5,160,-172,,,,,,160,-172,,,
2025-08-05,LAA,TB,LAA,TB,0,-1.5,168,-183,,,,,,168,-183,,,
2025-08-05,SD,ARI,SD,ARI,0,-1.5,127,-135,,,,,,127,-135,,,
2025-08-05,TOR,COL,TOR,COL,0,-1.5,-153,139,,,,,,-153,139,,,
2025-08-05,TEX,NYY,NYY,TEX,1,-1.5,172,-179,,,,,,-179,172,,,
2025-08-05,SEA,CWS,CWS,SEA,1,-1.5,-107,100,,,,,,100,-107,,,
2025-08-05,LAD,STL,LAD,STL,0,-1.5,112,-118,,,,,,112,-118,,,
2025-08-05,CHC,CIN,CHC,CIN,0,-1.5,126,-136,,,,,,126,-136,,,
