Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-09,HOU,NYY,HOU,NYY,0,-0.5,115,-134.0,,,,,,115.0,-134.0,,,
2025-08-09,HOU,NYY,HOU,NYY,0,-1.5,154,-160.0,,,,,,154.0,-160.0,,,
2025-08-09,DET,LAA,LAA,DET,1,-0.5,112,-142.0,,,,,,-142.0,112.0,,,
2025-08-09,DET,LAA,LAA,DET,1,-1.5,164,-174.0,,,,,,-174.0,164.0,,,
2025-08-09,OAK,BAL,OAK,BAL,0,-0.5,122,-156.0,,,,,,122.0,-156.0,,,
2025-08-09,BAL,OAK,OAK,BAL,1,-1.5,178,-203.0,,,,,,-203.0,178.0,,,
2025-08-09,SF,WAS,SF,WAS,0,-0.5,-109,-113.0,,,,,,-109.0,-113.0,,,
2025-08-09,SF,WAS,SF,WAS,0,-1.5,139,-150.0,,,,,,139.0,-150.0,,,
2025-08-09,TEX,PHI,PHI,TEX,1,-0.5,-109,-117.0,,,,,,-117.0,-109.0,,,
2025-08-09,TEX,PHI,PHI,TEX,1,-1.5,167,-185.0,,,,,,-185.0,167.0,,,
2025-08-09,STL,CHC,STL,CHC,0,-0.5,116,-149.0,,,,,,116.0,-149.0,,,
2025-08-09,STL,CHC,STL,CHC,0,-1.5,198,-209.0,,,,,,198.0,-209.0,,,
2025-08-09,SD,BOS,SD,BOS,0,-0.5,116,,,,,,,116.0,,,,
2025-08-09,SD,BOS,SD,BOS,0,-1.5,163,-181.0,,,,,,163.0,-181.0,,,
2025-08-09,ARI,COL,COL,ARI,1,-1.5,-109,101.0,,,,,,101.0,-109.0,,,
2025-08-09,KAN,MIN,KAN,MIN,0,-0.5,111,-142.0,,,,,,111.0,-142.0,,,
2025-08-09,KAN,MIN,KAN,MIN,0,-1.5,150,-162.0,,,,,,150.0,-162.0,,,
2025-08-09,CIN,PIT,CIN,PIT,0,-1.5,164,-176.0,,,,,,164.0,-176.0,,,
2025-08-09,CIN,PIT,CIN,PIT,0,-0.5,121,-156.0,,,,,,121.0,-156.0,,,
2025-08-09,CLE,CWS,CLE,CWS,0,-0.5,118,-152.0,,,,,,118.0,-152.0,,,
2025-08-09,CLE,CWS,CLE,CWS,0,-1.5,135,-146.0,,,,,,135.0,-146.0,,,
2025-08-09,SEA,TB,TB,SEA,1,-1.5,154,-175.0,,,,,,-175.0,154.0,,,
2025-08-09,SEA,TB,TB,SEA,1,-0.5,101,-117.0,,,,,,-117.0,101.0,,,
2025-08-09,ATL,MIA,MIA,ATL,1,-1.5,185,-195.0,,,,,,-195.0,185.0,,,
2025-08-09,ATL,MIA,MIA,ATL,1,-0.5,124,-143.0,,,,,,-143.0,124.0,,,
2025-08-09,MIL,NYM,NYM,MIL,1,-1.5,170,-191.0,,,,,,-191.0,170.0,,,
2025-08-09,MIL,NYM,NYM,MIL,1,-0.5,111,-142.0,,,,,,-142.0,111.0,,,
2025-08-09,LAD,TOR,LAD,TOR,0,-1.5,131,-148.0,,,,,,131.0,-148.0,,,
2025-08-09,LAD,TOR,LAD,TOR,0,-0.5,-125,-102.0,,,,,,-125.0,-102.0,,,
