Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-14,DET,MIN,DET,MIN,0,-1.5,-113,107,,,,,,-113,107,,,
2025-08-14,PHI,WAS,PHI,WAS,0,-0.5,-137,107,,,,,,-137,107,,,
2025-08-14,PHI,WAS,PHI,WAS,0,-1.5,-113,110,,,,,,-113,110,,,
2025-08-14,SEA,BAL,SEA,BAL,0,-0.5,117,-138,,,,,,117,-138,,,
2025-08-14,SEA,BAL,SEA,BAL,0,-1.5,131,-139,,,,,,131,-139,,,
2025-08-14,ARI,COL,ARI,COL,0,-1.5,-115,106,,,,,,-115,106,,,
2025-08-14,ARI,COL,ARI,COL,0,-0.5,-125,-102,,,,,,-125,-102,,,
2025-08-14,CLE,MIA,MIA,CLE,1,-1.5,194,-195,,,,,,-195,194,,,
2025-08-14,CLE,MIA,MIA,CLE,1,-0.5,130,-160,,,,,,-160,130,,,
2025-08-14,TOR,CHC,CHC,TOR,1,-1.5,210,-212,,,,,,-212,210,,,
2025-08-14,CHC,TOR,CHC,TOR,0,-0.5,123,-148,,,,,,123,-148,,,
2025-08-14,NYM,ATL,NYM,ATL,0,-1.5,121,-156,,,,,,121,-156,,,
