Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-19,OAK,PIT,OAK,PIT,0,-1.5,159,-165,,,,,,159,-165,,,
2025-09-19,DET,ATL,ATL,DET,1,-1.5,176,-193,,,,,,-193,176,,,
2025-09-19,TOR,KAN,TOR,KAN,0,-1.5,131,-141,,,,,,131,-141,,,
2025-09-19,TEX,MIA,MIA,TEX,1,-1.5,149,-159,,,,,,-159,149,,,
2025-09-19,LAA,COL,LAA,COL,0,-1.5,131,-138,,,,,,131,-138,,,
2025-09-19,MIL,STL,MIL,STL,0,-1.5,143,-153,,,,,,143,-153,,,
2025-09-19,ARI,PHI,PHI,ARI,1,-1.5,160,-184,,,,,,-184,160,,,
2025-09-19,HOU,SEA,SEA,HOU,1,-1.5,205,-232,,,,,,-232,205,,,
2025-09-19,CHC,CIN,CHC,CIN,0,-1.5,152,-170,,,,,,152,-170,,,
2025-09-19,SD,CWS,SD,CWS,0,-1.5,-110,104,,,,,,-110,104,,,
2025-09-19,LAD,SF,LAD,SF,0,-1.5,116,-127,,,,,,116,-127,,,
2025-09-19,NYM,WAS,NYM,WAS,0,-1.5,109,-117,,,,,,109,-117,,,
2025-09-19,NYY,BAL,NYY,BAL,0,-1.5,141,-153,,,,,,141,-153,,,
2025-09-19,BOS,TB,BOS,TB,0,-1.5,139,-153,,,,,,139,-153,,,
2025-09-19,MIN,CLE,CLE,MIN,1,-1.5,189,-211,,,,,,-211,189,,,
