Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-16,SF,TB,SF,TB,0,-1.5,179,-191,,,,,,179,-191,,,
2025-08-16,KAN,CWS,CWS,KAN,1,-1.5,144,-158,,,,,,-158,144,,,
2025-08-16,NYY,STL,NYY,STL,0,-1.5,127,-140,,,,,,127,-140,,,
2025-08-16,ARI,COL,ARI,COL,0,-1.5,-105,100,,,,,,-105,100,,,
2025-08-16,DET,MIN,DET,MIN,0,-1.5,163,-173,,,,,,163,-173,,,
2025-08-16,LAD,SD,LAD,SD,0,-1.5,172,-188,,,,,,172,-188,,,
2025-08-16,OAK,LAA,LAA,OAK,1,-1.5,159,-171,,,,,,-171,159,,,
2025-08-16,CHC,PIT,CHC,PIT,0,-1.5,100,-103,,,,,,100,-103,,,
2025-08-16,CLE,ATL,ATL,CLE,1,-1.5,190,-205,,,,,,-205,190,,,
2025-08-16,MIL,CIN,MIL,CIN,0,-1.5,141,-150,,,,,,141,-150,,,
2025-08-16,HOU,BAL,BAL,HOU,1,-1.5,148,-159,,,,,,-159,148,,,
2025-08-16,TOR,TEX,TEX,TOR,1,-1.5,132,-142,,,,,,-142,132,,,
2025-08-16,BOS,MIA,MIA,BOS,1,-1.5,118,-124,,,,,,-124,118,,,
2025-08-16,PHI,WAS,PHI,WAS,0,-1.5,122,-129,,,,,,122,-129,,,
2025-08-16,SEA,NYM,SEA,NYM,0,-1.5,153,-159,,,,,,153,-159,,,
