Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-20,ATL,CWS,CWS,ATL,1,-1.5,112,-116,,,,,,-116,112,,,
2025-08-20,PHI,SEA,SEA,PHI,1,-1.5,161,-165,,,,,,-165,161,,,
2025-08-20,HOU,DET,HOU,DET,0,-1.5,156,-168,,,,,,156,-168,,,
2025-08-20,SD,SF,SD,SF,0,-1.5,154,-160,,,,,,154,-160,,,
2025-08-20,LAD,COL,LAD,COL,0,-1.5,-198,188,,,,,,-198,188,,,
2025-08-20,ARI,CLE,CLE,ARI,1,-1.5,178,-192,,,,,,-192,178,,,
2025-08-20,NYM,WAS,NYM,WAS,0,-1.5,105,-107,,,,,,105,-107,,,
2025-08-20,MIA,STL,STL,MIA,1,-1.5,181,-195,,,,,,-195,181,,,
2025-08-20,MIL,CHC,MIL,CHC,0,-1.5,155,-170,,,,,,155,-170,,,
2025-08-20,TB,NYY,TB,NYY,0,-1.5,175,-195,,,,,,175,-195,,,
2025-08-20,LAA,CIN,LAA,CIN,0,-1.5,162,-175,,,,,,162,-175,,,
2025-08-20,MIN,OAK,OAK,MIN,1,-1.5,167,-186,,,,,,-186,167,,,
2025-08-20,KAN,TEX,TEX,KAN,1,-1.5,162,-171,,,,,,-171,162,,,
