Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-16,NYY,MIN,NYY,MIN,0,-1.5,111,-123,,,,,,111,-123,,,
2025-09-16,PIT,CHC,CHC,PIT,1,-1.5,172,-187,,,,,,-187,172,,,
2025-09-16,DET,CLE,CLE,DET,1,-1.5,151,-166,,,,,,-166,151,,,
2025-09-16,NYM,SD,NYM,SD,0,-1.5,180,-195,,,,,,180,-195,,,
2025-09-16,MIL,LAA,LAA,MIL,1,-1.5,-124,111,,,,,,111,-124,,,
2025-09-16,MIA,COL,MIA,COL,0,-1.5,109,-123,,,,,,109,-123,,,
2025-09-16,CIN,STL,CIN,STL,0,-1.5,152,-161,,,,,,152,-161,,,
2025-09-16,SEA,KAN,SEA,KAN,0,-1.5,123,-135,,,,,,123,-135,,,
2025-09-16,TB,TOR,TB,TOR,0,-1.5,189,-213,,,,,,189,-213,,,
2025-09-16,BOS,OAK,OAK,BOS,1,-1.5,134,-145,,,,,,-145,134,,,
2025-09-16,CWS,BAL,CWS,BAL,0,-1.5,190,-213,,,,,,190,-213,,,
2025-09-16,TEX,HOU,TEX,HOU,0,-1.5,151,-161,,,,,,151,-161,,,
2025-09-16,ATL,WAS,ATL,WAS,0,-1.5,110,-116,,,,,,110,-116,,,
2025-09-16,ARI,SF,SF,ARI,1,-1.5,157,-177,,,,,,-177,157,,,
2025-09-16,LAD,PHI,LAD,PHI,0,-1.5,167,-183,,,,,,167,-183,,,
