game_pk,home_bp_whip_rolling_5,away_bp_whip_rolling_5,home_bp_whip_rolling_10,away_bp_whip_rolling_10
317775,,,,
318969,0.75,0.3333333333333333,0.75,0.3333333333333333
317733,,,,
317734,,,,
317735,,,,
317736,,,,
317738,,,,
317739,,,,
317742,,1.3333333333333333,,1.3333333333333333
317746,,,,
317737,,,,
317740,,,,
317741,,,,
317743,,,,
317744,1.25,0.8333333333333334,1.25,0.8333333333333334
317745,,,,
317747,0.6,1.2857051021064134,0.6,1.2857051021064134
317748,,,,
317749,,1.1999760004799904,,1.1999760004799904
317750,0.75,1.3333333333333333,0.75,1.3333333333333333
317751,3.0,3.7500937523438087,3.0,3.7500937523438087
317752,0.3333333333333333,0.0,0.3333333333333333,0.0
317753,1.124985937675779,1.0,1.124985937675779,1.0
317754,0.0,1.8,0.0,1.8
317755,0.0,3.5,0.0,3.5
317756,0.9600038400153599,0.7499962500187499,0.9600038400153599,0.7499962500187499
317757,3.0,2.0,3.0,2.0
317758,1.0,3.428620408862984,1.0,3.428620408862984
317759,1.5,0.0,1.5,0.0
317760,1.2222222222222223,1.1999904000767991,1.2222222222222223,1.1999904000767991
317761,0.857155102215746,0.7499906251171861,0.857155102215746,0.7499906251171861
317762,2.062512890705567,1.4999892857908157,2.062512890705567,1.4999892857908157
317763,1.75,1.0909090909090908,1.75,1.0909090909090908
317764,3.7500937523438087,0.5,3.7500937523438087,0.5
317765,0.7142857142857143,1.4999925000374996,0.7142857142857143,1.4999925000374996
317766,1.2631645429712788,2.3571765310933013,1.2631645429712788,2.3571765310933013
317767,0.5,0.4,0.5,0.4
317768,1.4999892857908157,1.6,1.4999892857908157,1.6
317769,1.2631645429712788,1.5,1.2631645429712788,1.5
317770,0.42856836736880444,2.3571260205284243,0.42856836736880444,2.3571260205284243
317771,1.1162816657713157,0.9230769230769231,1.1162816657713157,0.9230769230769231
317772,1.75,1.6,1.75,1.6
317773,1.6499917500412498,2.5714653066472377,1.6499917500412498,2.5714653066472377
317774,1.1666666666666667,1.0714209184220111,1.1666666666666667,1.0714209184220111
317776,0.6428663266618094,1.0499947500262499,0.6428663266618094,1.0499947500262499
317777,1.772735330615139,1.5714285714285714,1.772735330615139,1.5714285714285714
317778,1.6923076923076923,1.0,1.6923076923076923,1.0
317779,3.2307940830314084,0.5454570248046582,3.2307940830314084,0.5454570248046582
317780,1.5,0.625,1.5,0.625
317781,1.3499932500337497,1.6551667063217022,1.3499932500337497,1.6551667063217022
317782,1.0,1.7647110726796256,1.0,1.7647110726796256
