game_pk,home_bp_k_bb_ratio_rolling_5,away_bp_k_bb_ratio_rolling_5,home_bp_k_bb_ratio_rolling_10,away_bp_k_bb_ratio_rolling_10
317775,,,,
318969,,,,
317733,,,,
317734,,,,
317735,,,,
317736,,,,
317738,,,,
317739,,,,
317742,,1.0,,1.0
317746,,,,
317737,,,,
317740,,,,
317741,,,,
317743,,,,
317744,3.0,2.0,3.0,2.0
317745,,,,
317747,,,,
317748,,,,
317749,,,,
317750,3.0,2.0,3.0,2.0
317751,,0.0,,0.0
317752,,,,
317753,1.0,3.0,1.0,3.0
317754,,0.3333333333333333,,0.3333333333333333
317755,,4.0,,4.0
317756,2.0,2.0,2.0,2.0
317757,1.0,2.0,1.0,2.0
317758,0.75,1.25,0.75,1.25
317759,4.0,,4.0,
317760,2.5,,2.5,
317761,,2.0,,2.0
317762,1.5,,1.5,
317763,1.0,1.0,1.0,1.0
317764,0.0,,0.0,
317765,7.0,4.0,7.0,4.0
317766,9.0,0.5,9.0,0.5
317767,,,,
317768,4.0,3.5,4.0,3.5
317769,3.0,0.6666666666666666,3.0,0.6666666666666666
317770,5.0,6.0,5.0,6.0
317771,1.2857142857142858,1.2857142857142858,1.2857142857142858,1.2857142857142858
317772,1.5,2.5,1.5,2.5
317773,0.5714285714285714,1.3333333333333333,0.5714285714285714,1.3333333333333333
317774,2.6666666666666665,1.0,2.6666666666666665,1.0
317776,,2.0,,2.0
317777,2.0,,2.0,
317778,1.5714285714285714,1.25,1.5714285714285714,1.25
317779,0.4,4.5,0.4,4.5
317780,1.5,8.0,1.5,8.0
317781,2.5,3.5,2.5,3.5
317782,1.2,4.0,1.2,4.0
317783,1.875,1.5,1.875,1.5
317784,3.0,0.75,3.0,0.75
317785,2.3333333333333335,6.0,2.3333333333333335,6.0
317786,0.3333333333333333,2.25,0.3333333333333333,2.25
317787,2.0,2.0,2.0,2.0
317788,9.0,,9.0,
317789,4.0,1.4,4.0,1.4
317790,4.0,,4.0,
317791,10.0,2.5,10.0,2.5
317792,1.375,3.0,1.375,3.0
317793,4.0,5.0,4.0,5.0
317794,1.2307692307692308,6.0,1.2307692307692308,6.0
317796,2.0,4.666666666666667,2.0,4.666666666666667
317797,0.8571428571428571,1.5,0.8571428571428571,1.5
317798,1.0,2.4285714285714284,1.0,2.4285714285714284
317799,1.2,2.4,1.2,2.4
317800,11.0,8.0,11.0,8.0
317801,2.4285714285714284,,2.4285714285714284,
317802,5.666666666666667,0.5714285714285714,5.666666666666667,0.5714285714285714
317803,3.0,1.375,3.0,1.375
317804,2.25,8.0,2.25,8.0
317805,1.75,3.0,1.75,3.0
317806,3.0,3.5,3.0,3.5
317807,1.4,5.0,1.4,5.0
317808,1.8,2.5,1.8,2.5
317809,4.0,1.75,4.0,1.75
317810,1.8,5.333333333333333,2.0,5.333333333333333
317811,0.75,1.3636363636363635,0.75,1.3636363636363635
317812,1.8571428571428572,3.2222222222222223,1.8571428571428572,3.2222222222222223
317813,1.5,3.2,1.5,3.2
317814,12.0,6.5,12.0,8.5
317815,2.75,1.4,2.75,1.4
317816,2.4444444444444446,,2.4444444444444446,
317817,6.666666666666667,0.5714285714285714,6.666666666666667,0.5714285714285714
317818,2.4285714285714284,1.5,2.4285714285714284,1.5
317819,2.75,9.0,2.75,9.0
317820,1.6,2.5,1.7272727272727273,2.5
317821,1.7272727272727273,2.1818181818181817,1.9090909090909092,2.5454545454545454
317822,4.0,3.0,4.0,2.5
317823,1.5,1.6363636363636365,1.1538461538461537,1.6153846153846154
317824,1.875,3.1666666666666665,1.9,3.1666666666666665
317825,12.0,7.5,16.0,10.5
317826,2.1666666666666665,1.125,2.1666666666666665,1.125
317827,4.0,0.5714285714285714,4.0,0.5714285714285714
317828,4.0,3.3333333333333335,3.0,3.6666666666666665
317829,2.8,2.2857142857142856,2.8333333333333335,2.7142857142857144
317830,2.0,2.0,1.4666666666666666,1.7777777777777777
317831,5.666666666666667,1.625,7.666666666666667,1.1538461538461537
317832,1.5454545454545454,2.2222222222222223,2.0,2.4166666666666665
317833,4.2,1.8333333333333333,4.166666666666667,1.8333333333333333
317834,3.6666666666666665,3.4285714285714284,3.6666666666666665,3.5714285714285716
317835,10.0,3.6666666666666665,2.75,3.0
317836,2.8333333333333335,2.0,2.7142857142857144,2.0
317837,2.6666666666666665,1.2307692307692308,3.0,1.3571428571428572
