game_pk,date,home_starter_id,away_starter_id,home_starter_name,away_starter_name,home_starter_team,away_starter_team,home_starter_ip,away_starter_ip,home_starter_hits,away_starter_hits,home_starter_runs,away_starter_runs,home_starter_earned_runs,away_starter_earned_runs,home_starter_walks,away_starter_walks,home_starter_strikeouts,away_starter_strikeouts,home_starter_homeruns,away_starter_homeruns,home_starter_era,away_starter_era,home_starter_whip,away_starter_whip,home_starter_pitches,away_starter_pitches,home_starter_strikes,away_starter_strikes,home_starter_hit_batters,away_starter_hit_batters,home_starter_wild_pitches,away_starter_wild_pitches,home_starter_balks,away_starter_balks,home_starter_batters_faced,away_starter_batters_faced,home_starter_ground_outs,away_starter_ground_outs,home_starter_air_outs,away_starter_air_outs,home_starter_wins,away_starter_wins,home_starter_losses,away_starter_losses,home_starter_saves,away_starter_saves,home_starter_blown_saves,away_starter_blown_saves,home_starter_holds,away_starter_holds,pitcher_id,pitcher_name,team_id,team_abbreviation,opponent_id,opponent_abbreviation,home_away,win,loss,save,ip,h,r,er,bb,so,hr,era,pitches,strikes,date_dt
744845,2024-06-07,663623.0,519242.0,Jake Irvin,Chris Sale,Washington Nationals,Atlanta Braves,6.0,7.0,4.0,5.0,0.0,2.0,0.0,2.0,2.0,1.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,102.0,64.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,27.0,7.0,5.0,7.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
745008,2024-06-07,547179.0,657277.0,Michael Lorenzen,Logan Webb,Texas Rangers,San Francisco Giants,4.1,7.0,7.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,89.0,94.0,56.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,26.0,4.0,7.0,8.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
745083,2024-06-07,650644.0,608344.0,Aaron Civale,Cole Irvin,Tampa Bay Rays,Baltimore Orioles,5.0,5.2,7.0,8.0,4.0,3.0,4.0,2.0,1.0,0.0,8.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,105.0,85.0,66.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,25.0,0.0,3.0,7.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
745169,2024-06-07,458681.0,596295.0,Lance Lynn,Austin Gomber,St. Louis Cardinals,Colorado Rockies,4.0,5.0,6.0,6.0,4.0,4.0,4.0,4.0,2.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,90.0,59.0,62.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,22.0,3.0,3.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
745406,2024-06-07,650633.0,694297.0,Michael King,Brandon Pfaadt,San Diego Padres,Arizona Diamondbacks,5.0,5.1,5.0,9.0,0.0,5.0,0.0,5.0,1.0,1.0,5.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,98.0,94.0,63.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,26.0,3.0,5.0,7.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
745496,2024-06-07,656605.0,657746.0,Mitch Keller,Joe Ryan,Pittsburgh Pirates,Minnesota Twins,6.0,7.0,7.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,8.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,99.0,92.0,65.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,25.0,2.0,3.0,7.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
745655,2024-06-07,663687.0,605135.0,Hogan Harris,Chris Bassitt,Oakland Athletics,Toronto Blue Jays,6.0,8.0,3.0,4.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,102.0,55.0,71.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,29.0,7.0,6.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
745737,2024-06-07,547001.0,808967.0,Cody Poteet,Yoshinobu Yamamoto,New York Yankees,Los Angeles Dodgers,4.2,7.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,106.0,50.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,25.0,7.0,10.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
746053,2024-06-07,677960.0,671106.0,Ryan Weathers,Logan Allen,Miami Marlins,Cleveland Guardians,2.1,6.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,40.0,83.0,25.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,25.0,2.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
746220,2024-06-07,656288.0,664285.0,Griffin Canning,Framber Valdez,Los Angeles Angels,Houston Astros,6.1,9.0,7.0,4.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,80.0,106.0,53.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,31.0,9.0,13.0,8.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
