game_pk,date,home_starter_id,away_starter_id,home_starter_name,away_starter_name,home_starter_team,away_starter_team,home_starter_ip,away_starter_ip,home_starter_hits,away_starter_hits,home_starter_runs,away_starter_runs,home_starter_earned_runs,away_starter_earned_runs,home_starter_walks,away_starter_walks,home_starter_strikeouts,away_starter_strikeouts,home_starter_homeruns,away_starter_homeruns,home_starter_era,away_starter_era,home_starter_whip,away_starter_whip,home_starter_pitches,away_starter_pitches,home_starter_strikes,away_starter_strikes,home_starter_hit_batters,away_starter_hit_batters,home_starter_wild_pitches,away_starter_wild_pitches,home_starter_balks,away_starter_balks,home_starter_batters_faced,away_starter_batters_faced,home_starter_ground_outs,away_starter_ground_outs,home_starter_air_outs,away_starter_air_outs,home_starter_wins,away_starter_wins,home_starter_losses,away_starter_losses,home_starter_saves,away_starter_saves,home_starter_blown_saves,away_starter_blown_saves,home_starter_holds,away_starter_holds,pitcher_id,pitcher_name,team_id,team_abbreviation,opponent_id,opponent_abbreviation,home_away,win,loss,save,ip,h,r,er,bb,so,hr,era,pitches,strikes,date_dt
744942,2024-04-30,621244.0,666142.0,José Berríos,Cole Ragans,Toronto Blue Jays,Kansas City Royals,7.0,6.2,5.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,105.0,58.0,68.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,26.0,8.0,5.0,7.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
745018,2024-04-30,592351.0,669022.0,Jon Gray,MacKenzie Gore,Texas Rangers,Washington Nationals,8.0,5.0,3.0,5.0,1.0,2.0,1.0,2.0,0.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,91.0,72.0,59.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,23.0,11.0,5.0,10.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
745260,2024-04-30,622491.0,625643.0,Luis Castillo,Reynaldo López,Seattle Mariners,Atlanta Braves,7.0,5.0,3.0,6.0,0.0,3.0,0.0,3.0,1.0,2.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,103.0,88.0,71.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,23.0,4.0,3.0,10.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
745426,2024-04-30,506433.0,607259.0,Yu Darvish,Nick Martinez,San Diego Padres,Cincinnati Reds,5.0,5.0,3.0,6.0,0.0,5.0,0.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,78.0,50.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,25.0,7.0,2.0,5.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
745673,2024-04-30,622072.0,656605.0,Alex Wood,Mitch Keller,Oakland Athletics,Pittsburgh Pirates,4.0,5.0,4.0,5.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,93.0,96.0,53.0,59.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,23.0,4.0,2.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
745831,2024-04-30,640455.0,665871.0,Sean Manaea,Javier Assad,New York Mets,Chicago Cubs,5.0,5.0,3.0,5.0,1.0,1.0,1.0,1.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,78.0,54.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,6.0,8.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
745997,2024-04-30,642547.0,641302.0,Freddy Peralta,Tyler Alexander,Milwaukee Brewers,Tampa Bay Rays,5.1,4.0,1.0,6.0,2.0,3.0,2.0,3.0,0.0,2.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,66.0,85.0,41.0,56.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,19.0,5.0,2.0,3.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
746073,2024-04-30,664350.0,663372.0,Sixto Sánchez,Ryan Feltner,Miami Marlins,Colorado Rockies,4.0,8.0,7.0,5.0,5.0,3.0,5.0,3.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,89.0,53.0,59.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,28.0,6.0,9.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
746239,2024-04-30,542881.0,605513.0,Tyler Anderson,Spencer Turnbull,Los Angeles Angels,Philadelphia Phillies,6.0,5.1,5.0,4.0,3.0,2.0,3.0,2.0,2.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,92.0,98.0,63.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,21.0,5.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
746398,2024-04-30,686613.0,471911.0,Hunter Brown,Carlos Carrasco,Houston Astros,Cleveland Guardians,5.1,4.0,5.0,6.0,6.0,8.0,6.0,8.0,2.0,2.0,7.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,97.0,76.0,55.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,20.0,2.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
