game_pk,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_league_name,away_league_name,home_league_short_name,away_league_short_name,home_division_name,away_division_name,home_division_short_name,away_division_short_name,home_season,away_season,home_games_played,away_games_played,home_wins,away_wins,home_losses,away_losses,home_win_percent,away_win_percent,home_points_for,away_points_for,home_points_against,away_points_against,home_point_differential,away_point_differential,home_avg_points_for,away_avg_points_for,home_avg_points_against,away_avg_points_against,home_differential,away_differential,home_games_behind,away_games_behind,home_division_games_behind,away_division_games_behind,home_league_win_percent,away_league_win_percent,home_division_win_percent,away_division_win_percent,home_home_wins,away_home_wins,home_home_losses,away_home_losses,home_road_wins,away_road_wins,home_road_losses,away_road_losses,home_streak,away_streak,home_playoff_seed,away_playoff_seed,home_playoff_percent,away_playoff_percent,home_wildcard_percent,away_wildcard_percent,home_total,away_total,home_home,away_home,home_road,away_road,home_intra_division,away_intra_division,home_intra_league,away_intra_league,home_last_ten_games,away_last_ten_games,is_divisional_game
264183,2010-05-02,137,115,SF,COL,San Francisco Giants,Colorado Rockies,Giants,Rockies,National League,National League,NL,NL,NL West,NL West,NL West,NL West,2010,2010,23,24,14,11,9,13,0.609,0.458,107,122,66,101,41,21,4.65,5.08,2.87,4.21,1.78,0.88,0.0,0.0,0.0,0.0,0.609,0.458,0.375,0.375,10,7,4,5,4,4,5,8,W2,L3,0,0,0.0,0.0,0.0,0.0,14-9,11-13,10-4,7-5,4-5,4-8,3-5,3-5,14-9,11-13,6-4,4-6,True
264182,2010-05-02,138,113,STL,CIN,St. Louis Cardinals,Cincinnati Reds,Cardinals,Reds,National League,National League,NL,NL,NL Central,NL Central,NL Central,NL Central,2010,2010,24,24,16,12,8,12,0.667,0.5,111,109,76,132,35,-23,4.62,4.54,3.17,5.5,1.46,-0.96,0.0,0.0,0.0,0.0,0.667,0.5,0.636,0.5,9,6,3,6,7,6,5,6,W1,L1,0,0,0.0,0.0,0.0,0.0,16-8,12-12,9-3,6-6,7-5,6-6,7-4,7-7,16-8,12-12,7-3,6-4,True
264180,2010-05-02,146,120,FLA,WSH,Miami Marlins,Washington Nationals,Marlins,Nationals,National League,National League,NL,NL,NL East,NL East,NL East,NL East,2010,2010,24,24,12,13,12,11,0.5,0.542,114,101,111,115,3,-14,4.75,4.21,4.62,4.79,0.12,-0.58,0.0,0.0,0.0,0.0,0.5,0.542,0.625,0.455,6,7,6,6,6,6,6,5,W1,L1,0,0,0.0,0.0,0.0,0.0,12-12,13-11,6-6,7-6,6-6,6-5,5-3,5-6,12-12,13-11,4-6,6-4,True
264179,2010-05-02,136,140,SEA,TEX,Seattle Mariners,Texas Rangers,Mariners,Rangers,American League,American League,AL,AL,AL West,AL West,AL West,AL West,2010,2010,24,24,11,12,13,12,0.458,0.5,85,108,87,102,-2,6,3.54,4.5,3.62,4.25,-0.08,0.25,0.0,0.0,0.0,0.0,0.458,0.5,0.333,0.8,7,7,4,6,4,5,9,6,L2,W2,0,0,0.0,0.0,0.0,0.0,11-13,12-12,7-4,7-6,4-9,5-6,4-8,4-1,11-13,12-12,4-6,7-3,True
264178,2010-05-02,119,134,LAD,PIT,Los Angeles Dodgers,Pittsburgh Pirates,Dodgers,Pirates,National League,National League,NL,NL,NL West,NL Central,NL West,NL Central,2010,2010,24,24,10,10,14,14,0.417,0.417,122,83,130,166,-8,-83,5.08,3.46,5.42,6.92,-0.33,-3.46,0.0,0.0,0.0,0.0,0.417,0.417,0.667,0.417,6,5,3,4,4,5,11,10,W2,L2,0,0,0.0,0.0,0.0,0.0,10-14,10-14,6-3,5-4,4-11,5-10,4-2,5-7,10-14,10-14,3-7,3-7,False
264177,2010-05-02,143,121,PHI,NYM,Philadelphia Phillies,New York Mets,Phillies,Mets,National League,National League,NL,NL,NL East,NL East,NL East,NL East,2010,2010,23,24,13,14,10,10,0.565,0.583,125,105,99,83,26,22,5.43,4.38,4.3,3.46,1.13,0.92,0.0,0.0,0.0,0.0,0.565,0.583,0.571,0.545,4,11,4,5,9,3,6,5,W1,L1,0,0,0.0,0.0,0.0,0.0,13-10,14-10,4-4,11-5,9-6,3-5,8-6,6-5,13-10,14-10,5-5,8-2,True
264176,2010-05-02,114,142,CLE,MIN,Cleveland Guardians,Minnesota Twins,Guardians,Twins,American League,American League,AL,AL,AL Central,AL Central,AL Central,AL Central,2010,2010,23,24,10,15,13,9,0.435,0.625,82,122,108,92,-26,30,3.57,5.08,4.7,3.83,-1.13,1.25,0.0,0.0,0.0,0.0,0.435,0.625,0.5,0.588,5,6,3,3,5,9,10,6,W1,L1,0,0,0.0,0.0,0.0,0.0,10-13,15-9,5-3,6-3,5-10,9-6,7-7,10-7,10-13,15-9,4-6,5-5,True
264181,2010-05-02,141,133,TOR,OAK,Toronto Blue Jays,Oakland Athletics,Blue Jays,Athletics,American League,American League,AL,AL,AL East,AL West,AL East,AL West,2010,2010,25,25,12,13,13,12,0.48,0.52,113,110,112,102,1,8,4.52,4.4,4.48,4.08,0.04,0.32,0.0,0.0,0.0,0.0,0.48,0.52,0.444,0.6,6,9,10,5,6,4,3,7,L1,W1,0,0,0.0,0.0,0.0,0.0,12-13,13-12,6-10,9-5,6-3,4-7,4-5,6-4,12-13,13-12,3-7,4-6,False
264174,2010-05-02,139,118,TB,KC,Tampa Bay Rays,Kansas City Royals,Rays,Royals,American League,American League,AL,AL,AL East,AL Central,AL East,AL Central,2010,2010,24,24,17,10,7,14,0.708,0.417,146,103,80,131,66,-28,6.08,4.29,3.33,5.46,2.75,-1.17,0.0,0.0,0.0,0.0,0.708,0.417,0.75,0.417,8,4,6,8,9,6,1,6,L2,W2,0,0,0.0,0.0,0.0,0.0,17-7,10-14,8-6,4-8,9-1,6-6,12-4,5-7,17-7,10-14,7-3,5-5,False
264173,2010-05-02,144,117,ATL,HOU,Atlanta Braves,Houston Astros,Braves,Astros,National League,National League,NL,NL,NL East,NL Central,NL East,NL Central,2010,2010,24,23,10,8,14,15,0.417,0.348,95,71,104,109,-9,-38,3.96,3.09,4.33,4.74,-0.37,-1.65,0.0,0.0,0.0,0.0,0.417,0.348,0.167,0.5,7,5,4,10,3,3,10,5,W2,L5,0,0,0.0,0.0,0.0,0.0,10-14,8-15,7-4,5-10,3-10,3-5,1-5,6-6,10-14,8-15,2-8,4-6,False
