game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
564863,2019-06-18,3.0,4,2,2,2,0,6.0,2.0,6.0,1.0,0.0,6.0,2.3333,0,0,0,1,0,0.0,0.0,3.86,0.0,0.0,0.0
565159,2019-06-18,2.0,2,2,0,0,1,9.0,1.0,0.0,0.0,4.5,0.0,4.0,2,0,0,4,0,0.0,0.5,9.0,0.0,0.0,0.0
565254,2019-06-18,3.6667,3,2,1,3,1,4.91,1.09,7.36,3.0,2.45,2.45,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
565836,2019-06-18,2.0,1,0,1,4,0,0.0,1.0,18.0,4.0,0.0,4.5,2.3333,7,6,2,2,1,23.14,3.86,7.71,1.0,3.86,7.71
566121,2019-06-18,2.0,0,0,0,2,0,0.0,0.0,9.0,0.0,0.0,0.0,2.6667,8,3,2,4,3,10.12,3.75,13.5,2.0,10.12,6.75
566211,2019-06-18,4.0,2,1,2,3,0,2.25,1.0,6.75,1.5,0.0,4.5,3.0,4,0,3,2,0,0.0,2.33,6.0,0.67,0.0,9.0
566314,2019-06-18,2.0,1,1,1,2,0,4.5,1.0,9.0,2.0,0.0,4.5,2.0,1,0,2,5,0,0.0,1.5,22.5,2.5,0.0,9.0
566408,2019-06-18,4.0,4,3,1,5,1,6.75,1.25,11.25,5.0,2.25,2.25,1.3333,1,0,0,2,0,0.0,0.75,13.5,0.0,0.0,0.0
566602,2019-06-18,2.0,4,2,0,1,0,9.0,2.0,4.5,0.0,0.0,0.0,2.0,0,0,2,0,0,0.0,1.0,0.0,0.0,0.0,9.0
566800,2019-06-18,6.0,8,5,3,6,3,7.5,1.83,9.0,2.0,4.5,4.5,2.0,3,2,0,3,1,9.0,1.5,13.5,0.0,4.5,0.0
566899,2019-06-18,2.0,2,0,0,2,0,0.0,1.0,9.0,0.0,0.0,0.0,1.6667,0,0,0,2,0,0.0,0.0,10.8,0.0,0.0,0.0
566997,2019-06-18,11.0,12,2,1,12,2,1.64,1.18,9.82,12.0,1.64,0.82,11.3333,11,3,5,14,1,2.38,1.41,11.12,2.8,0.79,3.97
567206,2019-06-18,5.0,7,4,5,7,2,7.2,2.4,12.6,1.4,3.6,9.0,0.6667,0,0,0,2,0,0.0,0.0,27.0,0.0,0.0,0.0
567494,2019-06-18,4.0,2,1,2,7,0,2.25,1.0,15.75,3.5,0.0,4.5,6.6667,10,5,1,8,2,6.75,1.65,10.8,8.0,2.7,1.35
