game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
318090,2012-05-02,3.0,2.1,3,3,0,2,0,1,3,5,0,1,0.0,8.57,1.0,1.9,9.0,21.43,0.0,5.0,0.0,4.29,0.0,4.29
318091,2012-05-02,2.9,1.0,3,0,0,0,1,0,1,1,0,0,0.0,0.0,1.38,0.0,3.1,9.0,1.0,0.0,0.0,0.0,3.1,0.0
318092,2012-05-02,3.0,1.8,1,0,0,0,0,0,2,3,0,0,0.0,0.0,0.33,0.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
318093,2012-05-02,3.0,3.0,4,1,3,0,2,1,0,4,1,0,9.0,0.0,2.0,0.67,0.0,12.0,0.0,4.0,3.0,0.0,6.0,3.0
318094,2012-05-02,6.8,3.0,3,5,1,2,3,0,4,3,1,0,1.32,6.0,0.88,1.67,5.29,9.0,1.33,0.0,1.32,0.0,3.97,0.0
318095,2012-05-02,1.0,4.0,2,4,1,2,0,1,1,3,0,1,9.0,4.5,2.0,1.25,9.0,6.75,0.0,3.0,0.0,2.25,0.0,2.25
318096,2012-05-02,2.8,1.0,5,2,4,3,2,3,4,2,0,1,12.86,27.0,2.5,5.0,12.86,18.0,2.0,0.67,0.0,9.0,6.43,27.0
318097,2012-05-02,4.0,2.0,2,2,0,2,0,2,4,2,0,0,0.0,9.0,0.5,2.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,9.0
318098,2012-05-02,0.0,5.9,0,6,0,3,0,1,0,3,0,1,0.0,4.58,0.0,1.19,0.0,4.58,0.0,3.0,0.0,1.53,0.0,1.53
318099,2012-05-02,2.0,4.0,1,9,0,3,0,0,2,3,0,0,0.0,6.75,0.5,2.25,9.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0
318100,2012-05-02,3.9,2.8,1,3,0,1,0,1,7,3,0,0,0.0,3.21,0.26,1.43,16.15,9.64,0.0,3.0,0.0,0.0,0.0,3.21
318101,2012-05-02,7.8,4.9,9,7,9,5,3,3,6,4,1,1,10.38,9.18,1.54,2.04,6.92,7.35,2.0,1.33,1.15,1.84,3.46,5.51
318102,2012-05-02,2.8,5.8,4,5,1,0,1,4,1,5,0,0,3.21,0.0,1.79,1.55,3.21,7.76,1.0,1.25,0.0,0.0,3.21,6.21
318103,2012-05-02,3.0,2.9,2,1,0,0,1,0,3,2,0,0,0.0,0.0,1.0,0.34,9.0,6.21,3.0,0.0,0.0,0.0,3.0,0.0
318104,2012-05-02,1.0,4.9,0,3,0,3,0,2,2,4,0,1,0.0,5.51,0.0,1.02,18.0,7.35,0.0,2.0,0.0,1.84,0.0,3.67
