game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
319504,2012-08-17,2.8,3.0,2,3,1,0,0,1,2,4,0,0,3.21,0.0,0.71,1.33,6.43,12.0,0.0,4.0,0.0,0.0,0.0,3.0
319505,2012-08-17,3.0,2.0,1,1,0,2,0,1,1,2,0,1,0.0,9.0,0.33,1.0,3.0,9.0,0.0,2.0,0.0,4.5,0.0,4.5
319506,2012-08-17,2.0,2.9,1,3,0,1,0,0,1,4,0,1,0.0,3.1,0.5,1.03,4.5,12.41,0.0,0.0,0.0,3.1,0.0,0.0
319507,2012-08-17,2.0,1.8,4,0,0,0,0,1,4,1,0,0,0.0,0.0,2.0,0.56,18.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0
319508,2012-08-17,2.9,3.0,2,1,0,0,0,0,2,2,0,0,0.0,0.0,0.69,0.33,6.21,6.0,0.0,0.0,0.0,0.0,0.0,0.0
319509,2012-08-17,4.0,2.0,0,3,0,2,0,1,5,3,0,0,0.0,9.0,0.0,2.0,11.25,13.5,0.0,3.0,0.0,0.0,0.0,4.5
319510,2012-08-17,4.0,4.0,3,3,2,0,0,0,6,4,1,0,4.5,0.0,0.75,0.75,13.5,9.0,0.0,0.0,2.25,0.0,0.0,0.0
319511,2012-08-17,4.8,3.1,2,5,0,1,2,2,2,5,0,0,0.0,2.9,0.83,2.26,3.75,14.52,1.0,2.5,0.0,0.0,3.75,5.81
319512,2012-08-17,2.0,2.9,2,0,2,0,0,1,2,3,2,0,9.0,0.0,1.0,0.34,9.0,9.31,0.0,3.0,9.0,0.0,0.0,3.1
319513,2012-08-17,3.0,3.0,2,1,1,0,2,2,4,1,1,0,3.0,0.0,1.33,1.0,12.0,3.0,2.0,0.5,3.0,0.0,6.0,6.0
319514,2012-08-17,2.0,3.8,2,3,1,2,0,2,0,5,0,1,4.5,4.74,1.0,1.32,0.0,11.84,0.0,2.5,0.0,2.37,0.0,4.74
319515,2012-08-17,1.8,3.0,0,2,0,1,0,1,2,3,0,0,0.0,3.0,0.0,1.0,10.0,9.0,0.0,3.0,0.0,0.0,0.0,3.0
319516,2012-08-17,6.9,1.0,9,0,2,0,1,1,5,0,0,0,2.61,0.0,1.45,1.0,6.52,0.0,5.0,0.0,0.0,0.0,1.3,9.0
319517,2012-08-17,6.0,3.0,9,3,3,0,2,0,4,1,1,0,4.5,0.0,1.83,1.0,6.0,3.0,2.0,0.0,1.5,0.0,3.0,0.0
319518,2012-08-17,3.0,1.0,2,1,0,0,2,1,4,1,0,0,0.0,0.0,1.33,2.0,12.0,9.0,2.0,1.0,0.0,0.0,6.0,9.0
