Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO
2025-06-17,Miami Marlins,Cal Quantrill,5.61,1.5,59.1,46.0,.300,4.97,1.41,561.9,503.0,Philadelphia Phillies,Jesús Luzardo,4.23,1.4,78.2,93,.277,3.82,1.26,567.8,576
2025-06-17,Detroit Tigers,Casey Mize,2.95,1.28,61.0,55.0,.254,3.39,1.18,588.1,564.0,Pittsburgh Pirates,Bailey Falter,3.36,1.12,75.0,46,.223,3.73,1.2,573.1,496
2025-06-17,Washington Nationals,Michael Soroka,5.14,1.12,42.0,40.0,.230,4.9,1.41,591.0,522.0,Colorado Rockies,Antonio Senzatela,7.23,2.03,66.0,35,.373,5.41,1.52,559.1,450
2025-06-17,New York Yankees,Will Warren,4.86,1.37,63.0,79.0,.237,3.39,1.17,566.2,579.0,Los Angeles Angels,Kyle Hendricks,5.2,1.32,71.0,44,.266,4.68,1.51,554.1,493
2025-06-17,Toronto Blue Jays,Chris Bassitt,3.7,1.31,80.1,78.0,.267,4.3,1.24,551.1,554.0,Arizona Diamondbacks,Brandon Pfaadt,5.5,1.42,70.1,55,.288,4.68,1.34,563.9,544
2025-06-17,Cincinnati Reds,Andrew Abbott,1.87,0.97,62.2,64.0,.184,4.05,1.24,574.8,507.0,Minnesota Twins,David Festa,4.76,1.32,22.2,25,.244,3.83,1.21,602.9,593
2025-06-17,Atlanta Braves,Spencer Schwellenbach,3.11,1.0,89.2,84.0,.225,3.87,1.27,528.9,554.0,New York Mets,David Peterson,2.49,1.19,79.2,71,.235,3.04,1.26,563.9,565
2025-06-17,Tampa Bay Rays,Zack Littell,3.84,1.11,86.2,58.0,.258,3.36,1.18,558.9,522.0,Baltimore Orioles,Dean Kremer,4.99,1.37,79.1,61,.277,4.91,1.42,542.0,523
2025-06-17,Chicago White Sox,Shane Smith,2.37,1.17,68.1,64.0,.212,4.35,1.43,553.0,457.0,St. Louis Cardinals,Matthew Liberatore,4.17,1.19,73.1,62,.262,3.97,1.29,564.1,454
2025-06-17,Texas Rangers,Jack Leiter,3.88,1.24,55.2,45.0,.203,3.02,1.13,573.8,525.0,Kansas City Royals,Seth Lugo,3.18,1.15,70.2,52,.231,3.47,1.22,571.0,531
2025-06-17,Chicago Cubs,Ben Brown,5.71,1.47,69.1,83.0,.279,3.31,1.19,576.1,473.0,Milwaukee Brewers,Chad Patrick,3.25,1.26,74.2,71,.246,3.85,1.31,572.9,532
2025-06-17,Seattle Mariners,Bryan Woo,3.39,0.98,82.1,72.0,.224,4.01,1.35,560.9,507.0,Boston Red Sox,Walker Buehler,5.01,1.38,55.2,51,.272,3.81,1.3,611.9,578
2025-06-17,San Francisco Giants,Robbie Ray,2.55,1.12,81.1,92.0,.199,3.38,1.25,554.1,522.0,Cleveland Guardians,Slade Cecconi,4.26,1.34,25.1,28,.260,3.98,1.38,591.0,558
2025-06-17,Athletics,JP Sears,5.08,1.25,72.2,58.0,.265,5.46,1.52,583.8,531.0,Houston Astros,Jason Alexander,18.0,2.83,6.0,5,.400,3.29,1.13,629.1,706
2025-06-17,Los Angeles Dodgers,TBD,,,,,,,,,,San Diego Padres,Randy Vásquez,3.57,1.4,68.0,41,.236,3.53,1.2,561.1,587
