Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO
2025-06-15,Detroit Tigers,Tyler Holton,4.09,1.24,33.0,29,.264,3.31,1.19,616.1,590,Cincinnati Reds,Wade Miley,6.75,1.75,12.0,7,.319,3.78,1.2,625.0,564
2025-06-15,Baltimore Orioles,Scott Blewett,3.69,1.26,31.2,27,.244,4.95,1.42,581.9,547,Los Angeles Angels,Yusei Kikuchi,3.05,1.48,82.2,78,.252,5.09,1.49,531.9,449
2025-06-15,Philadelphia Phillies,Zack Wheeler,2.76,0.89,88.0,110,.187,4.09,1.35,547.1,551,Toronto Blue Jays,José Berríos,3.81,1.29,87.1,76,.246,4.29,1.24,543.1,556
2025-06-15,Atlanta Braves,Grant Holmes,3.97,1.17,79.1,92,.206,3.73,1.24,539.0,546,Colorado Rockies,Austin Gomber,0.0,0.6,5.0,4,.118,5.67,1.59,611.1,477
2025-06-15,Washington Nationals,MacKenzie Gore,2.89,1.15,87.1,119,.238,5.23,1.43,536.9,436,Miami Marlins,Eury Pérez,6.43,1.86,7.0,5,.276,5.01,1.41,605.0,538
2025-06-15,Boston Red Sox,Brayan Bello,3.49,1.47,59.1,45,.262,4.01,1.31,599.0,569,New York Yankees,Max Fried,1.89,0.95,95.0,90,.201,3.92,1.25,523.2,561
2025-06-15,New York Mets,Griffin Canning,3.8,1.4,68.2,63,.241,2.83,1.22,573.9,572,Tampa Bay Rays,Shane Baz,4.54,1.32,77.1,71,.247,3.31,1.15,557.1,496
2025-06-15,Kansas City Royals,Noah Cameron,1.91,0.9,42.1,32,.172,3.54,1.23,597.1,550,Athletics,Jeffrey Springs,4.52,1.29,79.2,66,.236,5.64,1.53,564.9,510
2025-06-15,Houston Astros,Brandon Walter,1.53,0.91,17.2,19,.224,3.48,1.16,608.9,681,Minnesota Twins,Simeon Woods Richardson,5.13,1.5,47.1,43,.282,3.75,1.19,576.1,573
2025-06-15,Milwaukee Brewers,Quinn Priester,3.46,1.24,67.2,46,.231,3.83,1.31,578.9,554,St. Louis Cardinals,Miles Mikolas,4.35,1.3,72.1,45,.268,3.94,1.28,565.1,471
2025-06-15,Chicago Cubs,Colin Rea,3.84,1.32,68.0,52,.275,3.55,1.21,576.1,504,Pittsburgh Pirates,Mitch Keller,4.08,1.25,88.1,68,.254,3.64,1.17,558.9,473
2025-06-15,Texas Rangers,Kumar Rocker,7.31,1.69,28.1,27,.325,2.91,1.11,596.9,537,Chicago White Sox,Aaron Civale,4.67,1.48,27.0,23,.282,4.13,1.4,591.1,498
2025-06-15,Arizona Diamondbacks,Merrill Kelly,3.14,0.98,83.0,81,.197,4.96,1.41,543.0,511,San Diego Padres,Nick Pivetta,3.45,1.1,73.0,80,.218,3.53,1.24,540.0,523
2025-06-15,Seattle Mariners,Emerson Hancock,4.95,1.47,56.1,42,.288,3.92,1.31,569.9,520,Cleveland Guardians,Luis L. Ortiz,4.22,1.44,70.1,76,.250,3.91,1.37,538.9,504
2025-06-15,Los Angeles Dodgers,Dustin May,4.46,1.31,66.2,64,.242,4.16,1.32,567.8,567,San Francisco Giants,Kyle Harrison,4.56,1.27,23.2,25,.231,3.19,1.23,604.0,580
