Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO
2025-06-14,Washington Nationals,Trevor Williams,5.71,1.43,69.1,52,.293,4.83,1.38,545.9,496,Miami Marlins,Cade Gibson,1.33,1.13,20.1,12,.224,5.22,1.44,582.9,528
2025-06-14,Detroit Tigers,Jack Flaherty,4.03,1.13,76.0,90,.208,3.27,1.19,564.1,524,Cincinnati Reds,Brady Singer,4.34,1.34,74.2,60,.244,3.77,1.18,553.8,502
2025-06-14,Chicago Cubs,Matthew Boyd,2.79,1.17,80.2,73,.252,3.72,1.24,555.0,477,Pittsburgh Pirates,Mike Burrows,4.24,1.29,23.1,25,.256,3.7,1.19,615.9,513
2025-06-14,Baltimore Orioles,Tomoyuki Sugano,3.33,1.14,78.1,45,.248,5.17,1.46,520.0,514,Los Angeles Angels,Tyler Anderson,3.96,1.31,72.2,57,.237,4.82,1.51,528.8,450
2025-06-14,Philadelphia Phillies,Cristopher Sánchez,3.09,1.28,75.2,87,.240,4.06,1.3,546.8,562,Toronto Blue Jays,Bowden Francis,5.83,1.5,63.1,53,.285,3.9,1.19,555.1,570
2025-06-14,Texas Rangers,Jacob deGrom,2.04,0.89,79.1,79,.191,3.28,1.18,532.9,469,Chicago White Sox,Mike Vasil,2.06,1.28,43.2,31,.204,4.33,1.4,561.8,476
2025-06-14,Kansas City Royals,Michael Lorenzen,4.99,1.36,74.0,64,.266,3.24,1.19,552.2,508,Athletics,Jacob Lopez,5.54,1.62,26.0,33,.283,5.59,1.51,605.0,530
2025-06-14,New York Mets,Tylor Megill,3.76,1.3,64.2,84,.218,2.76,1.22,560.9,533,Tampa Bay Rays,Drew Rasmussen,2.22,0.9,69.0,59,.196,3.65,1.2,549.1,497
2025-06-14,Houston Astros,Hunter Brown,1.76,0.93,82.0,99,.181,3.74,1.2,529.1,579,Minnesota Twins,Joe Ryan,2.87,0.92,75.1,85,.195,4.04,1.26,534.0,518
2025-06-14,Atlanta Braves,Spencer Strider,5.0,1.19,27.0,28,.216,3.66,1.23,575.1,579,Colorado Rockies,Chase Dollander,7.19,1.62,46.1,43,.276,5.63,1.6,554.9,425
2025-06-14,Milwaukee Brewers,Jose Quintana,2.74,1.37,46.0,33,.253,3.86,1.29,585.1,556,St. Louis Cardinals,Andre Pallante,4.64,1.36,73.2,51,.259,3.9,1.27,548.9,445
2025-06-14,Arizona Diamondbacks,Zac Gallen,5.15,1.33,80.1,75,.232,4.63,1.34,535.9,507,San Diego Padres,Ryan Bergert,1.26,0.98,14.1,8,.167,3.51,1.23,589.9,582
2025-06-14,Boston Red Sox,Hunter Dobbins,4.2,1.28,49.1,37,.272,4.02,1.33,591.0,558,New York Yankees,Carlos Rodón,2.87,0.94,84.2,103,.167,3.75,1.24,518.0,532
2025-06-14,Seattle Mariners,George Kirby,6.53,1.31,20.2,25,.288,3.95,1.32,595.8,527,Cleveland Guardians,Tanner Bibee,3.81,1.2,75.2,62,.239,3.97,1.41,524.0,510
2025-06-14,Los Angeles Dodgers,Clayton Kershaw,4.35,1.55,20.2,15,.284,4.18,1.31,604.8,608,San Francisco Giants,Landen Roupp,3.29,1.36,68.1,63,.257,3.1,1.19,551.1,541
