Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO
2025-06-11,Pittsburgh Pirates,Bailey Falter,3.44,1.12,70.2,44,.221,3.86,1.21,534.8,461,Miami Marlins,Cal Quantrill,5.53,1.48,55.1,41,.300,5.01,1.41,522.9,475
2025-06-11,Philadelphia Phillies,Jesús Luzardo,4.46,1.44,72.2,83,.282,3.97,1.29,528.8,544,Chicago Cubs,Ben Brown,5.37,1.43,63.2,78,.275,3.45,1.22,536.0,440
2025-06-11,Cleveland Guardians,Logan Allen,4.42,1.58,55.0,40,.280,3.87,1.35,527.2,522,Cincinnati Reds,Nick Lodolo,3.21,1.08,75.2,64,.239,3.72,1.19,527.8,477
2025-06-11,Milwaukee Brewers,Chad Patrick,2.84,1.21,69.2,63,.241,3.96,1.32,532.9,494,Atlanta Braves,Spencer Schwellenbach,3.24,1.05,80.2,75,.231,3.84,1.26,501.9,511
2025-06-11,St. Louis Cardinals,Matthew Liberatore,3.82,1.13,68.1,58,.249,3.98,1.3,527.1,416,Toronto Blue Jays,Eric Lauer,2.08,0.88,26.0,24,.157,4.18,1.24,572.2,575
2025-06-11,Arizona Diamondbacks,Eduardo Rodriguez,6.7,1.65,49.2,55,.308,4.65,1.32,548.8,515,Seattle Mariners,Bryan Woo,3.07,0.96,76.1,69,.218,4.18,1.38,522.9,470
2025-06-11,Los Angeles Angels,Kyle Hendricks,5.4,1.32,65.0,41,.263,4.69,1.51,516.1,453,Athletics,JP Sears,5.21,1.29,67.1,49,.269,5.67,1.55,544.9,498
2025-06-11,San Diego Padres,Randy Vásquez,3.69,1.45,63.1,37,.244,3.39,1.18,523.9,536,Los Angeles Dodgers,Ben Casparius,2.93,1.0,40.0,44,.217,4.3,1.34,567.0,563
2025-06-11,Baltimore Orioles,Zach Eflin,4.47,1.12,46.1,31,.260,5.13,1.47,522.0,492,Detroit Tigers,Casey Mize,2.91,1.22,55.2,48,.244,3.17,1.14,549.9,531
2025-06-11,New York Mets,David Peterson,2.8,1.26,70.2,65,.240,2.87,1.24,527.9,536,Washington Nationals,Jake Irvin,4.02,1.23,78.1,50,.243,5.01,1.39,502.9,474
2025-06-11,Boston Red Sox,Walker Buehler,5.18,1.44,48.2,44,.277,4.01,1.33,572.9,533,Tampa Bay Rays,Zack Littell,3.68,1.09,80.2,52,.254,3.51,1.18,520.9,483
2025-06-11,Minnesota Twins,David Festa,5.4,1.5,16.2,21,.273,3.62,1.18,564.8,558,Texas Rangers,Jack Leiter,3.48,1.16,51.2,42,.193,3.09,1.14,531.8,478
2025-06-11,Kansas City Royals,Kris Bubic,1.43,1.0,75.1,79,.196,3.7,1.24,521.1,468,New York Yankees,Clarke Schmidt,4.04,1.29,49.0,50,.233,3.73,1.19,526.0,562
2025-06-11,Houston Astros,Ryan Gusto,4.78,1.64,43.1,45,.284,3.43,1.13,538.0,591,Chicago White Sox,Sean Burke,4.03,1.39,67.0,50,.241,4.1,1.37,511.2,436
2025-06-11,Colorado Rockies,Kyle Freeland,5.19,1.54,67.2,52,.320,5.59,1.57,505.9,389,San Francisco Giants,Robbie Ray,2.44,1.07,77.1,87,.191,3.16,1.22,515.9,498
