Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO
2025-06-07,Detroit Tigers,Tyler Holton,4.25,1.28,29.2,27,.268,3.15,1.15,557.9,529,Chicago Cubs,Jameson Taillon,3.54,0.97,76.1,58,.211,3.68,1.27,496.1,440
2025-06-07,Cincinnati Reds,Nick Lodolo,3.21,1.08,75.2,64,.239,3.87,1.21,491.8,449,Arizona Diamondbacks,Eduardo Rodriguez,6.7,1.65,49.2,55,.308,4.53,1.3,512.8,484
2025-06-07,Minnesota Twins,Chris Paddack,3.53,1.12,71.1,52,.221,3.5,1.19,488.9,511,Toronto Blue Jays,Kevin Gausman,3.87,1.03,76.2,73,.221,4.01,1.23,492.0,506
2025-06-07,St. Louis Cardinals,Erick Fedde,3.54,1.3,73.2,46,.232,3.87,1.25,490.8,406,Los Angeles Dodgers,Yoshinobu Yamamoto,2.23,1.02,72.2,85,.188,4.39,1.34,504.8,499
2025-06-07,Washington Nationals,Mitchell Parker,4.71,1.31,65.0,42,.235,4.97,1.39,489.0,458,Texas Rangers,Jacob deGrom,2.34,0.98,69.1,66,.203,3.29,1.16,486.9,430
2025-06-07,Pittsburgh Pirates,Andrew Heaney,3.39,1.19,66.1,47,.224,4.02,1.24,501.9,426,Philadelphia Phillies,Ranger Suárez,2.72,1.18,36.1,33,.237,4.15,1.33,528.9,561
2025-06-07,San Francisco Giants,Logan Webb,2.55,1.17,81.1,91,.252,3.13,1.21,484.9,466,Atlanta Braves,Bryce Elder,4.56,1.3,49.1,37,.257,3.74,1.26,499.1,503
2025-06-07,Cincinnati Reds,Nick Martinez,3.89,1.17,69.1,47,.256,3.76,1.19,497.9,466,Arizona Diamondbacks,Ryne Nelson,3.43,1.0,42.0,35,.199,4.82,1.36,520.0,504
2025-06-07,Cleveland Guardians,Gavin Williams,3.79,1.45,59.1,66,.235,4.01,1.37,486.1,461,Houston Astros,Hunter Brown,1.83,0.91,73.2,84,.185,3.8,1.2,480.9,517
2025-06-07,Chicago White Sox,Adrian Houser,1.47,0.98,18.1,14,.203,4.22,1.37,533.1,452,Kansas City Royals,Michael Wacha,2.88,1.17,68.2,50,.239,3.31,1.2,502.0,468
2025-06-07,Tampa Bay Rays,Taj Bradley,3.95,1.2,70.2,64,.226,3.34,1.15,492.9,430,Miami Marlins,Ryan Weathers,2.49,1.02,21.2,22,.188,5.1,1.45,520.8,464
2025-06-07,New York Yankees,Ryan Yarbrough,2.83,0.99,41.1,40,.201,3.62,1.2,506.9,550,Boston Red Sox,Garrett Crochet,1.98,1.06,82.0,101,.203,4.4,1.39,501.1,440
2025-06-07,Milwaukee Brewers,Jose Quintana,2.77,1.28,39.0,27,.241,3.96,1.32,527.1,497,San Diego Padres,Stephen Kolek,3.47,1.24,36.1,27,.246,3.5,1.2,514.9,515
2025-06-07,Los Angeles Angels,Jack Kochanowicz,5.34,1.56,64.0,44,.281,4.8,1.51,480.1,412,Seattle Mariners,Luis Castillo,3.03,1.27,68.1,55,.244,4.02,1.33,495.1,441
2025-06-07,Colorado Rockies,Carson Palmquist,8.5,1.83,18.0,14,.319,5.26,1.55,528.1,402,New York Mets,Clay Holmes,3.07,1.16,67.1,59,.224,2.81,1.24,503.0,514
2025-06-07,Athletics,Luis Severino,4.54,1.27,77.1,55,.249,5.95,1.58,499.0,460,Baltimore Orioles,Charlie Morton,6.2,1.58,53.2,52,.275,4.99,1.41,488.9,443
