Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO
2025-06-18,Seattle Mariners,Luis Castillo,3.29,1.27,79.1,67.0,.245,3.96,1.29,572.9,522.0,Boston Red Sox,Garrett Crochet,2.24,1.03,96.1,117,.202,4.26,1.37,579.0,518
2025-06-18,Detroit Tigers,Tarik Skubal,1.99,0.81,90.1,111.0,.197,3.55,1.24,568.0,514.0,Pittsburgh Pirates,Andrew Heaney,3.33,1.11,78.1,59,.218,3.8,1.2,578.0,490
2025-06-18,Miami Marlins,Adam Mazur,,,,,,,,,,Philadelphia Phillies,Ranger Suárez,2.32,1.07,50.1,44,.222,4.07,1.31,603.9,632
2025-06-18,Washington Nationals,Mitchell Parker,4.84,1.35,74.1,50.0,.246,5.01,1.4,567.9,524.0,Colorado Rockies,Germán Márquez,6.62,1.66,68.0,48,.318,5.47,1.56,566.1,441
2025-06-18,New York Yankees,Ryan Yarbrough,3.96,1.18,50.0,46.0,.230,3.5,1.19,588.2,625.0,Los Angeles Angels,Jack Kochanowicz,5.53,1.59,71.2,50,.295,4.56,1.45,562.9,499
2025-06-18,Toronto Blue Jays,Eric Lauer,2.37,0.92,30.1,28.0,.170,4.3,1.27,610.1,611.0,Arizona Diamondbacks,Eduardo Rodriguez,6.27,1.59,56.0,60,.302,4.64,1.33,586.1,547
2025-06-18,Cincinnati Reds,Nick Lodolo,3.76,1.13,79.0,70.0,.244,3.81,1.21,567.0,512.0,Minnesota Twins,Bailey Ober,4.4,1.38,73.2,57,.273,3.8,1.2,559.9,569
2025-06-18,Atlanta Braves,Chris Sale,2.79,1.21,80.2,107.0,.241,3.89,1.22,547.9,542.0,New York Mets,Paul Blackburn,6.75,1.71,9.1,6,.341,2.93,1.24,643.9,635
2025-06-18,Tampa Bay Rays,Taj Bradley,4.35,1.28,78.2,71.0,.234,3.32,1.17,575.9,518.0,Baltimore Orioles,Trevor Rogers,0.0,0.32,6.1,5,.095,4.92,1.42,624.0,586
2025-06-18,Chicago White Sox,Sean Burke,4.71,1.44,70.2,54.0,.254,4.17,1.41,559.9,472.0,St. Louis Cardinals,Sonny Gray,3.84,1.18,79.2,85,.258,3.99,1.28,567.0,436
2025-06-18,Texas Rangers,Patrick Corbin,3.66,1.22,66.1,49.0,.243,3.09,1.13,571.9,528.0,Kansas City Royals,Kris Bubic,1.92,1.07,79.2,82,.204,3.61,1.23,571.0,515
2025-06-18,Chicago Cubs,Jameson Taillon,3.48,0.98,82.2,65.0,.212,3.57,1.25,572.0,501.0,Milwaukee Brewers,Jacob Misiorowski,0.0,0.8,5.0,5,.000,3.83,1.3,650.1,606
2025-06-18,San Francisco Giants,Justin Verlander,4.33,1.4,52.0,41.0,.257,3.18,1.2,592.2,579.0,Cleveland Guardians,Logan Allen,4.28,1.51,61.0,46,.272,3.93,1.37,564.1,550
2025-06-18,Athletics,Luis Severino,4.47,1.3,90.2,61.0,.253,5.64,1.53,574.8,532.0,Houston Astros,Framber Valdez,3.1,1.09,90.0,96,.216,3.46,1.15,554.1,620
2025-06-18,Los Angeles Dodgers,Emmet Sheehan,,,,,,,,,,San Diego Padres,Stephen Kolek,3.5,1.32,46.1,34,.250,3.61,1.21,591.0,599
