Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO
2025-06-01,Texas Rangers,Jacob deGrom,2.34,0.98,69.1,66,.203,3.22,1.18,453.0,395,St. Louis Cardinals,Erick Fedde,3.82,1.29,68.1,44,.235,3.77,1.23,452.9,381
2025-06-01,Atlanta Braves,Bryce Elder,4.56,1.3,49.1,37,.257,3.58,1.23,460.9,465,Boston Red Sox,Garrett Crochet,1.98,1.06,82.0,101,.203,4.28,1.38,463.1,409
2025-06-01,Baltimore Orioles,Charlie Morton,6.2,1.58,53.2,52,.275,5.17,1.46,451.8,402,Chicago White Sox,Adrian Houser,1.5,1.0,18.0,14,.206,4.21,1.38,485.2,409
2025-06-01,Philadelphia Phillies,Ranger Suárez,2.72,1.18,36.1,33,.237,4.1,1.32,491.1,535,Milwaukee Brewers,Jose Quintana,2.77,1.28,39.0,27,.241,4.1,1.32,489.1,456
2025-06-01,Toronto Blue Jays,Kevin Gausman,3.82,1.02,70.2,68,.223,4.09,1.24,452.0,462,Athletics,JP Sears,5.05,1.28,62.1,46,.273,5.74,1.56,466.0,422
2025-06-01,Cleveland Guardians,Gavin Williams,3.84,1.47,58.2,66,.239,4.12,1.38,450.0,431,Los Angeles Angels,Jack Kochanowicz,5.34,1.56,64.0,44,.281,4.78,1.5,441.0,378
2025-06-01,New York Mets,Clay Holmes,3.07,1.16,67.1,59,.224,2.83,1.24,455.9,462,Colorado Rockies,Carson Palmquist,8.5,1.83,18.0,14,.319,5.48,1.58,490.1,375
2025-06-01,Miami Marlins,Ryan Weathers,2.49,1.02,21.2,22,.188,5.26,1.47,482.8,431,San Francisco Giants,Hayden Birdsong,2.37,1.24,38.0,40,.243,3.17,1.19,477.0,469
2025-06-01,Kansas City Royals,Kris Bubic,1.47,1.01,73.1,76,.198,3.42,1.21,458.0,408,Detroit Tigers,Keider Montero,4.05,1.45,40.0,26,.275,3.13,1.14,489.1,488
2025-06-01,Houston Astros,Hunter Brown,1.86,0.89,72.2,83,.183,3.98,1.22,442.9,472,Tampa Bay Rays,Taj Bradley,4.12,1.23,67.2,60,.231,3.42,1.16,455.9,387
2025-06-01,Chicago Cubs,Jameson Taillon,3.63,1.0,67.0,53,.218,3.86,1.29,457.2,416,Cincinnati Reds,Nick Martinez,3.86,1.18,67.2,46,.258,3.76,1.21,457.8,427
2025-06-01,Arizona Diamondbacks,Corbin Burnes,2.72,1.17,59.2,57,.209,5.16,1.36,457.0,432,Washington Nationals,Mitchell Parker,4.65,1.33,60.0,40,.240,5.1,1.41,450.0,423
2025-06-01,Seattle Mariners,Luis Castillo,3.32,1.3,62.1,50,.249,3.99,1.33,457.1,407,Minnesota Twins,Chris Paddack,3.92,1.2,57.1,40,.236,3.27,1.15,444.1,464
2025-06-01,San Diego Padres,Randy Vásquez,3.58,1.39,55.1,32,.240,3.6,1.19,441.9,461,Pittsburgh Pirates,Andrew Heaney,3.41,1.22,60.2,44,.222,3.99,1.24,463.8,386
2025-06-01,Los Angeles Dodgers,Yoshinobu Yamamoto,1.97,0.91,64.0,75,.170,4.41,1.34,453.0,456,New York Yankees,Ryan Yarbrough,3.06,1.05,35.1,35,.203,3.65,1.2,467.9,502
