Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO
2025-06-10,Baltimore Orioles,Cade Povich,5.11,1.47,56.1,58,.279,5.08,1.44,503.0,456,Detroit Tigers,Brant Hurter,1.62,0.96,33.1,31.0,.202,3.24,1.17,563.0,537.0
2025-06-10,Cleveland Guardians,Slade Cecconi,4.87,1.43,20.1,20,.272,3.94,1.38,553.1,530,Cincinnati Reds,Andrew Abbott,2.18,1.06,53.2,59.0,.197,3.86,1.2,540.8,477.0
2025-06-10,Pittsburgh Pirates,Mitch Keller,4.13,1.27,76.1,61,.257,3.79,1.2,518.9,436,Miami Marlins,Sandy Alcantara,7.89,1.58,57.0,44.0,.269,4.81,1.41,511.0,463.0
2025-06-10,Philadelphia Phillies,Mick Abel,0.79,0.71,11.1,11,.195,4.03,1.31,580.9,609,Chicago Cubs,Colin Rea,3.59,1.35,57.2,43.0,.276,3.65,1.23,533.0,465.0
2025-06-10,New York Mets,Griffin Canning,2.9,1.32,59.0,57,.232,2.84,1.23,529.1,533,Washington Nationals,MacKenzie Gore,2.87,1.14,75.1,108.0,.231,5.2,1.42,496.9,407.0
2025-06-10,Boston Red Sox,Lucas Giolito,6.42,1.63,33.2,27,.324,4.03,1.33,578.9,543,Tampa Bay Rays,Ryan Pepiot,3.2,1.13,76.0,64.0,.230,3.58,1.18,517.1,458.0
2025-06-10,Minnesota Twins,Simeon Woods Richardson,5.02,1.54,37.2,35,.295,3.4,1.14,534.8,540,Texas Rangers,Tyler Mahle,2.02,1.07,71.1,53.0,.196,3.25,1.14,502.9,463.0
2025-06-10,Kansas City Royals,Noah Cameron,0.85,0.79,31.2,19,.138,3.45,1.22,556.0,519,New York Yankees,Max Fried,1.78,0.94,81.0,77.0,.196,4.11,1.24,485.0,530.0
2025-06-10,Milwaukee Brewers,Quinn Priester,3.88,1.31,55.2,36,.228,3.87,1.31,537.9,511,Atlanta Braves,Grant Holmes,3.99,1.2,67.2,68.0,.211,3.72,1.23,506.9,506.0
2025-06-10,St. Louis Cardinals,Miles Mikolas,3.96,1.27,61.1,36,.255,3.86,1.27,525.1,433,Toronto Blue Jays,Chris Bassitt,3.56,1.32,73.1,75.0,.270,4.07,1.21,516.1,520.0
2025-06-10,Houston Astros,Lance McCullers Jr.,4.44,1.4,24.1,33,.227,3.48,1.15,548.0,590,Chicago White Sox,Shane Smith,2.45,1.14,62.1,60.0,.201,4.32,1.4,507.1,420.0
2025-06-10,Colorado Rockies,Carson Palmquist,8.5,1.83,18.0,14,.319,5.43,1.56,546.1,417,San Francisco Giants,Kyle Harrison,4.34,1.29,18.2,19.0,.236,3.0,1.19,565.8,556.0
2025-06-10,Los Angeles Angels,José Soriano,4.11,1.59,72.1,52,.285,4.95,1.5,499.0,428,Athletics,Mitch Spence,4.09,1.27,44.0,41.0,.243,5.82,1.55,558.1,500.0
2025-06-10,San Diego Padres,Dylan Cease,4.72,1.31,68.2,85,.252,3.29,1.2,509.8,476,Los Angeles Dodgers,TBD,,,,,,,,,
2025-06-10,Arizona Diamondbacks,Brandon Pfaadt,5.65,1.38,65.1,51,.279,4.74,1.34,523.9,512,Seattle Mariners,Logan Evans,2.83,1.26,35.0,25.0,.256,4.01,1.32,556.0,505.0
