balldontlie_game_id,id,date,home_starter_id,away_starter_id,home_starter_full_name,away_starter_full_name,home_starter_team_id,away_starter_team_id,home_starter_team_abbreviation,away_starter_team_abbreviation,home_starter_season,away_starter_season,home_starter_postseason,away_starter_postseason,home_starter_season_type,away_starter_season_type,home_starter_pitching_gp,away_starter_pitching_gp,home_starter_pitching_gs,away_starter_pitching_gs,home_starter_pitching_qs,away_starter_pitching_qs,home_starter_pitching_w,away_starter_pitching_w,home_starter_pitching_l,away_starter_pitching_l,home_starter_pitching_era,away_starter_pitching_era,home_starter_pitching_sv,away_starter_pitching_sv,home_starter_pitching_hld,away_starter_pitching_hld,home_starter_pitching_ip,away_starter_pitching_ip,home_starter_pitching_h,away_starter_pitching_h,home_starter_pitching_er,away_starter_pitching_er,home_starter_pitching_hr,away_starter_pitching_hr,home_starter_pitching_bb,away_starter_pitching_bb,home_starter_pitching_whip,away_starter_pitching_whip,home_starter_pitching_k,away_starter_pitching_k,home_starter_pitching_k_per_9,away_starter_pitching_k_per_9,home_starter_pitching_war,away_starter_pitching_war
3340,778480,2025-04-02,668881,683004,Hunter Greene,Jack Leiter,113,140,CIN,TEX,2025,2025,0,0,regular,regular,1,1,1,1,0,0,0,1,0,0,3.6,1.8,0,0,0,0,5.0,5.0,3,5,2,1,1,0,1,1,0.8,1.2,8,4,14.4,7.2,,
3339,778479,2025-04-02,686752,694973,Ryan Pepiot,Paul Skenes,139,134,TB,PIT,2025,2025,0,0,regular,regular,1,1,1,1,1,0,0,0,0,0,1.5,3.38,0,0,0,0,6.0,5.333333333333333,6,3,1,2,0,0,1,2,1.17,0.94,8,7,12.0,11.81,,
3343,778477,2025-04-02,642547,666142,Freddy Peralta,Cole Ragans,158,118,MIL,KC,2025,2025,0,0,regular,regular,1,1,1,1,0,0,0,0,1,0,3.6,5.4,0,0,0,0,5.0,5.0,4,5,2,3,2,0,1,2,1.0,1.4,8,3,14.4,5.4,,
3342,778473,2025-04-02,543243,579328,Sonny Gray,Yusei Kikuchi,138,108,STL,LAA,2025,2025,0,0,regular,regular,1,1,1,1,0,1,1,0,0,1,3.6,4.5,0,0,0,0,5.0,6.0,4,5,2,3,1,1,2,0,1.2,0.83,6,5,10.8,7.5,,
3344,778474,2025-04-02,680732,641154,Sean Burke,Pablo López,145,142,CWS,MIN,2025,2025,0,0,regular,regular,1,1,1,1,1,0,1,0,0,1,0.0,3.6,0,0,0,0,6.0,5.0,3,8,0,2,0,1,0,0,0.5,1.6,3,3,4.5,5.4,,
3341,778478,2025-04-02,687922,669022,Easton Lucas,MacKenzie Gore,141,120,TOR,WSH,,2025,0,0,regular,regular,0,1,0,1,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0.0,6.0,0,1,0,0,0,0,0,0,0.0,0.17,0,13,0.0,19.5,,
63884,778471,2025-04-02,605488,592791,Jeffrey Springs,Jameson Taillon,133,112,ATH,CHC,2025,2025,0,0,regular,regular,1,1,1,1,1,0,1,0,0,1,0.0,12.46,0,0,0,0,6.0,4.333333333333333,3,9,0,6,0,2,1,0,0.67,2.08,9,1,13.5,2.08,,
3348,778476,2025-04-02,656302,594902,Dylan Cease,Ben Lively,135,114,SD,CLE,2025,2025,0,0,regular,regular,1,1,1,1,0,0,0,0,0,0,6.23,5.4,0,0,0,0,4.333333333333333,5.0,4,4,3,3,1,1,2,0,1.38,0.8,7,3,14.54,5.4,,
3349,778469,2025-04-02,622491,669373,Luis Castillo,Tarik Skubal,136,116,SEA,DET,2025,2025,0,0,regular,regular,1,1,1,1,0,0,0,0,1,1,3.6,7.2,0,0,0,0,5.0,5.0,3,6,2,4,1,2,2,1,1.0,1.4,4,2,7.2,3.6,,
3345,778475,2025-04-02,664285,694738,Framber Valdez,Landen Roupp,117,137,HOU,SF,2025,,0,0,regular,regular,1,0,1,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,7.0,0.0,4,0,0,0,0,0,2,0,0.86,0.0,4,0,5.14,0.0,,
3338,778481,2025-04-02,687362,605280,Connor Gillispie,Clay Holmes,146,121,MIA,NYM,2025,2025,0,0,regular,regular,1,1,1,1,0,0,0,0,1,1,5.4,3.86,0,0,0,0,5.0,4.666666666666667,4,5,3,2,1,0,4,4,1.6,1.93,4,4,7.2,7.71,,
3336,778483,2025-04-02,621107,676979,Zach Eflin,Garrett Crochet,110,111,BAL,BOS,2025,2025,0,0,regular,regular,1,1,1,1,1,0,1,0,0,0,3.0,3.6,0,0,0,0,6.0,5.0,2,5,2,2,1,0,1,2,0.5,1.4,2,4,3.0,7.2,,
3337,778482,2025-04-02,554430,607536,Zack Wheeler,Kyle Freeland,143,115,PHI,COL,2025,2025,0,0,regular,regular,1,1,1,1,1,1,0,0,0,0,1.5,0.0,0,0,0,0,6.0,6.0,2,2,1,0,1,0,2,0,0.67,0.33,8,7,12.0,10.5,,
3335,778484,2025-04-02,607074,668678,Carlos Rodón,Zac Gallen,147,109,NYY,AZ,2025,2025,0,0,regular,regular,1,1,1,1,0,0,1,0,0,1,1.69,9.0,0,0,0,0,5.333333333333333,4.0,4,4,1,4,1,1,2,4,1.12,2.0,7,4,11.81,9.0,,
3346,778472,2025-04-02,605483,693821,Blake Snell,Bryce Elder,119,144,LAD,ATL,2025,,0,0,regular,regular,1,0,1,0,0,0,1,0,0,0,3.6,0.0,0,0,0,0,5.0,0.0,5,0,2,0,0,0,4,0,1.8,0.0,2,0,3.6,0.0,,
