balldontlie_game_id,id,date,home_starter_id,away_starter_id,home_starter_full_name,away_starter_full_name,home_starter_team_id,away_starter_team_id,home_starter_team_abbreviation,away_starter_team_abbreviation,home_starter_season,away_starter_season,home_starter_postseason,away_starter_postseason,home_starter_season_type,away_starter_season_type,home_starter_pitching_gp,away_starter_pitching_gp,home_starter_pitching_gs,away_starter_pitching_gs,home_starter_pitching_qs,away_starter_pitching_qs,home_starter_pitching_w,away_starter_pitching_w,home_starter_pitching_l,away_starter_pitching_l,home_starter_pitching_era,away_starter_pitching_era,home_starter_pitching_sv,away_starter_pitching_sv,home_starter_pitching_hld,away_starter_pitching_hld,home_starter_pitching_ip,away_starter_pitching_ip,home_starter_pitching_h,away_starter_pitching_h,home_starter_pitching_er,away_starter_pitching_er,home_starter_pitching_hr,away_starter_pitching_hr,home_starter_pitching_bb,away_starter_pitching_bb,home_starter_pitching_whip,away_starter_pitching_whip,home_starter_pitching_k,away_starter_pitching_k,home_starter_pitching_k_per_9,away_starter_pitching_k_per_9,home_starter_pitching_war,away_starter_pitching_war
15535,777944,2025-05-13,671106,682990,Logan Allen,Quinn Priester,114,158,CLE,MIL,2025,2025,0,0,regular,regular,7,6,7,5,0,0,1,1,2,1,4.33,5.08,0,0,0,0,35.333333333333336,28.333333333333332,40,28,17,16,3,3,19,19,1.67,1.66,25,20,6.37,6.35,,
15533,777940,2025-05-13,663947,678394,Tyler Holton,Brayan Bello,116,111,DET,BOS,2025,2025,0,0,regular,regular,15,4,0,4,0,2,2,2,2,0,3.12,2.01,0,0,2,0,17.333333333333332,22.333333333333336,16,18,6,5,4,3,5,12,1.21,1.34,17,13,8.83,5.24,,
15534,777945,2025-05-13,671096,685126,Andrew Abbott,Brandon Eisert,113,145,CIN,CWS,2025,2025,0,0,regular,regular,5,15,5,1,1,0,2,1,0,0,2.25,4.96,0,1,0,0,24.0,16.333333333333332,16,19,6,9,3,2,12,5,1.17,1.47,31,19,11.62,10.47,,
15539,777935,2025-05-13,621244,669358,José Berríos,Shane Baz,141,139,TOR,TB,2025,2025,0,0,regular,regular,8,7,8,7,4,4,1,3,1,2,3.86,4.93,0,0,0,0,46.666666666666664,38.333333333333336,45,37,20,21,8,5,21,14,1.41,1.33,45,40,8.68,9.39,,
15537,777943,2025-05-13,673540,656605,Kodai Senga,Mitch Keller,121,134,NYM,PIT,2025,2025,0,0,regular,regular,7,8,7,8,3,5,4,1,2,4,1.16,4.4,0,0,0,0,38.66666666666667,45.0,28,48,5,22,1,3,17,15,1.16,1.4,35,35,8.15,7.0,,
15540,777942,2025-05-13,680885,647336,Spencer Schwellenbach,Michael Soroka,144,120,ATL,WSH,2025,2025,0,0,regular,regular,8,2,8,2,6,0,1,0,3,2,3.42,7.2,0,0,0,0,47.333333333333336,10.0,43,10,18,8,5,1,9,3,1.1,1.3,43,11,8.18,9.9,,
15543,777936,2025-05-13,676962,678368,Ben Brown,Valente Bellozo,112,146,CHC,MIA,2025,2025,0,0,regular,regular,8,4,7,4,2,0,3,0,3,2,4.95,3.5,0,0,0,0,36.33333333333333,18.0,44,14,20,7,3,1,16,10,1.65,1.33,44,14,10.9,7.0,,
15541,777934,2025-05-13,683004,607536,Jack Leiter,Kyle Freeland,140,115,TEX,COL,2025,2025,0,0,regular,regular,5,8,5,8,0,3,2,0,2,5,5.09,6.41,0,0,0,0,23.0,39.33333333333333,19,58,13,28,2,3,11,7,1.3,1.65,18,30,7.04,6.86,,
15542,777931,2025-05-13,664285,663460,Framber Valdez,Kris Bubic,117,118,HOU,KC,2025,2025,0,0,regular,regular,8,8,8,8,5,5,2,4,4,2,3.94,1.69,0,0,0,0,48.0,48.0,40,39,21,9,5,2,17,14,1.19,1.1,44,47,8.25,8.81,,
15544,777932,2025-05-13,656302,667755,Dylan Cease,José Soriano,135,108,SD,LAA,2025,2025,0,0,regular,regular,8,8,8,8,2,3,1,2,2,4,4.91,4.0,0,0,0,0,40.33333333333333,45.0,40,49,22,20,4,3,17,20,1.41,1.53,48,37,10.71,7.4,,
15546,777926,2025-05-13,693433,608331,Bryan Woo,Max Fried,136,147,SEA,NYY,2025,2025,0,0,regular,regular,7,8,7,8,5,6,4,6,1,0,3.25,1.05,0,0,0,0,44.333333333333336,51.66666666666667,33,36,16,6,4,3,8,11,0.92,0.91,44,47,8.93,8.19,,
15545,777930,2025-05-13,592662,694297,Robbie Ray,Brandon Pfaadt,137,109,SF,AZ,2025,2025,0,0,regular,regular,8,8,8,8,4,5,5,6,0,2,2.84,3.28,0,0,0,0,44.33333333333333,46.66666666666667,30,47,14,17,5,7,23,10,1.2,1.22,46,41,9.34,7.91,,
15547,777937,2025-05-13,689017,605488,Landon Knack,Jeffrey Springs,119,133,LAD,ATH,2025,2025,0,0,regular,regular,4,8,3,8,0,3,2,4,0,3,4.61,4.81,0,0,0,0,13.666666666666668,39.33333333333333,13,37,7,21,1,6,7,19,1.46,1.42,12,32,7.9,7.32,,
