balldontlie_game_id,id,date,home_starter_id,away_starter_id,home_starter_full_name,away_starter_full_name,home_starter_team_id,away_starter_team_id,home_starter_team_abbreviation,away_starter_team_abbreviation,home_starter_season,away_starter_season,home_starter_postseason,away_starter_postseason,home_starter_season_type,away_starter_season_type,home_starter_pitching_gp,away_starter_pitching_gp,home_starter_pitching_gs,away_starter_pitching_gs,home_starter_pitching_qs,away_starter_pitching_qs,home_starter_pitching_w,away_starter_pitching_w,home_starter_pitching_l,away_starter_pitching_l,home_starter_pitching_era,away_starter_pitching_era,home_starter_pitching_sv,away_starter_pitching_sv,home_starter_pitching_hld,away_starter_pitching_hld,home_starter_pitching_ip,away_starter_pitching_ip,home_starter_pitching_h,away_starter_pitching_h,home_starter_pitching_er,away_starter_pitching_er,home_starter_pitching_hr,away_starter_pitching_hr,home_starter_pitching_bb,away_starter_pitching_bb,home_starter_pitching_whip,away_starter_pitching_whip,home_starter_pitching_k,away_starter_pitching_k,home_starter_pitching_k_per_9,away_starter_pitching_k_per_9,home_starter_pitching_war,away_starter_pitching_war
6120,778389,2025-04-09,656605,607200,Mitch Keller,Erick Fedde,134,138,PIT,STL,2025,2025,0,0,regular,regular,2,2,2,2,1,1,1,1,1,1,7.45,7.0,0,0,0,0,9.666666666666666,9.0,13,7,8,7,0,2,5,4,1.86,1.22,8,3,7.45,3.0,,
6117,778390,2025-04-09,656731,676974,Tylor Megill,Max Meyer,121,146,NYM,MIA,2025,2025,0,0,regular,regular,2,2,2,2,0,1,2,0,0,1,0.87,3.09,0,0,0,0,10.333333333333332,11.666666666666668,5,13,1,4,0,1,4,3,0.87,1.37,10,15,8.71,11.57,,
6118,778387,2025-04-09,656427,608331,Jack Flaherty,Max Fried,116,147,DET,NYY,2025,2025,0,0,regular,regular,2,2,2,2,0,0,1,1,0,0,2.38,2.61,0,0,0,0,11.333333333333334,10.333333333333334,6,13,3,3,1,1,4,3,0.88,1.55,12,10,9.53,8.71,,
6123,778385,2025-04-09,684007,641816,Shota Imanaga,Tyler Mahle,112,140,CHC,TEX,2025,2025,0,0,regular,regular,3,2,3,2,2,0,2,1,0,0,0.98,1.35,0,0,0,0,18.333333333333332,6.666666666666666,7,3,2,1,1,0,6,6,0.71,1.35,10,8,4.91,10.8,,
63972,778381,2025-04-09,674370,681190,Osvaldo Bido,Randy Vásquez,133,135,ATH,SD,2025,2025,0,0,regular,regular,2,2,2,2,0,1,1,0,0,1,2.7,1.69,0,0,0,0,10.0,10.666666666666668,9,6,3,2,0,0,6,9,1.5,1.41,9,5,8.1,4.22,,
6125,778380,2025-04-09,694297,665152,Brandon Pfaadt,Dean Kremer,109,110,AZ,BAL,2025,2025,0,0,regular,regular,2,2,2,2,1,0,1,1,1,1,5.25,6.52,0,0,0,0,12.0,9.666666666666666,12,13,7,7,4,1,1,2,1.08,1.55,9,7,6.75,6.52,,
6126,778376,2025-04-09,434378,607259,Justin Verlander,Nick Martinez,137,113,SF,CIN,2025,2025,0,0,regular,regular,2,2,2,2,0,0,0,0,0,2,6.14,5.91,0,0,0,0,7.333333333333334,10.666666666666668,11,9,5,7,2,3,3,3,1.91,1.12,7,7,8.59,5.91,,
6116,778392,2025-04-09,663623,689017,Jake Irvin,Landon Knack,120,119,WSH,LAD,2025,2025,0,0,regular,regular,2,1,2,0,0,0,0,1,0,0,5.4,0.0,0,0,0,0,10.0,2.0,14,1,6,0,3,0,3,0,1.7,0.5,5,3,4.5,13.5,,
6127,778383,2025-04-09,622379,686613,Luis F. Castillo,Hunter Brown,136,117,SEA,HOU,2025,2025,0,0,regular,regular,1,2,1,2,0,2,0,1,0,1,9.0,3.0,0,0,0,0,3.0,12.0,6,9,3,4,0,1,2,3,2.67,1.0,2,15,6.0,11.25,,
6115,778391,2025-04-09,671106,680732,Logan Allen,Sean Burke,114,145,CLE,CWS,2025,2025,0,0,regular,regular,1,2,1,2,0,1,0,1,1,1,6.75,5.23,0,0,0,0,5.333333333333333,10.333333333333332,7,10,4,6,1,2,5,0,2.25,0.97,1,4,1.69,3.48,,
6121,778386,2025-04-09,656557,592332,Tanner Houck,Kevin Gausman,111,141,BOS,TOR,2025,2025,0,0,regular,regular,2,2,2,2,0,1,0,1,1,1,6.52,3.97,0,0,0,0,9.666666666666668,11.333333333333332,12,5,7,5,3,2,5,3,1.76,0.71,8,4,7.45,3.18,,
6129,778399,2025-04-09,686752,579328,Ryan Pepiot,Yusei Kikuchi,139,108,TB,LAA,2025,2025,0,0,regular,regular,2,2,2,2,1,2,0,0,1,1,2.45,4.5,0,0,0,0,11.0,12.0,11,9,3,6,1,3,4,5,1.36,1.17,11,11,9.0,8.25,,
6119,778393,2025-04-09,656550,592836,Grant Holmes,Taijuan Walker,144,143,ATL,PHI,2025,2025,0,0,regular,regular,2,1,1,1,0,1,0,1,1,0,7.2,0.0,0,0,0,0,5.0,6.0,4,3,4,0,1,0,4,1,1.6,0.67,5,4,9.0,6.0,,
6122,778388,2025-04-09,607625,657746,Seth Lugo,Joe Ryan,118,142,KC,MIN,2025,2025,0,0,regular,regular,2,2,2,2,1,0,1,0,0,1,3.27,4.5,0,0,0,0,11.0,10.0,9,10,4,5,1,2,4,0,1.18,1.0,6,11,4.91,9.9,,
6124,778379,2025-04-09,622608,641302,Antonio Senzatela,Tyler Alexander,115,158,COL,MIL,2025,2025,0,0,regular,regular,2,3,2,1,0,0,0,1,1,0,0.0,2.0,0,0,0,0,9.666666666666666,9.0,19,2,0,2,0,0,2,5,2.17,0.78,3,9,2.79,9.0,,
