game_pk,date,home_starter_id,away_starter_id,home_starter_full_name,away_starter_full_name,home_starter_team_id,away_starter_team_id,home_starter_team_abbreviation,away_starter_team_abbreviation,home_starter_season,away_starter_season,home_starter_postseason,away_starter_postseason,home_starter_season_type,away_starter_season_type,home_starter_pitching_gp,away_starter_pitching_gp,home_starter_pitching_gs,away_starter_pitching_gs,home_starter_pitching_qs,away_starter_pitching_qs,home_starter_pitching_w,away_starter_pitching_w,home_starter_pitching_l,away_starter_pitching_l,home_starter_pitching_era,away_starter_pitching_era,home_starter_pitching_sv,away_starter_pitching_sv,home_starter_pitching_hld,away_starter_pitching_hld,home_starter_pitching_ip,away_starter_pitching_ip,home_starter_pitching_h,away_starter_pitching_h,home_starter_pitching_er,away_starter_pitching_er,home_starter_pitching_hr,away_starter_pitching_hr,home_starter_pitching_bb,away_starter_pitching_bb,home_starter_pitching_whip,away_starter_pitching_whip,home_starter_pitching_k,away_starter_pitching_k,home_starter_pitching_k_per_9,away_starter_pitching_k_per_9,home_starter_pitching_war,away_starter_pitching_war
777176,2025-07-09,687765,693821,Mitch Spence,Bryce Elder,133,144,ATH,ATL,2025,2025,0,0,regular,regular,6,14,6,14,0,5,2,4,4,8,3.64,5.92,0,0,0,0,29.7,73.0,31,84,12,48,6,16,7,27,1.28,1.52,23,62,6.98,7.64,,
777162,2025-07-09,656302,694297,Dylan Cease,Brandon Pfaadt,135,109,SD,AZ,2025,2025,0,0,regular,regular,18,18,18,18,6,6,7,8,9,8,4.62,5.42,0,0,0,0,97.3,91.3,93,103,50,55,12,16,36,23,1.33,1.38,121,80,11.19,7.88,,
777174,2025-07-09,687888,677944,Brandon Walter,Slade Cecconi,117,114,HOU,CLE,2025,2025,0,0,regular,regular,6,9,6,9,3,3,2,3,4,5,4.15,3.56,0,0,0,0,34.7,48.0,37,47,16,19,6,9,2,16,1.12,1.31,33,47,8.57,8.81,,
777178,2025-07-09,669467,669022,Andre Pallante,MacKenzie Gore,138,120,STL,WSH,2025,2025,0,0,regular,regular,17,18,17,18,7,11,6,6,8,11,4.1,3.11,0,0,0,0,94.3,104.3,90,92,43,36,12,11,31,34,1.28,1.21,63,131,6.01,11.3,,
777173,2025-07-09,701581,690990,David Festa,Cade Horton,142,112,MIN,CHC,2025,2025,0,0,regular,regular,8,9,8,9,1,2,2,5,2,3,4.26,3.94,0,0,0,0,38.0,48.0,30,52,18,21,5,5,13,16,1.13,1.42,42,33,9.95,6.19,,
777177,2025-07-09,663460,663559,Kris Bubic,Bailey Falter,118,134,KC,PIT,2025,2025,0,0,regular,regular,17,18,17,18,11,6,9,6,8,8,2.36,3.69,0,0,0,0,103.0,92.7,86,77,27,38,6,12,32,32,1.15,1.18,107,56,9.35,5.44,,
777171,2025-07-09,543294,677958,Kyle Hendricks,Kumar Rocker,108,140,LAA,TEX,2025,2025,0,0,regular,regular,17,10,17,10,6,2,8,5,8,1,4.68,5.8,0,0,0,0,92.3,45.0,94,53,48,29,15,6,23,14,1.27,1.49,62,41,6.04,8.2,,
777179,2025-07-09,608337,622608,Lucas Giolito,Antonio Senzatela,111,115,BOS,COL,2025,2025,0,0,regular,regular,12,17,12,17,8,1,5,3,3,12,3.66,6.89,0,0,0,0,66.3,82.3,64,129,27,63,8,14,21,28,1.28,1.91,58,44,7.87,4.81,,
777184,2025-07-09,693645,688138,Cam Schlittler,Logan Evans,147,136,NYY,SEA,2025,2025,0,0,regular,regular,0,8,0,8,0,2,0,4,0,4,0.0,2.96,0,0,0,0,0.0,45.7,0,44,0,15,0,7,0,13,0.0,1.25,0,33,0.0,6.5,,
777182,2025-07-09,681857,641793,Reese Olson,Zack Littell,116,139,DET,TB,2025,2025,0,0,regular,regular,10,18,10,18,3,12,4,9,4,9,2.89,3.5,0,0,0,0,53.0,110.7,44,103,17,43,3,24,20,15,1.21,1.07,54,76,9.17,6.18,,
777163,2025-07-09,434378,666200,Justin Verlander,Jesús Luzardo,137,143,SF,PHI,2025,2025,0,0,regular,regular,14,18,14,18,5,9,2,10,9,5,4.84,4.44,0,0,0,0,70.7,97.3,76,108,38,48,9,7,26,35,1.44,1.47,60,115,7.64,10.63,,
777175,2025-07-09,500779,607192,Jose Quintana,Tyler Glasnow,158,119,MIL,LAD,2025,2025,0,0,regular,regular,12,5,12,5,3,1,8,1,4,1,3.44,4.5,0,0,0,0,65.3,18.0,64,12,25,9,7,4,27,11,1.39,1.28,44,23,6.06,11.5,,
777172,2025-07-09,605288,641778,Adrian Houser,Eric Lauer,145,141,CWS,TOR,2025,2025,0,0,regular,regular,8,7,8,7,7,1,5,3,3,1,1.6,3.62,0,0,0,0,50.7,32.3,40,32,9,13,2,6,16,8,1.11,1.24,37,34,6.57,9.46,,
777183,2025-07-09,671096,645261,Andrew Abbott,Sandy Alcantara,113,146,CIN,MIA,2025,2025,0,0,regular,regular,15,17,15,17,5,4,8,5,4,8,2.15,7.01,0,0,0,0,83.7,86.0,69,89,20,67,10,11,22,35,1.09,1.44,78,67,8.39,7.01,,
