game_pk,date,home_starter_id,away_starter_id,home_starter_full_name,away_starter_full_name,home_starter_team_id,away_starter_team_id,home_starter_team_abbreviation,away_starter_team_abbreviation,home_starter_season,away_starter_season,home_starter_postseason,away_starter_postseason,home_starter_season_type,away_starter_season_type,home_starter_pitching_gp,away_starter_pitching_gp,home_starter_pitching_gs,away_starter_pitching_gs,home_starter_pitching_qs,away_starter_pitching_qs,home_starter_pitching_w,away_starter_pitching_w,home_starter_pitching_l,away_starter_pitching_l,home_starter_pitching_era,away_starter_pitching_era,home_starter_pitching_sv,away_starter_pitching_sv,home_starter_pitching_hld,away_starter_pitching_hld,home_starter_pitching_ip,away_starter_pitching_ip,home_starter_pitching_h,away_starter_pitching_h,home_starter_pitching_er,away_starter_pitching_er,home_starter_pitching_hr,away_starter_pitching_hr,home_starter_pitching_bb,away_starter_pitching_bb,home_starter_pitching_whip,away_starter_pitching_whip,home_starter_pitching_k,away_starter_pitching_k,home_starter_pitching_k_per_9,away_starter_pitching_k_per_9,home_starter_pitching_war,away_starter_pitching_war
776944,2025-07-29,622663,688138,Luis Severino,Logan Evans,133,136,ATH,SEA,2025,2025,0,0,regular,regular,22,11,22,11,8,2,7,5,14,5,4.95,3.64,0,0,0,0,125.3,59.3,129,62,69,24,13,9,40,21,1.35,1.4,92,43,6.61,6.52,,
776947,2025-07-29,686701,640455,Ryan Bergert,Sean Manaea,135,121,SD,NYM,2025,2025,0,0,regular,regular,6,2,6,2,0,0,2,1,1,1,3.25,2.0,0,0,0,0,27.7,9.0,21,3,10,2,4,2,14,4,1.27,0.78,28,11,9.11,11.0,,
776950,2025-07-29,669920,647336,Jason Alexander,Michael Soroka,117,120,HOU,WSH,2025,2025,0,0,regular,regular,2,15,2,15,1,4,1,3,1,12,5.25,4.85,0,0,0,0,12.0,78.0,14,64,7,42,1,10,5,24,1.58,1.13,7,83,5.25,9.58,,
776946,2025-07-29,543243,645261,Sonny Gray,Sandy Alcantara,138,146,STL,MIA,2025,2025,0,0,regular,regular,21,20,21,20,9,5,14,7,4,9,4.33,6.66,0,0,0,0,116.3,104.0,120,110,56,77,14,13,19,39,1.19,1.43,128,77,9.9,6.66,,
776956,2025-07-29,682990,607067,Quinn Priester,Colin Rea,158,112,MIL,CHC,2025,2025,0,0,regular,regular,14,17,14,17,6,5,6,9,6,5,2.64,4.53,0,0,0,0,75.0,91.3,68,93,22,46,6,19,24,26,1.23,1.3,71,71,8.52,7.0,,
776952,2025-07-29,686563,666200,Jonathan Cannon,Jesús Luzardo,145,143,CWS,PHI,2025,2025,0,0,regular,regular,15,21,15,21,3,10,4,11,7,7,4.94,4.58,0,0,0,0,74.7,114.0,84,120,41,58,13,10,28,43,1.5,1.43,61,136,7.35,10.74,,
776955,2025-07-29,607625,607200,Seth Lugo,Erick Fedde,118,138,KC,STL,2025,2025,0,0,regular,regular,19,20,19,20,11,6,10,5,8,11,2.95,5.22,0,0,0,0,113.0,101.7,90,106,37,59,17,14,33,47,1.09,1.5,99,63,7.88,5.58,,
776943,2025-07-29,434378,663559,Justin Verlander,Bailey Falter,137,134,SF,PIT,2025,2025,0,0,regular,regular,17,21,17,21,6,7,3,7,10,10,4.7,3.82,0,0,0,0,84.3,108.3,93,93,44,46,10,16,33,35,1.49,1.18,70,69,7.47,5.73,,
776963,2025-07-29,666157,607192,Nick Lodolo,Tyler Glasnow,113,119,CIN,LAD,2025,2025,0,0,regular,regular,21,8,21,8,13,3,10,2,8,3,3.08,2.75,0,0,0,0,122.7,36.0,104,21,42,11,16,5,23,16,1.04,1.03,112,46,8.22,11.5,,
776954,2025-07-29,701487,608337,Pierson Ohl,Lucas Giolito,142,111,MIN,BOS,2025,2025,0,0,regular,regular,0,15,0,15,0,9,0,6,0,4,0.0,3.97,0,0,0,0,0.0,81.7,0,79,0,36,0,13,0,24,0.0,1.26,0,72,0.0,7.93,,
778372,2025-07-29,450203,687922,Charlie Morton,Easton Lucas,110,141,BAL,TOR,2025,2025,0,0,regular,regular,16,4,16,4,5,0,7,2,6,1,5.81,7.41,0,0,0,0,79.0,17.0,89,17,51,14,12,5,37,9,1.59,1.53,82,19,9.34,10.06,,
776962,2025-07-29,687064,641778,Brandon Young,Eric Lauer,110,141,BAL,TOR,2025,2025,0,0,regular,regular,7,10,7,10,0,3,0,5,6,2,7.34,3.22,0,0,0,0,30.7,50.3,40,43,25,18,8,8,14,9,1.76,1.03,28,54,8.22,9.66,,
776945,2025-07-29,579328,571578,Yusei Kikuchi,Patrick Corbin,108,140,LAA,TEX,2025,2025,0,0,regular,regular,22,19,22,19,8,5,10,9,11,10,3.23,3.78,0,0,0,0,122.7,104.7,118,104,44,44,16,14,54,29,1.4,1.27,127,87,9.32,7.48,,
776951,2025-07-29,671106,685299,Logan Allen,Tanner Gordon,114,115,CLE,COL,2025,2025,0,0,regular,regular,19,4,19,4,5,2,6,2,9,2,4.2,3.13,0,0,0,0,100.7,23.0,100,24,47,8,12,2,39,6,1.38,1.3,76,13,6.79,5.09,,
776953,2025-07-29,663554,694297,Casey Mize,Brandon Pfaadt,116,109,DET,AZ,2025,2025,0,0,regular,regular,17,21,17,21,6,8,10,10,5,9,3.4,4.76,0,0,0,0,92.7,111.7,96,116,35,59,12,17,23,25,1.28,1.26,82,95,7.96,7.66,,
776949,2025-07-29,608331,671212,Max Fried,Joe Boyle,147,139,NYY,TB,2025,2025,0,0,regular,regular,21,1,21,1,13,0,13,1,6,0,2.62,0.0,0,0,0,0,127.3,5.0,102,0,37,0,9,0,30,2,1.04,0.4,116,7,8.2,12.6,,
