balldontlie_game_id,id,date,home_starter_id,away_starter_id,home_starter_full_name,away_starter_full_name,home_starter_team_id,away_starter_team_id,home_starter_team_abbreviation,away_starter_team_abbreviation,home_starter_season,away_starter_season,home_starter_postseason,away_starter_postseason,home_starter_season_type,away_starter_season_type,home_starter_pitching_gp,away_starter_pitching_gp,home_starter_pitching_gs,away_starter_pitching_gs,home_starter_pitching_qs,away_starter_pitching_qs,home_starter_pitching_w,away_starter_pitching_w,home_starter_pitching_l,away_starter_pitching_l,home_starter_pitching_era,away_starter_pitching_era,home_starter_pitching_sv,away_starter_pitching_sv,home_starter_pitching_hld,away_starter_pitching_hld,home_starter_pitching_ip,away_starter_pitching_ip,home_starter_pitching_h,away_starter_pitching_h,home_starter_pitching_er,away_starter_pitching_er,home_starter_pitching_hr,away_starter_pitching_hr,home_starter_pitching_bb,away_starter_pitching_bb,home_starter_pitching_whip,away_starter_pitching_whip,home_starter_pitching_k,away_starter_pitching_k,home_starter_pitching_k_per_9,away_starter_pitching_k_per_9,home_starter_pitching_war,away_starter_pitching_war
4133,778458,2025-04-04,656427,686563,Jack Flaherty,Jonathan Cannon,116,145,DET,CWS,2025,2025,0,0,regular,regular,1,1,1,1,0,0,0,0,0,0,3.18,0.0,0,0,0,0,5.666666666666667,5.0,3,4,2,0,1,0,2,3,0.88,1.4,5,5,7.94,9.0,,
4137,778463,2025-04-04,621111,607200,Walker Buehler,Erick Fedde,111,138,BOS,STL,2025,2025,0,0,regular,regular,1,1,1,1,0,1,0,1,1,0,8.31,1.5,0,0,0,0,4.333333333333333,6.0,7,2,4,1,1,0,0,0,1.62,0.33,3,2,6.23,3.0,,
4140,778460,2025-04-04,684007,681190,Shota Imanaga,Randy Vásquez,112,135,CHC,SD,2025,2025,0,0,regular,regular,2,1,2,1,1,1,1,0,0,0,0.82,0.0,0,0,0,0,11.0,6.0,3,4,1,0,0,0,6,4,0.82,1.33,6,3,4.91,4.5,,
4131,778465,2025-04-04,656731,592332,Tylor Megill,Kevin Gausman,121,141,NYM,TOR,2025,2025,0,0,regular,regular,1,1,1,1,0,1,1,1,0,0,1.8,3.0,0,0,0,0,5.0,6.0,3,3,1,2,0,1,1,1,0.8,0.67,6,4,10.8,6.0,,
4142,778456,2025-04-04,663372,674370,Ryan Feltner,Osvaldo Bido,115,133,COL,ATH,2025,2025,0,0,regular,regular,1,1,1,1,0,0,0,1,0,0,3.6,1.8,0,0,0,0,5.0,5.0,4,3,2,1,1,0,1,4,1.0,1.4,5,4,9.0,7.2,,
4136,778461,2025-04-04,656605,608331,Mitch Keller,Max Fried,134,147,PIT,NYY,2025,2025,0,0,regular,regular,1,1,1,1,1,0,1,0,0,0,1.5,3.86,0,0,0,0,6.0,4.666666666666667,5,7,1,2,0,0,1,2,1.0,1.93,4,4,6.0,7.71,,
4144,778444,2025-04-04,434378,622379,Justin Verlander,Luis F. Castillo,137,136,SF,SEA,2025,,0,0,regular,regular,1,0,1,0,0,0,0,0,0,0,3.6,0.0,0,0,0,0,5.0,0.0,6,0,2,0,1,0,1,0,1.4,0.0,5,0,9.0,0.0,,
4132,778457,2025-04-04,663623,694297,Jake Irvin,Brandon Pfaadt,120,109,WSH,AZ,2025,2025,0,0,regular,regular,1,1,1,1,0,1,0,0,0,1,3.6,4.5,0,0,0,0,5.0,6.0,7,6,2,3,1,1,2,1,1.8,1.17,2,5,3.6,7.5,,
4134,778459,2025-04-04,666200,808967,Jesús Luzardo,Yoshinobu Yamamoto,143,119,PHI,LAD,2025,2025,0,0,regular,regular,1,2,1,2,0,0,1,1,0,0,3.6,2.7,0,0,0,0,5.0,10.0,5,8,2,3,1,2,2,3,1.4,1.1,11,14,19.8,12.6,,
4135,778464,2025-04-04,680885,676974,Spencer Schwellenbach,Max Meyer,144,146,ATL,MIA,2025,2025,0,0,regular,regular,1,1,1,1,1,0,0,0,0,0,0.0,1.59,0,0,0,0,6.0,5.666666666666667,1,5,0,1,0,1,1,1,0.33,1.06,4,7,6.0,11.12,,
4138,778455,2025-04-04,607625,665152,Seth Lugo,Dean Kremer,118,110,KC,BAL,2025,2025,0,0,regular,regular,1,1,1,1,0,0,0,1,0,0,5.4,8.44,0,0,0,0,5.0,5.333333333333333,4,5,3,5,1,1,3,2,1.4,1.31,4,6,7.2,10.12,,
4141,778454,2025-04-04,641816,641793,Tyler Mahle,Zack Littell,140,139,TEX,TB,2025,2025,0,0,regular,regular,1,1,1,1,0,1,0,0,0,1,5.4,1.5,0,0,0,0,1.6666666666666665,6.0,2,4,1,1,0,0,4,0,3.6,0.67,3,7,16.2,10.5,,
4139,778453,2025-04-04,641302,607259,Tyler Alexander,Nick Martinez,158,113,MIL,CIN,2025,2025,0,0,regular,regular,2,1,0,1,0,0,0,0,0,1,5.4,6.0,0,0,0,0,3.3333333333333335,6.0,2,4,2,4,0,2,2,1,1.2,0.83,3,5,8.1,7.5,,
4143,778447,2025-04-04,667755,668909,José Soriano,Gavin Williams,108,114,LAA,CLE,2025,2025,0,0,regular,regular,1,1,1,1,1,0,1,0,0,0,0.0,3.6,0,0,0,0,7.0,5.0,2,4,0,2,0,0,2,1,0.57,1.0,5,2,6.43,3.6,,
