game_pk,date,home_starter_id,away_starter_id,home_starter_full_name,away_starter_full_name,home_starter_team_id,away_starter_team_id,home_starter_team_abbreviation,away_starter_team_abbreviation,home_starter_season,away_starter_season,home_starter_postseason,away_starter_postseason,home_starter_season_type,away_starter_season_type,home_starter_pitching_gp,away_starter_pitching_gp,home_starter_pitching_gs,away_starter_pitching_gs,home_starter_pitching_qs,away_starter_pitching_qs,home_starter_pitching_w,away_starter_pitching_w,home_starter_pitching_l,away_starter_pitching_l,home_starter_pitching_era,away_starter_pitching_era,home_starter_pitching_sv,away_starter_pitching_sv,home_starter_pitching_hld,away_starter_pitching_hld,home_starter_pitching_ip,away_starter_pitching_ip,home_starter_pitching_h,away_starter_pitching_h,home_starter_pitching_er,away_starter_pitching_er,home_starter_pitching_hr,away_starter_pitching_hr,home_starter_pitching_bb,away_starter_pitching_bb,home_starter_pitching_whip,away_starter_pitching_whip,home_starter_pitching_k,away_starter_pitching_k,home_starter_pitching_k_per_9,away_starter_pitching_k_per_9,home_starter_pitching_war,away_starter_pitching_war
776437,2025-09-06,669467,434378,Andre Pallante,Justin Verlander,138,137,STL,SF,2025,2025,0,0,regular,regular,27,24,27,24,8,8,7,5,16,15,5.38,4.29,0,0,0,0,144.0,121.7,156,131,86,58,20,12,52,43,1.44,1.43,101,114,6.31,8.43,,
776431,2025-09-06,685326,681190,McCade Brown,Randy Vásquez,115,135,COL,SD,2025,2025,0,0,regular,regular,2,22,2,22,0,6,0,8,1,7,8.22,3.93,0,0,0,0,7.7,107.7,10,102,7,47,1,14,6,48,2.09,1.39,5,55,5.87,4.6,,
776424,2025-09-06,694297,608337,Brandon Pfaadt,Lucas Giolito,109,111,AZ,BOS,2025,2025,0,0,regular,regular,28,22,28,22,9,14,13,11,12,5,5.33,3.37,0,0,0,0,147.0,125.3,172,111,87,47,22,16,33,43,1.39,1.23,122,105,7.47,7.54,,
776447,2025-09-06,694462,682243,Hurston Waldrep,Bryce Miller,144,136,ATL,SEA,2025,2025,0,0,regular,regular,5,13,5,13,3,1,5,5,0,7,0.9,5.71,0,0,0,0,30.0,64.7,22,64,3,41,1,11,9,27,1.03,1.41,29,50,8.7,6.96,,
776434,2025-09-06,663568,657746,Stephen Kolek,Joe Ryan,118,142,KC,MIN,2025,2025,0,0,regular,regular,15,26,15,26,5,14,6,13,9,13,3.99,3.0,0,0,0,0,85.7,150.0,82,117,38,50,8,18,26,28,1.26,0.97,59,170,6.2,10.2,,
776430,2025-09-06,579328,669372,Yusei Kikuchi,J.T. Ginn,108,133,LAA,ATH,2025,2025,0,0,regular,regular,29,12,29,12,10,1,14,3,14,6,3.83,5.46,0,0,0,0,159.7,56.0,164,61,68,34,22,14,66,20,1.44,1.45,162,62,9.13,9.96,,
776438,2025-09-06,669358,676440,Shane Baz,Tanner Bibee,139,114,TB,CLE,2025,2025,0,0,regular,regular,27,27,27,27,11,8,11,11,11,13,4.98,4.77,0,0,0,0,150.0,154.7,145,154,83,82,26,26,56,49,1.34,1.31,156,136,9.36,7.91,,
776432,2025-09-06,594798,686613,Jacob deGrom,Hunter Brown,140,117,TEX,HOU,2025,2025,0,0,regular,regular,26,27,26,27,13,18,14,15,12,11,2.69,2.34,0,0,0,0,150.3,161.7,105,114,45,42,20,14,33,49,0.92,1.01,161,182,9.64,10.13,,
776441,2025-09-06,656605,605540,Mitch Keller,Brandon Woodruff,134,158,PIT,MIL,2025,2025,0,0,regular,regular,28,10,28,10,16,5,10,6,15,2,4.21,3.69,0,0,0,0,156.0,53.7,155,41,73,22,16,8,44,14,1.28,1.02,132,66,7.62,11.07,,
776439,2025-09-06,663903,804636,Brady Singer,Jonah Tong,113,121,CIN,NYM,2025,2025,0,0,regular,regular,27,1,27,1,13,0,15,1,8,0,4.08,1.8,0,0,0,0,143.3,5.0,128,6,65,1,14,0,52,0,1.26,1.2,140,6,8.79,10.8,,
776435,2025-09-06,669373,527048,Tarik Skubal,Martín Pérez,116,145,DET,CWS,2025,2025,0,0,regular,regular,27,7,27,7,18,4,19,2,7,3,2.18,2.11,0,0,0,0,173.0,38.3,124,23,42,9,15,2,27,13,0.87,0.94,216,35,11.24,8.22,,
776433,2025-09-06,645261,666200,Sandy Alcantara,Jesús Luzardo,146,143,MIA,PHI,2025,2025,0,0,regular,regular,27,28,27,28,9,16,10,15,13,10,5.66,4.05,0,0,0,0,148.0,155.7,143,148,93,70,17,14,52,52,1.32,1.28,119,182,7.24,10.52,,
776440,2025-09-06,571510,695418,Matthew Boyd,Brad Lord,112,120,CHC,WSH,2025,2025,0,0,regular,regular,27,14,27,14,16,3,12,5,14,6,2.94,5.26,0,0,0,0,159.3,65.0,133,71,52,38,15,8,37,21,1.07,1.42,142,50,8.02,6.92,,
776436,2025-09-06,661563,605135,Luis Gil,Chris Bassitt,147,141,NYY,TOR,2025,2025,0,0,regular,regular,6,28,6,28,0,11,3,15,2,11,3.68,4.12,0,0,0,0,29.3,155.0,28,161,12,71,2,22,19,46,1.6,1.34,29,153,8.9,8.88,,
776443,2025-09-06,669432,808967,Trevor Rogers,Yoshinobu Yamamoto,110,119,BAL,LAD,2025,2025,0,0,regular,regular,14,26,14,26,12,15,11,15,2,9,1.39,2.82,0,0,0,0,90.3,146.7,55,106,14,46,3,13,19,48,0.82,1.05,81,167,8.07,10.25,,
