game_pk,date,home_starter_id,away_starter_id,home_starter_full_name,away_starter_full_name,home_starter_team_id,away_starter_team_id,home_starter_team_abbreviation,away_starter_team_abbreviation,home_starter_season,away_starter_season,home_starter_postseason,away_starter_postseason,home_starter_season_type,away_starter_season_type,home_starter_pitching_gp,away_starter_pitching_gp,home_starter_pitching_gs,away_starter_pitching_gs,home_starter_pitching_qs,away_starter_pitching_qs,home_starter_pitching_w,away_starter_pitching_w,home_starter_pitching_l,away_starter_pitching_l,home_starter_pitching_era,away_starter_pitching_era,home_starter_pitching_sv,away_starter_pitching_sv,home_starter_pitching_hld,away_starter_pitching_hld,home_starter_pitching_ip,away_starter_pitching_ip,home_starter_pitching_h,away_starter_pitching_h,home_starter_pitching_er,away_starter_pitching_er,home_starter_pitching_hr,away_starter_pitching_hr,home_starter_pitching_bb,away_starter_pitching_bb,home_starter_pitching_whip,away_starter_pitching_whip,home_starter_pitching_k,away_starter_pitching_k,home_starter_pitching_k_per_9,away_starter_pitching_k_per_9,home_starter_pitching_war,away_starter_pitching_war
776997,2025-07-26,657746,680730,Joe Ryan,Mitchell Parker,142,120,MIN,WSH,2025,2025,0,0,regular,regular,19,20,19,20,11,9,10,9,9,9,2.51,5.0,0,0,0,0,111.3,108.0,79,110,31,60,12,13,21,41,0.9,1.4,128,70,10.35,5.83,,
776995,2025-07-26,542881,669923,Tyler Anderson,George Kirby,108,136,LAA,SEA,2025,2025,0,0,regular,regular,20,11,20,11,6,4,9,6,8,4,4.43,4.65,0,0,0,0,107.7,60.0,108,55,53,31,18,8,44,13,1.41,1.13,86,59,7.19,8.85,,
776985,2025-07-26,592662,656849,Robbie Ray,David Peterson,137,121,SF,NYM,2025,2025,0,0,regular,regular,21,19,21,19,13,12,12,10,6,8,2.92,2.9,0,0,0,0,123.3,115.0,90,102,40,37,15,7,49,38,1.13,1.22,131,97,9.56,7.59,,
776992,2025-07-26,669461,681190,Matthew Liberatore,Randy Vásquez,138,135,STL,SD,2025,2025,0,0,regular,regular,18,20,18,20,10,6,9,8,7,6,4.13,3.73,0,0,0,0,100.3,99.0,103,93,46,41,10,13,22,47,1.25,1.41,80,50,7.18,4.55,,
776998,2025-07-26,676979,477132,Garrett Crochet,Clayton Kershaw,111,119,BOS,LAD,2025,2025,0,0,regular,regular,21,11,21,11,13,3,14,5,7,4,2.19,3.27,0,0,0,0,135.3,55.0,108,53,33,20,10,6,36,16,1.06,1.25,165,37,10.97,6.05,,
776996,2025-07-26,500779,676083,Jose Quintana,Janson Junk,158,146,MIL,MIA,2025,2025,0,0,regular,regular,14,6,14,6,4,3,10,3,4,2,3.49,3.31,0,0,0,0,77.3,32.7,70,31,30,12,9,1,31,3,1.31,1.04,53,19,6.17,5.23,,
776994,2025-07-26,650644,690990,Aaron Civale,Cade Horton,145,112,CWS,CHC,2025,2025,0,0,regular,regular,12,11,12,11,1,2,3,5,7,5,4.76,3.86,0,0,0,0,58.7,58.3,59,60,31,25,10,6,23,21,1.4,1.39,42,42,6.44,6.48,,
776991,2025-07-26,686613,682052,Hunter Brown,Jacob Lopez,117,133,HOU,ATH,2025,2025,0,0,regular,regular,20,11,20,11,13,4,13,4,6,3,2.57,4.5,0,0,0,0,119.0,52.0,82,47,34,26,12,8,36,20,0.99,1.29,144,61,10.89,10.56,,
777000,2025-07-26,671096,686752,Andrew Abbott,Ryan Pepiot,113,139,CIN,TB,2025,2025,0,0,regular,regular,17,21,17,21,7,13,9,8,5,12,2.13,3.59,0,0,0,0,97.3,120.3,81,101,23,48,10,21,25,38,1.09,1.16,88,118,8.14,8.83,,
776999,2025-07-26,669432,622608,Trevor Rogers,Antonio Senzatela,110,115,BAL,COL,2025,2025,0,0,regular,regular,7,19,7,19,5,2,5,4,1,13,1.74,6.68,0,0,0,0,41.3,94.3,24,143,8,70,2,16,12,30,0.87,1.83,35,50,7.62,4.77,,
