game_pk,date,home_starter_id,away_starter_id,home_starter_full_name,away_starter_full_name,home_starter_team_id,away_starter_team_id,home_starter_team_abbreviation,away_starter_team_abbreviation,home_starter_season,away_starter_season,home_starter_postseason,away_starter_postseason,home_starter_season_type,away_starter_season_type,home_starter_pitching_gp,away_starter_pitching_gp,home_starter_pitching_gs,away_starter_pitching_gs,home_starter_pitching_qs,away_starter_pitching_qs,home_starter_pitching_w,away_starter_pitching_w,home_starter_pitching_l,away_starter_pitching_l,home_starter_pitching_era,away_starter_pitching_era,home_starter_pitching_sv,away_starter_pitching_sv,home_starter_pitching_hld,away_starter_pitching_hld,home_starter_pitching_ip,away_starter_pitching_ip,home_starter_pitching_h,away_starter_pitching_h,home_starter_pitching_er,away_starter_pitching_er,home_starter_pitching_hr,away_starter_pitching_hr,home_starter_pitching_bb,away_starter_pitching_bb,home_starter_pitching_whip,away_starter_pitching_whip,home_starter_pitching_k,away_starter_pitching_k,home_starter_pitching_k_per_9,away_starter_pitching_k_per_9,home_starter_pitching_war,away_starter_pitching_war
776210,2025-09-23,571578,805673,Patrick Corbin,Zebby Matthews,140,142,TEX,MIN,2025,2025,0,0,regular,regular,28,15,28,15,6,3,12,5,12,6,4.23,5.97,0,0,0,0,146.7,72.3,149,90,69,48,21,11,47,24,1.34,1.58,124,82,7.61,10.2,,
776211,2025-09-23,657277,669467,Logan Webb,Andre Pallante,137,138,SF,STL,2025,2025,0,0,regular,regular,32,30,32,30,21,9,17,8,15,18,3.27,5.29,0,0,0,0,195.7,160.0,199,170,71,94,14,21,44,60,1.24,1.44,211,107,9.71,6.02,,
776214,2025-09-23,681190,669145,Randy Vásquez,Bruce Zimmermann,135,158,SD,MIL,2025,2025,0,0,regular,regular,25,0,25,0,8,0,10,0,7,0,3.91,0.0,0,0,0,0,122.0,0.0,118,0,53,0,16,0,49,0,1.37,0.0,70,0,5.16,0.0,,
776212,2025-09-23,682243,685326,Bryce Miller,McCade Brown,136,115,SEA,COL,2025,2025,0,0,regular,regular,16,5,16,5,1,0,7,0,8,3,5.58,9.17,0,0,0,0,80.7,17.7,83,24,50,18,15,3,31,13,1.41,2.09,68,11,7.59,5.6,,
776208,2025-09-23,605488,664299,Jeffrey Springs,Cristian Javier,133,117,ATH,HOU,2025,2025,0,0,regular,regular,29,7,29,7,14,2,13,3,11,2,4.17,4.45,0,0,0,0,153.3,32.3,140,26,71,16,26,3,50,14,1.24,1.24,120,30,7.04,8.35,,
776207,2025-09-23,691951,666142,Sam Aldegheri,Cole Ragans,108,118,LAA,KC,2025,2025,0,0,regular,regular,0,11,0,11,0,2,0,3,0,5,0.0,5.16,0,0,0,0,0.0,52.3,0,48,0,30,0,6,0,18,0.0,1.26,0,80,0.0,13.76,,
776209,2025-09-23,690990,656849,Cade Horton,David Peterson,112,121,CHC,NYM,2025,2025,0,0,regular,regular,21,29,21,29,5,15,13,13,6,13,2.51,3.98,0,0,0,0,111.0,167.3,89,161,31,74,8,11,33,63,1.1,1.34,90,149,7.3,8.01,,
776213,2025-09-23,694297,660271,Brandon Pfaadt,Shohei Ohtani,109,119,AZ,LAD,2025,2025,0,0,regular,regular,31,13,31,13,11,0,14,1,14,4,5.02,3.29,0,0,0,0,166.7,41.0,188,35,93,15,24,3,35,9,1.34,1.07,138,54,7.45,11.85,,
776217,2025-09-23,592332,608337,Kevin Gausman,Lucas Giolito,141,111,TOR,BOS,2025,2025,0,0,regular,regular,30,25,30,25,16,14,15,11,13,7,3.38,3.46,0,0,0,0,183.7,140.3,138,128,69,54,21,17,47,52,1.01,1.28,177,118,8.67,7.57,,
776216,2025-09-23,661563,681343,Luis Gil,Shane Smith,147,145,NYY,CWS,2025,2025,0,0,regular,regular,9,27,9,27,2,6,5,6,2,17,3.33,4.06,0,0,0,0,46.0,135.3,40,111,17,61,2,17,29,54,1.5,1.22,36,129,7.04,8.58,,
776215,2025-09-23,650911,665795,Cristopher Sánchez,Edward Cabrera,143,146,PHI,MIA,2025,2025,0,0,regular,regular,30,24,30,24,21,7,21,11,7,11,2.66,3.57,0,0,0,0,189.3,128.7,166,114,56,51,12,15,43,42,1.1,1.21,198,140,9.41,9.79,,
776224,2025-09-23,663903,670912,Brady Singer,Johan Oviedo,113,134,CIN,PIT,2025,2025,0,0,regular,regular,30,7,30,7,15,0,17,2,9,4,3.86,3.52,0,0,0,0,161.0,30.7,138,21,69,12,17,4,59,17,1.22,1.24,155,32,8.66,9.39,,
776218,2025-09-23,668909,669373,Gavin Williams,Tarik Skubal,114,116,CLE,DET,2025,2025,0,0,regular,regular,30,30,30,30,13,20,14,20,11,8,3.06,2.23,0,0,0,0,161.7,189.3,126,137,55,47,22,18,81,30,1.28,0.88,161,233,8.96,11.08,,
776223,2025-09-23,665152,686752,Dean Kremer,Ryan Pepiot,110,139,BAL,TB,2025,2025,0,0,regular,regular,28,30,28,30,8,14,10,13,15,15,4.36,3.77,0,0,0,0,157.0,164.7,157,131,76,69,20,26,42,60,1.27,1.16,128,164,7.34,8.96,,
776219,2025-09-23,694462,695418,Hurston Waldrep,Brad Lord,144,120,ATL,WSH,2025,2025,0,0,regular,regular,8,17,8,17,3,4,6,7,2,7,3.22,4.83,0,0,0,0,44.7,82.0,37,86,16,44,3,9,16,26,1.19,1.37,46,65,9.27,7.13,,
