balldontlie_game_id,id,date,home_starter_id,away_starter_id,home_starter_full_name,away_starter_full_name,home_starter_team_id,away_starter_team_id,home_starter_team_abbreviation,away_starter_team_abbreviation,home_starter_season,away_starter_season,home_starter_postseason,away_starter_postseason,home_starter_season_type,away_starter_season_type,home_starter_pitching_gp,away_starter_pitching_gp,home_starter_pitching_gs,away_starter_pitching_gs,home_starter_pitching_qs,away_starter_pitching_qs,home_starter_pitching_w,away_starter_pitching_w,home_starter_pitching_l,away_starter_pitching_l,home_starter_pitching_era,away_starter_pitching_era,home_starter_pitching_sv,away_starter_pitching_sv,home_starter_pitching_hld,away_starter_pitching_hld,home_starter_pitching_ip,away_starter_pitching_ip,home_starter_pitching_h,away_starter_pitching_h,home_starter_pitching_er,away_starter_pitching_er,home_starter_pitching_hr,away_starter_pitching_hr,home_starter_pitching_bb,away_starter_pitching_bb,home_starter_pitching_whip,away_starter_pitching_whip,home_starter_pitching_k,away_starter_pitching_k,home_starter_pitching_k_per_9,away_starter_pitching_k_per_9,home_starter_pitching_war,away_starter_pitching_war
22545,777652,2025-06-04,615698,607536,Cal Quantrill,Kyle Freeland,146,115,MIA,COL,2025,2025,0,0,regular,regular,11,12,11,12,0,5,3,0,5,8,5.84,5.72,0,0,0,0,49.333333333333336,61.33333333333333,59,87,32,39,7,7,16,13,1.52,1.63,38,48,6.93,7.04,,
22547,777647,2025-06-04,671096,669084,Andrew Abbott,DL Hall,113,158,CIN,MIL,2025,2025,0,0,regular,regular,9,2,9,1,3,0,5,1,0,0,1.51,1.69,0,0,0,0,47.666666666666664,5.333333333333334,31,2,8,1,4,0,18,3,1.03,0.94,53,5,10.01,8.44,,
22541,777649,2025-06-04,608337,667755,Lucas Giolito,José Soriano,111,108,BOS,LAA,2025,2025,0,0,regular,regular,6,12,6,12,3,6,1,4,1,5,4.78,3.41,0,0,0,0,32.0,68.66666666666666,36,70,17,26,5,3,10,34,1.44,1.51,26,49,7.31,6.42,,
22546,777648,2025-06-04,681347,687473,Mike Burrows,Ryan Gusto,134,117,PIT,HOU,2025,2025,0,0,regular,regular,2,13,2,7,0,0,0,3,1,2,8.64,4.62,0,0,0,0,8.333333333333334,39.0,9,42,8,20,3,6,4,19,1.56,1.56,5,42,5.4,9.69,,
22543,777650,2025-06-04,669022,571510,MacKenzie Gore,Matthew Boyd,120,112,WSH,CHC,2025,2025,0,0,regular,regular,12,11,12,11,7,7,2,5,5,2,3.16,3.08,0,0,0,0,68.33333333333333,61.33333333333333,61,62,24,21,8,7,21,15,1.2,1.26,101,64,13.3,9.39,,
22544,777653,2025-06-04,657376,682847,Clarke Schmidt,Luis Ortiz,147,114,NYY,CLE,2025,2025,0,0,regular,regular,8,11,8,11,4,4,2,2,2,6,3.95,4.4,0,0,0,0,43.333333333333336,59.333333333333336,35,55,19,29,5,7,20,30,1.27,1.43,42,64,8.72,9.71,,
22548,777651,2025-06-04,621244,690953,José Berríos,Mick Abel,141,143,TOR,PHI,2025,2025,0,0,regular,regular,12,1,12,1,7,1,2,1,2,0,3.86,0.0,0,0,0,0,70.0,6.0,63,5,30,0,10,0,28,0,1.3,0.83,65,9,8.36,13.5,,
22542,777654,2025-06-04,519242,518876,Chris Sale,Merrill Kelly,144,109,ATL,AZ,2025,2025,0,0,regular,regular,12,12,12,12,5,6,3,5,3,2,3.06,3.78,0,0,0,0,67.66666666666666,69.0,65,55,23,29,7,8,19,18,1.24,1.06,86,64,11.44,8.35,,
22549,777646,2025-06-04,669358,677958,Shane Baz,Kumar Rocker,139,140,TB,TEX,2025,2025,0,0,regular,regular,11,5,11,5,4,1,4,1,3,3,4.92,8.1,0,0,0,0,60.33333333333333,20.000000000000004,61,30,33,18,12,3,22,5,1.38,1.75,55,16,8.2,7.2,,
22550,777639,2025-06-04,694363,687830,Jared Shuster,Sawyer Gipson-Long,145,116,CWS,DET,2025,,0,0,regular,regular,11,0,1,0,0,0,0,0,0,0,6.14,0.0,0,0,0,0,14.666666666666666,0.0,22,0,10,0,0,0,4,0,1.77,0.0,11,0,6.75,0.0,,
22552,777645,2025-06-04,676106,700249,Emerson Hancock,Cade Povich,136,110,SEA,BAL,2025,2025,0,0,regular,regular,9,10,9,10,4,2,2,1,2,4,5.64,5.29,0,0,0,0,44.66666666666667,51.0,55,58,28,30,8,9,15,20,1.57,1.53,32,53,6.45,9.35,,
22555,777641,2025-06-04,690986,601713,Kyle Harrison,Nick Pivetta,137,135,SF,SD,2025,2025,0,0,regular,regular,6,11,2,11,0,7,1,6,1,2,2.51,2.74,0,0,1,0,14.333333333333332,62.333333333333336,8,45,4,19,2,6,6,18,0.98,1.01,16,71,10.05,10.25,,
64724,777643,2025-06-04,686993,805673,Justin Sterner,Zebby Matthews,133,142,ATH,MIN,2025,2025,0,0,regular,regular,28,3,0,3,0,0,1,0,2,1,4.1,6.43,0,0,7,0,26.333333333333332,14.0,24,16,12,10,4,2,14,5,1.44,1.5,29,21,9.91,13.5,,
22554,777638,2025-06-04,664062,656288,Tony Gonsolin,Griffin Canning,119,121,LAD,NYM,2025,2025,0,0,regular,regular,6,11,6,11,1,2,3,5,1,2,5.23,3.23,0,0,0,0,31.0,53.0,30,49,18,19,8,6,15,25,1.45,1.4,32,50,9.29,8.49,,
