balldontlie_game_id,id,date,home_starter_id,away_starter_id,home_starter_full_name,away_starter_full_name,home_starter_team_id,away_starter_team_id,home_starter_team_abbreviation,away_starter_team_abbreviation,home_starter_season,away_starter_season,home_starter_postseason,away_starter_postseason,home_starter_season_type,away_starter_season_type,home_starter_pitching_gp,away_starter_pitching_gp,home_starter_pitching_gs,away_starter_pitching_gs,home_starter_pitching_qs,away_starter_pitching_qs,home_starter_pitching_w,away_starter_pitching_w,home_starter_pitching_l,away_starter_pitching_l,home_starter_pitching_era,away_starter_pitching_era,home_starter_pitching_sv,away_starter_pitching_sv,home_starter_pitching_hld,away_starter_pitching_hld,home_starter_pitching_ip,away_starter_pitching_ip,home_starter_pitching_h,away_starter_pitching_h,home_starter_pitching_er,away_starter_pitching_er,home_starter_pitching_hr,away_starter_pitching_hr,home_starter_pitching_bb,away_starter_pitching_bb,home_starter_pitching_whip,away_starter_pitching_whip,home_starter_pitching_k,away_starter_pitching_k,home_starter_pitching_k_per_9,away_starter_pitching_k_per_9,home_starter_pitching_war,away_starter_pitching_war
3218,778498,2025-04-01,686730,543135,Carson Spiers,Nathan Eovaldi,113,140,CIN,TEX,,2025,0,0,regular,regular,0,1,0,1,0,1,0,0,0,0,0.0,3.0,0,0,0,0,0.0,6.0,0,3,0,2,0,1,0,0,0.0,0.5,0,9,0.0,13.5,,
3216,778497,2025-04-01,645261,673540,Sandy Alcantara,Kodai Senga,146,121,MIA,NYM,2025,,0,0,regular,regular,1,0,1,0,0,0,0,0,0,0,3.86,0.0,0,0,0,0,4.666666666666667,0.0,2,0,2,0,0,0,4,0,1.29,0.0,7,0,13.5,0.0,,
3217,778493,2025-04-01,669358,802419,Shane Baz,Thomas Harrington,139,134,TB,PIT,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,
3215,778492,2025-04-01,701542,669203,Will Warren,Corbin Burnes,147,109,NYY,AZ,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,
3219,778491,2025-04-01,621244,592866,José Berríos,Trevor Williams,141,120,TOR,WSH,2025,,0,0,regular,regular,1,0,1,0,0,0,0,0,1,0,10.8,0.0,0,0,0,0,5.0,0.0,9,0,6,0,3,0,2,0,2.2,0.0,5,0,9.0,0.0,,
3222,778490,2025-04-01,681343,680573,Shane Smith,Simeon Woods Richardson,145,142,CWS,MIN,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,
3221,778488,2025-04-01,694477,547179,Chad Patrick,Michael Lorenzen,158,118,MIL,KC,2025,,0,0,regular,regular,1,0,0,0,0,0,0,0,0,0,18.0,0.0,0,0,0,0,1.0,0.0,2,0,2,0,1,0,1,0,3.0,0.0,1,0,9.0,0.0,,
3220,778495,2025-04-01,669461,543294,Matthew Liberatore,Kyle Hendricks,138,108,STL,LAA,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,
3223,778489,2025-04-01,669713,657277,Hayden Wesneski,Logan Webb,117,137,HOU,SF,,2025,0,0,regular,regular,0,1,0,1,0,0,0,0,0,0,0.0,5.4,0,0,0,0,0.0,5.0,0,6,0,3,0,0,0,3,0.0,1.8,0,5,0.0,9.0,,
3226,778485,2025-04-01,650633,671106,Michael King,Logan Allen,135,114,SD,CLE,2025,,0,0,regular,regular,1,0,1,0,0,0,0,0,0,0,10.12,0.0,0,0,0,0,2.6666666666666665,0.0,4,0,3,0,1,0,4,0,3.0,0.0,3,0,10.12,0.0,,
3227,778486,2025-04-01,669302,663554,Logan Gilbert,Casey Mize,136,116,SEA,DET,2025,,0,0,regular,regular,1,0,1,0,1,0,0,0,0,0,1.29,0.0,0,0,0,0,7.0,0.0,2,0,1,0,1,0,0,0,0.29,0.0,8,0,10.29,0.0,,
63876,778494,2025-04-01,622663,657006,Luis Severino,Justin Steele,133,112,ATH,CHC,2025,2025,0,0,regular,regular,1,2,1,2,1,0,0,1,0,1,0.0,8.0,0,0,0,0,6.0,9.0,3,11,0,8,0,3,4,2,1.17,1.44,6,7,9.0,7.0,,
3224,778487,2025-04-01,669160,519242,Dustin May,Chris Sale,119,144,LAD,ATL,,2025,0,0,regular,regular,0,1,0,1,0,0,0,0,0,0,0.0,5.4,0,0,0,0,0.0,5.0,0,6,0,3,0,0,0,1,0.0,1.4,0,7,0.0,12.6,,
