balldontlie_game_id,id,date,home_starter_id,away_starter_id,home_starter_full_name,away_starter_full_name,home_starter_team_id,away_starter_team_id,home_starter_team_abbreviation,away_starter_team_abbreviation,home_starter_season,away_starter_season,home_starter_postseason,away_starter_postseason,home_starter_season_type,away_starter_season_type,home_starter_pitching_gp,away_starter_pitching_gp,home_starter_pitching_gs,away_starter_pitching_gs,home_starter_pitching_qs,away_starter_pitching_qs,home_starter_pitching_w,away_starter_pitching_w,home_starter_pitching_l,away_starter_pitching_l,home_starter_pitching_era,away_starter_pitching_era,home_starter_pitching_sv,away_starter_pitching_sv,home_starter_pitching_hld,away_starter_pitching_hld,home_starter_pitching_ip,away_starter_pitching_ip,home_starter_pitching_h,away_starter_pitching_h,home_starter_pitching_er,away_starter_pitching_er,home_starter_pitching_hr,away_starter_pitching_hr,home_starter_pitching_bb,away_starter_pitching_bb,home_starter_pitching_whip,away_starter_pitching_whip,home_starter_pitching_k,away_starter_pitching_k,home_starter_pitching_k_per_9,away_starter_pitching_k_per_9,home_starter_pitching_war,away_starter_pitching_war
20076,777753,2025-05-27,676440,669160,Tanner Bibee,Dustin May,114,119,CLE,LAD,2025,2025,0,0,regular,regular,10,9,10,9,4,4,4,2,4,4,3.57,4.09,0,0,0,0,58.0,50.666666666666664,52,45,23,23,11,6,18,18,1.21,1.24,43,49,6.67,8.7,,
20078,777754,2025-05-27,608372,669467,Tomoyuki Sugano,Andre Pallante,110,138,BAL,STL,2025,2025,0,0,regular,regular,10,10,10,10,5,4,4,4,3,3,3.07,4.18,0,0,0,0,58.66666666666667,56.0,50,55,20,26,10,8,10,20,1.02,1.34,32,35,4.91,5.62,,
20077,777755,2025-05-27,656427,657277,Jack Flaherty,Logan Webb,116,137,DET,SF,2025,2025,0,0,regular,regular,10,11,10,11,2,7,2,5,6,4,4.39,2.67,0,0,0,0,53.33333333333333,67.33333333333334,45,65,26,20,11,3,18,16,1.18,1.2,64,74,10.8,9.89,,
20074,777748,2025-05-27,624133,675911,Ranger Suarez,Spencer Strider,143,144,PHI,ATL,2025,2025,0,0,regular,regular,4,2,4,2,3,0,3,0,0,2,3.7,5.79,0,0,0,0,24.333333333333332,9.333333333333332,22,11,10,6,1,2,7,2,1.19,1.39,23,8,8.51,7.71,,
20083,777746,2025-05-27,671737,657746,Taj Bradley,Joe Ryan,139,142,TB,MIN,2025,2025,0,0,regular,regular,10,10,10,9,6,5,4,4,3,2,4.61,2.68,0,0,0,0,56.666666666666664,57.0,50,38,29,17,8,8,24,8,1.31,0.81,48,67,7.62,10.58,,
20075,777749,2025-05-27,656731,686563,Tylor Megill,Jonathan Cannon,121,145,NYM,CWS,2025,2025,0,0,regular,regular,10,10,10,8,1,4,3,2,4,5,3.56,3.76,0,0,0,0,47.99999999999999,55.0,42,55,19,23,3,6,23,17,1.35,1.31,66,42,12.38,6.87,,
20080,777750,2025-05-27,663738,663903,Daniel Lynch IV,Brady Singer,118,113,KC,CIN,2025,2025,0,0,regular,regular,22,10,1,10,0,3,3,5,1,3,1.57,4.88,1,0,3,0,23.000000000000004,51.666666666666664,17,48,4,28,1,7,12,22,1.26,1.35,12,46,4.7,8.01,,
20079,777747,2025-05-27,650644,690916,Aaron Civale,Richard Fitts,158,111,MIL,BOS,2025,2025,0,0,regular,regular,2,3,2,3,0,2,0,0,1,2,9.0,3.18,0,0,0,0,7.0,17.0,8,14,7,6,4,2,3,5,1.57,1.12,5,13,6.43,6.88,,
20081,777751,2025-05-27,690990,608566,Cade Horton,Germán Márquez,112,115,CHC,COL,2025,2025,0,0,regular,regular,3,10,2,10,0,3,2,1,0,7,4.4,7.66,0,0,0,0,14.333333333333332,47.0,17,61,7,40,3,4,3,18,1.4,1.68,10,26,6.28,4.98,,
20084,777741,2025-05-27,543135,670102,Nathan Eovaldi,Bowden Francis,140,141,TEX,TOR,2025,2025,0,0,regular,regular,11,10,11,10,8,3,4,2,3,6,1.6,5.54,0,0,0,0,67.33333333333334,50.33333333333333,44,55,12,31,4,15,9,16,0.79,1.41,71,40,9.49,7.15,,
20082,777752,2025-05-27,686613,676664,Hunter Brown,JP Sears,117,133,HOU,ATH,2025,2025,0,0,regular,regular,10,10,10,10,8,4,6,4,3,4,2.04,4.0,0,0,0,0,61.666666666666664,54.0,40,52,14,24,5,10,16,10,0.91,1.15,71,42,10.36,7.0,,
20086,777745,2025-05-27,542881,607074,Tyler Anderson,Carlos Rodón,108,147,LAA,NYY,2025,2025,0,0,regular,regular,10,11,10,11,4,5,2,6,1,3,3.6,2.88,0,0,0,0,55.0,65.66666666666666,45,37,22,21,10,8,23,26,1.24,0.96,43,80,7.04,10.96,,
20087,777744,2025-05-27,669203,681347,Corbin Burnes,Mike Burrows,109,134,AZ,PIT,2025,2025,0,0,regular,regular,9,1,9,1,6,0,3,0,2,1,2.73,7.2,0,0,0,0,52.666666666666664,5.0,39,4,16,4,6,2,23,2,1.18,1.2,51,3,8.72,5.4,,
20088,777743,2025-05-27,688138,680730,Logan Evans,Mitchell Parker,136,120,SEA,WSH,2025,2025,0,0,regular,regular,5,10,5,10,1,5,2,4,1,3,3.33,4.39,0,0,0,0,27.0,55.33333333333333,30,47,10,27,5,2,9,25,1.44,1.3,21,36,7.0,5.86,,
20085,777742,2025-05-27,663568,676974,Stephen Kolek,Max Meyer,135,146,SD,MIA,2025,2025,0,0,regular,regular,4,10,4,10,2,5,2,3,1,4,2.84,4.15,0,0,0,0,25.333333333333332,56.333333333333336,24,55,8,26,3,9,8,17,1.26,1.28,21,63,7.46,10.07,,
