game_pk,date,home_starter_id,away_starter_id,home_starter_full_name,away_starter_full_name,home_starter_team_id,away_starter_team_id,home_starter_team_abbreviation,away_starter_team_abbreviation,home_starter_season,away_starter_season,home_starter_postseason,away_starter_postseason,home_starter_season_type,away_starter_season_type,home_starter_pitching_gp,away_starter_pitching_gp,home_starter_pitching_gs,away_starter_pitching_gs,home_starter_pitching_qs,away_starter_pitching_qs,home_starter_pitching_w,away_starter_pitching_w,home_starter_pitching_l,away_starter_pitching_l,home_starter_pitching_era,away_starter_pitching_era,home_starter_pitching_sv,away_starter_pitching_sv,home_starter_pitching_hld,away_starter_pitching_hld,home_starter_pitching_ip,away_starter_pitching_ip,home_starter_pitching_h,away_starter_pitching_h,home_starter_pitching_er,away_starter_pitching_er,home_starter_pitching_hr,away_starter_pitching_hr,home_starter_pitching_bb,away_starter_pitching_bb,home_starter_pitching_whip,away_starter_pitching_whip,home_starter_pitching_k,away_starter_pitching_k,home_starter_pitching_k_per_9,away_starter_pitching_k_per_9,home_starter_pitching_war,away_starter_pitching_war
778309,2025-04-15,680732,605488,Sean Burke,Jeffrey Springs,145,133,CWS,ATH,2025,2025,0,0,regular,regular,3,3,3,3,1,2,1,2,1,0,6.08,4.2,0,0,0,0,13.3,15.0,13,15,9,7,3,2,4,7,1.28,1.47,8,16,5.4,9.6,,
778305,2025-04-15,681190,684007,Randy Vásquez,Shota Imanaga,135,112,SD,CHC,2025,2025,0,0,regular,regular,3,4,3,4,1,2,2,2,1,2,1.72,2.7,0,0,0,0,15.7,23.3,7,14,3,7,0,3,12,7,1.21,0.9,6,14,3.45,5.4,,
778306,2025-04-15,641816,579328,Tyler Mahle,Yusei Kikuchi,140,108,TEX,LAA,2025,2025,0,0,regular,regular,3,3,3,3,1,2,2,0,0,3,1.32,5.0,0,0,0,0,13.7,18.0,5,15,2,10,0,4,7,8,0.88,1.28,12,16,7.9,8.0,,
778308,2025-04-15,607200,686613,Erick Fedde,Hunter Brown,138,117,STL,HOU,2025,2025,0,0,regular,regular,3,3,3,3,2,3,1,1,1,2,4.2,2.0,0,0,0,0,15.0,18.0,7,11,7,4,2,1,8,3,1.0,0.78,5,18,3.0,9.0,,
778310,2025-04-15,682990,656427,Quinn Priester,Jack Flaherty,158,116,MIL,DET,2025,2025,0,0,regular,regular,1,3,1,3,0,0,0,1,1,2,1.8,1.62,0,0,0,0,5.0,16.7,6,9,1,3,1,1,2,7,1.6,0.96,4,21,7.2,11.34,,
778302,2025-04-15,689017,663372,Landon Knack,Ryan Feltner,119,115,LAD,COL,2025,2025,0,0,regular,regular,1,3,1,3,0,1,0,1,0,2,19.29,2.81,0,0,0,0,2.3,16.0,4,15,5,5,1,2,4,4,3.43,1.19,2,16,7.71,9.0,,
778307,2025-04-15,641927,656731,Bailey Ober,Tylor Megill,142,121,MIN,NYM,2025,2025,0,0,regular,regular,3,3,3,3,1,0,0,2,1,1,7.11,0.63,0,0,0,0,12.7,14.3,16,11,10,1,3,0,6,7,1.74,1.26,12,17,8.53,10.67,,
778317,2025-04-15,450203,671106,Charlie Morton,Logan Allen,110,114,BAL,CLE,2025,2025,0,0,regular,regular,3,2,3,2,0,0,0,0,2,1,8.78,3.6,0,0,0,0,13.3,10.0,17,11,13,4,3,1,8,7,1.88,1.8,17,5,11.48,4.5,,
778312,2025-04-15,608331,608379,Max Fried,Michael Wacha,147,118,NYY,KC,2025,2025,0,0,regular,regular,3,3,3,3,1,0,2,1,0,2,1.56,4.2,0,0,0,0,17.3,15.0,18,13,3,7,1,1,3,8,1.21,1.4,21,11,10.9,6.6,,
778319,2025-04-15,686752,621111,Ryan Pepiot,Walker Buehler,139,111,TB,BOS,2025,2025,0,0,regular,regular,3,3,3,3,1,1,2,2,1,1,3.38,5.74,0,0,0,0,16.0,15.7,17,18,6,10,4,3,7,2,1.5,1.28,16,14,9.0,8.04,,
778313,2025-04-15,666200,434378,Jesús Luzardo,Justin Verlander,143,137,PHI,SF,2025,2025,0,0,regular,regular,3,3,3,3,2,0,2,1,1,1,1.5,6.92,0,0,0,0,18.0,13.0,13,16,3,10,1,2,5,6,1.0,1.69,25,16,12.5,11.08,,
778316,2025-04-15,666157,622491,Nick Lodolo,Luis Castillo,113,136,CIN,SEA,2025,2025,0,0,regular,regular,3,3,3,3,3,1,2,1,1,2,0.96,2.12,0,0,0,0,18.7,17.0,12,13,2,4,1,2,1,6,0.7,1.12,8,15,3.86,7.94,,
778314,2025-04-15,656605,663623,Mitch Keller,Jake Irvin,134,120,PIT,WSH,2025,2025,0,0,regular,regular,3,3,3,3,2,0,2,0,0,3,4.24,5.62,0,0,0,0,17.0,16.0,17,18,8,10,0,4,6,6,1.35,1.5,14,12,7.41,6.75,,
778311,2025-04-15,592332,680885,Kevin Gausman,Spencer Schwellenbach,141,144,TOR,ATL,2025,2025,0,0,regular,regular,3,3,3,3,2,3,2,2,1,1,2.33,0.45,0,0,0,0,19.3,20.0,9,10,5,1,2,1,3,3,0.62,0.65,14,19,6.52,8.55,,
778318,2025-04-15,687362,518876,Connor Gillispie,Merrill Kelly,146,109,MIA,AZ,2025,2025,0,0,regular,regular,3,3,3,3,0,1,0,2,3,0,3.86,7.2,0,0,0,0,14.0,15.0,11,15,6,12,2,3,5,9,1.14,1.6,12,7,7.71,4.2,,
