balldontlie_game_id,id,date,home_starter_id,away_starter_id,home_starter_full_name,away_starter_full_name,home_starter_team_id,away_starter_team_id,home_starter_team_abbreviation,away_starter_team_abbreviation,home_starter_season,away_starter_season,home_starter_postseason,away_starter_postseason,home_starter_season_type,away_starter_season_type,home_starter_pitching_gp,away_starter_pitching_gp,home_starter_pitching_gs,away_starter_pitching_gs,home_starter_pitching_qs,away_starter_pitching_qs,home_starter_pitching_w,away_starter_pitching_w,home_starter_pitching_l,away_starter_pitching_l,home_starter_pitching_era,away_starter_pitching_era,home_starter_pitching_sv,away_starter_pitching_sv,home_starter_pitching_hld,away_starter_pitching_hld,home_starter_pitching_ip,away_starter_pitching_ip,home_starter_pitching_h,away_starter_pitching_h,home_starter_pitching_er,away_starter_pitching_er,home_starter_pitching_hr,away_starter_pitching_hr,home_starter_pitching_bb,away_starter_pitching_bb,home_starter_pitching_whip,away_starter_pitching_whip,home_starter_pitching_k,away_starter_pitching_k,home_starter_pitching_k_per_9,away_starter_pitching_k_per_9,home_starter_pitching_war,away_starter_pitching_war
1282811,778029,2025-05-08,685299,672456,Tanner Gordon,Keider Montero,115,116,COL,DET,,2025,0,0,regular,regular,0,3,0,3,0,0,0,0,0,1,0.0,5.93,0,0,0,0,0.0,13.666666666666664,0,17,0,9,0,4,0,7,0.0,1.76,0,13,0.0,8.56,,
14303,778007,2025-05-08,641927,665152,Bailey Ober,Dean Kremer,142,110,MIN,BAL,2025,2025,0,0,regular,regular,7,7,7,7,5,1,4,3,1,4,3.72,5.73,0,0,0,0,38.666666666666664,37.666666666666664,44,43,16,24,5,7,8,9,1.34,1.38,31,22,7.22,5.26,,
14302,778006,2025-05-08,678394,683004,Brayan Bello,Jack Leiter,111,140,BOS,TEX,2025,2025,0,0,regular,regular,3,4,3,4,2,0,2,2,0,1,2.55,4.58,0,0,0,0,17.666666666666668,17.666666666666668,14,16,5,9,3,2,7,7,1.19,1.3,12,15,6.11,7.64,,
14304,778008,2025-05-08,663460,663436,Kris Bubic,Davis Martin,118,145,KC,CWS,2025,2025,0,0,regular,regular,7,7,7,6,4,3,3,1,2,3,1.98,3.52,0,0,0,0,41.0,38.33333333333333,33,41,9,15,2,5,13,11,1.12,1.36,40,26,8.78,6.1,,
14305,778004,2025-05-08,607536,663554,Kyle Freeland,Casey Mize,115,116,COL,DET,2025,2025,0,0,regular,regular,7,6,7,6,3,2,0,5,4,1,5.7,2.7,0,0,0,0,36.33333333333333,36.66666666666667,47,31,23,11,3,6,6,9,1.46,1.09,28,27,6.94,6.63,,
1282811,778029,2025-05-08,685299,672456,Tanner Gordon,Keider Montero,115,116,COL,DET,,2025,0,0,regular,regular,0,3,0,3,0,0,0,0,0,1,0.0,5.93,0,0,0,0,0.0,13.666666666666664,0,17,0,9,0,4,0,7,0.0,1.76,0,13,0.0,8.56,,
14301,778005,2025-05-08,686752,666200,Ryan Pepiot,Jesús Luzardo,139,143,TB,PHI,2025,2025,0,0,regular,regular,7,7,7,7,3,4,2,3,4,0,4.23,1.94,0,0,0,0,38.333333333333336,41.666666666666664,40,38,18,9,8,1,14,11,1.41,1.18,35,47,8.22,10.15,,
14300,778003,2025-05-08,680885,666157,Spencer Schwellenbach,Nick Lodolo,144,113,ATL,CIN,2025,2025,0,0,regular,regular,7,7,7,7,5,4,1,3,3,3,3.92,3.27,0,0,0,0,41.333333333333336,41.333333333333336,39,36,18,15,5,5,7,7,1.11,1.04,37,31,8.06,6.75,,
14307,778000,2025-05-08,667755,605135,José Soriano,Chris Bassitt,108,141,LAA,TOR,2025,2025,0,0,regular,regular,7,7,7,7,3,2,2,2,4,2,3.83,2.95,0,0,0,0,40.0,39.66666666666667,41,40,17,13,3,4,16,7,1.43,1.18,31,43,6.97,9.76,,
14306,777999,2025-05-08,694297,808967,Brandon Pfaadt,Yoshinobu Yamamoto,109,119,AZ,LAD,2025,2025,0,0,regular,regular,7,7,7,7,4,4,5,4,2,2,3.79,0.9,0,0,0,0,40.333333333333336,40.0,43,24,17,4,7,2,7,13,1.24,0.93,35,49,7.81,11.03,,
