game_pk,date,home_starter_id,away_starter_id,home_starter_full_name,away_starter_full_name,home_starter_team_id,away_starter_team_id,home_starter_team_abbreviation,away_starter_team_abbreviation,home_starter_season,away_starter_season,home_starter_postseason,away_starter_postseason,home_starter_season_type,away_starter_season_type,home_starter_pitching_gp,away_starter_pitching_gp,home_starter_pitching_gs,away_starter_pitching_gs,home_starter_pitching_qs,away_starter_pitching_qs,home_starter_pitching_w,away_starter_pitching_w,home_starter_pitching_l,away_starter_pitching_l,home_starter_pitching_era,away_starter_pitching_era,home_starter_pitching_sv,away_starter_pitching_sv,home_starter_pitching_hld,away_starter_pitching_hld,home_starter_pitching_ip,away_starter_pitching_ip,home_starter_pitching_h,away_starter_pitching_h,home_starter_pitching_er,away_starter_pitching_er,home_starter_pitching_hr,away_starter_pitching_hr,home_starter_pitching_bb,away_starter_pitching_bb,home_starter_pitching_whip,away_starter_pitching_whip,home_starter_pitching_k,away_starter_pitching_k,home_starter_pitching_k_per_9,away_starter_pitching_k_per_9,home_starter_pitching_war,away_starter_pitching_war
776271,2025-09-18,808967,657277,Yoshinobu Yamamoto,Logan Webb,119,137,LAD,SF,2025,2025,0,0,regular,regular,28,31,28,31,17,20,15,17,11,14,2.66,3.34,0,0,0,0,162.3,188.7,108,195,48,70,14,14,51,43,0.98,1.26,187,206,10.37,9.83,,
776274,2025-09-18,682990,579328,Quinn Priester,Yusei Kikuchi,158,108,MIL,LAA,2025,2025,0,0,regular,regular,22,31,22,31,9,11,12,14,6,15,2.85,4.08,0,0,0,0,120.0,167.7,113,174,38,76,12,23,37,70,1.25,1.46,103,166,7.73,8.91,,
776278,2025-09-18,700249,608331,Cade Povich,Max Fried,110,147,BAL,NYY,2025,2025,0,0,regular,regular,18,30,18,30,3,18,4,19,11,9,5.23,3.03,0,0,0,0,93.0,181.3,102,157,54,61,17,14,33,48,1.45,1.13,95,169,9.19,8.39,,
776282,2025-09-18,668881,607067,Hunter Greene,Colin Rea,113,112,CIN,CHC,2025,2025,0,0,regular,regular,17,25,17,25,9,6,9,11,5,9,3.01,4.68,0,0,0,0,92.7,130.7,69,136,31,68,15,20,23,42,0.99,1.36,116,101,11.27,6.96,,
776270,2025-09-18,685299,645261,Tanner Gordon,Sandy Alcantara,115,146,COL,MIA,2025,2025,0,0,regular,regular,13,29,13,29,6,10,7,11,3,14,6.14,5.53,0,0,0,0,66.0,161.0,83,154,45,99,11,19,16,53,1.5,1.29,55,131,7.5,7.32,,
776272,2025-09-18,663568,622491,Stephen Kolek,Luis Castillo,118,136,KC,SEA,2025,2025,0,0,regular,regular,17,30,17,30,7,16,7,16,10,13,3.71,3.76,0,0,0,0,99.3,167.3,91,164,41,70,8,22,28,46,1.2,1.25,67,149,6.07,8.01,,
776281,2025-09-18,678394,669372,Brayan Bello,J.T. Ginn,111,133,BOS,ATH,2025,2025,0,0,regular,regular,26,14,26,14,16,1,13,4,11,6,3.24,4.82,0,0,0,0,152.7,65.3,138,68,55,35,14,14,53,24,1.25,1.41,115,73,6.78,10.06,,
776269,2025-09-18,669358,605135,Shane Baz,Chris Bassitt,139,141,TB,TOR,2025,2025,0,0,regular,regular,29,30,29,30,11,11,11,16,12,12,5.15,3.93,0,0,0,0,157.3,165.0,156,166,90,72,26,22,60,50,1.37,1.31,169,162,9.67,8.84,,
776276,2025-09-18,804636,681190,Jonah Tong,Randy Vásquez,121,135,NYM,SD,2025,2025,0,0,regular,regular,3,24,3,24,0,8,1,10,1,7,8.49,3.69,0,0,0,0,11.7,119.7,13,114,11,49,3,15,7,48,1.71,1.35,13,67,10.03,5.04,,
776275,2025-09-18,669373,676440,Tarik Skubal,Tanner Bibee,116,114,DET,CLE,2025,2025,0,0,regular,regular,29,29,29,29,19,10,20,13,7,13,2.26,4.44,0,0,0,0,183.3,170.3,130,161,46,84,17,27,28,50,0.86,1.24,224,149,11.0,7.87,,
