game_pk,date,home_starter_id,away_starter_id,home_starter_full_name,away_starter_full_name,home_starter_team_id,away_starter_team_id,home_starter_team_abbreviation,away_starter_team_abbreviation,home_starter_season,away_starter_season,home_starter_postseason,away_starter_postseason,home_starter_season_type,away_starter_season_type,home_starter_pitching_gp,away_starter_pitching_gp,home_starter_pitching_gs,away_starter_pitching_gs,home_starter_pitching_qs,away_starter_pitching_qs,home_starter_pitching_w,away_starter_pitching_w,home_starter_pitching_l,away_starter_pitching_l,home_starter_pitching_era,away_starter_pitching_era,home_starter_pitching_sv,away_starter_pitching_sv,home_starter_pitching_hld,away_starter_pitching_hld,home_starter_pitching_ip,away_starter_pitching_ip,home_starter_pitching_h,away_starter_pitching_h,home_starter_pitching_er,away_starter_pitching_er,home_starter_pitching_hr,away_starter_pitching_hr,home_starter_pitching_bb,away_starter_pitching_bb,home_starter_pitching_whip,away_starter_pitching_whip,home_starter_pitching_k,away_starter_pitching_k,home_starter_pitching_k_per_9,away_starter_pitching_k_per_9,home_starter_pitching_war,away_starter_pitching_war
776378,2025-09-10,680732,643377,Sean Burke,Griffin Jax,145,139,CWS,TB,2025,2025,0,0,regular,regular,20,1,20,1,5,0,6,0,7,0,4.52,0.0,0,0,0,0,95.7,1.0,95,2,48,0,17,0,49,0,1.51,2.0,86,1,8.09,9.0,,
776380,2025-09-10,605483,607536,Blake Snell,Kyle Freeland,119,115,LAD,COL,2025,2025,0,0,regular,regular,8,27,8,27,2,12,3,7,4,15,3.19,5.1,0,0,0,0,42.3,139.3,42,168,15,79,3,21,21,34,1.49,1.45,44,107,9.35,6.91,,
776373,2025-09-10,669302,700241,Logan Gilbert,Michael McGreevy,136,138,SEA,STL,2025,2025,0,0,regular,regular,21,12,21,12,7,5,10,7,7,4,3.61,5.08,0,0,0,0,109.7,67.3,85,79,44,38,16,8,27,11,1.02,1.34,151,38,12.39,5.08,,
776377,2025-09-10,601713,671096,Nick Pivetta,Andrew Abbott,135,113,SD,CIN,2025,2025,0,0,regular,regular,28,25,28,25,18,10,17,11,10,11,2.85,2.88,0,0,0,0,164.3,143.7,114,125,52,46,19,16,44,40,0.96,1.15,172,130,9.42,8.14,,
776381,2025-09-10,519242,592791,Chris Sale,Jameson Taillon,144,112,ATL,CHC,2025,2025,0,0,regular,regular,17,19,17,19,10,11,7,10,8,9,2.38,4.15,0,0,0,0,102.0,106.3,85,94,27,49,8,23,27,21,1.1,1.08,132,81,11.65,6.86,,
776383,2025-09-10,607074,656427,Carlos Rodón,Jack Flaherty,147,116,NYY,DET,2025,2025,0,0,regular,regular,29,28,29,28,14,10,17,8,12,17,3.12,4.85,0,0,0,0,170.3,146.7,114,137,59,79,20,22,69,54,1.07,1.3,180,171,9.51,10.49,,
776384,2025-09-10,650911,605280,Cristopher Sánchez,Clay Holmes,143,121,PHI,NYM,2025,2025,0,0,regular,regular,28,28,28,28,20,7,19,14,7,11,2.6,3.61,0,0,0,0,176.3,147.0,155,136,51,59,10,12,42,59,1.12,1.33,186,117,9.49,7.16,,
776385,2025-09-10,621244,669920,José Berríos,Jason Alexander,141,117,TOR,HOU,2025,2025,0,0,regular,regular,28,9,28,9,14,4,16,7,8,1,4.02,3.37,0,0,0,0,154.7,50.7,149,47,69,19,23,8,51,15,1.29,1.22,131,45,7.62,7.99,,
776382,2025-09-10,671106,680742,Logan Allen,Jonathan Bowlan,114,118,CLE,KC,2025,2025,0,0,regular,regular,26,0,26,0,6,0,10,0,12,0,4.49,0.0,0,0,0,0,138.3,0.0,142,0,69,0,18,0,59,0,1.45,0.0,107,0,6.96,0.0,,
776387,2025-09-10,669330,694973,Tyler Wells,Paul Skenes,110,134,BAL,PIT,2025,2025,0,0,regular,regular,1,29,1,29,0,19,1,16,0,13,3.6,1.98,0,0,0,0,5.0,173.0,5,123,2,38,1,10,0,39,1.0,0.94,4,195,7.2,10.14,,
776376,2025-09-10,570632,671737,José Ureña,Taj Bradley,142,142,MIN,MIN,2025,2025,0,0,regular,regular,5,24,5,24,0,11,0,8,2,13,5.89,4.92,0,0,0,0,18.3,126.3,21,117,12,69,3,15,9,49,1.64,1.31,9,109,4.42,7.77,,
776374,2025-09-10,693313,593958,Carson Seymour,Eduardo Rodriguez,137,109,SF,AZ,2025,2025,0,0,regular,regular,2,25,2,25,0,7,1,11,0,11,5.62,5.22,0,0,0,0,8.0,131.0,7,156,5,76,2,21,3,53,1.25,1.6,4,124,4.5,8.52,,
776379,2025-09-10,686930,801139,Mason Barnett,Payton Tolle,133,111,ATH,BOS,2025,2025,0,0,regular,regular,2,2,2,2,0,0,1,0,1,1,9.0,7.56,0,0,0,0,9.0,8.3,11,8,9,7,1,2,5,6,1.78,1.68,9,10,9.0,10.8,,
776375,2025-09-10,518876,642547,Merrill Kelly,Freddy Peralta,140,158,TEX,MIL,2025,2025,0,0,regular,regular,29,29,29,29,18,12,15,18,13,11,3.16,2.5,0,0,0,0,171.0,158.7,131,109,60,44,21,16,47,61,1.04,1.07,156,176,8.21,9.98,,
776386,2025-09-10,691587,663623,Eury Pérez,Jake Irvin,146,120,MIA,WSH,2025,2025,0,0,regular,regular,16,29,16,29,4,9,6,10,6,14,4.66,5.71,0,0,0,0,75.3,157.7,55,170,39,100,11,33,28,57,1.1,1.44,72,104,8.6,5.94,,
