game_pk,date,home_starter_id,away_starter_id,home_starter_full_name,away_starter_full_name,home_starter_team_id,away_starter_team_id,home_starter_team_abbreviation,away_starter_team_abbreviation,home_starter_season,away_starter_season,home_starter_postseason,away_starter_postseason,home_starter_season_type,away_starter_season_type,home_starter_pitching_gp,away_starter_pitching_gp,home_starter_pitching_gs,away_starter_pitching_gs,home_starter_pitching_qs,away_starter_pitching_qs,home_starter_pitching_w,away_starter_pitching_w,home_starter_pitching_l,away_starter_pitching_l,home_starter_pitching_era,away_starter_pitching_era,home_starter_pitching_sv,away_starter_pitching_sv,home_starter_pitching_hld,away_starter_pitching_hld,home_starter_pitching_ip,away_starter_pitching_ip,home_starter_pitching_h,away_starter_pitching_h,home_starter_pitching_er,away_starter_pitching_er,home_starter_pitching_hr,away_starter_pitching_hr,home_starter_pitching_bb,away_starter_pitching_bb,home_starter_pitching_whip,away_starter_pitching_whip,home_starter_pitching_k,away_starter_pitching_k,home_starter_pitching_k_per_9,away_starter_pitching_k_per_9,home_starter_pitching_war,away_starter_pitching_war
778397,2025-04-08,694738,666157,Landen Roupp,Nick Lodolo,137,113,SF,CIN,2025,2025,0,0,regular,regular,1,2,1,2,0,2,0,1,0,1,6.75,1.42,0,0,0,0,4.0,12.7,4,9,3,2,0,1,4,0,2.0,0.71,8,5,18.0,3.55,,
778398,2025-04-08,622491,664285,Luis Castillo,Framber Valdez,136,117,SEA,HOU,2025,2025,0,0,regular,regular,2,2,2,2,1,1,1,1,1,1,3.0,3.75,0,0,0,0,12.0,12.0,8,8,4,5,2,2,4,6,1.0,1.17,9,13,6.75,9.75,,
778396,2025-04-08,518876,450203,Merrill Kelly,Charlie Morton,109,110,AZ,BAL,2025,2025,0,0,regular,regular,2,2,2,2,0,0,1,0,0,1,10.0,9.72,0,0,0,0,9.0,8.3,12,13,10,9,3,2,7,3,2.11,1.92,3,13,3.0,14.04,,
778394,2025-04-08,607536,642547,Kyle Freeland,Freddy Peralta,115,158,COL,MIL,2025,2025,0,0,regular,regular,2,2,2,2,2,1,0,1,2,1,2.13,2.08,0,0,0,0,12.7,13.0,11,6,3,3,0,2,0,1,0.87,0.54,10,16,7.11,11.08,,
778400,2025-04-08,666142,641154,Cole Ragans,Pablo López,118,142,KC,MIN,2025,2025,0,0,regular,regular,2,2,2,2,0,1,0,1,2,1,3.6,2.25,0,0,0,0,10.0,12.0,10,12,4,3,1,2,4,1,1.4,1.08,13,8,11.7,6.0,,
778401,2025-04-08,592791,571578,Jameson Taillon,Patrick Corbin,112,140,CHC,TEX,2025,2025,0,0,regular,regular,2,0,2,0,1,0,1,0,1,0,6.97,0.0,0,0,0,0,10.3,0.0,13,0,8,0,3,0,3,0,1.55,0.0,8,0,6.97,0.0,,
778406,2025-04-08,519242,554430,Chris Sale,Zack Wheeler,144,143,ATL,PHI,2025,2025,0,0,regular,regular,2,2,2,2,0,2,0,2,2,0,5.4,1.38,0,0,0,0,10.0,13.0,10,5,6,2,1,2,1,2,1.1,0.54,12,18,10.8,12.46,,
778395,2025-04-08,605488,656302,Jeffrey Springs,Dylan Cease,133,135,ATH,SD,2025,2025,0,0,regular,regular,2,2,2,2,1,1,1,1,0,0,4.0,3.38,0,0,0,0,9.0,10.7,8,8,4,4,1,1,5,3,1.44,1.03,12,14,12.0,11.81,,
778404,2025-04-08,676979,687922,Garrett Crochet,Easton Lucas,111,141,BOS,TOR,2025,2025,0,0,regular,regular,2,1,2,1,1,0,2,1,0,0,1.38,0.0,0,0,0,0,13.0,5.0,9,1,2,0,0,0,3,2,0.92,0.6,12,3,8.31,5.4,,
778409,2025-04-08,695418,680736,Brad Lord,Justin Wrobleski,120,119,WSH,LAD,2025,2025,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,
778408,2025-04-08,694973,543243,Paul Skenes,Sonny Gray,134,138,PIT,STL,2025,2025,0,0,regular,regular,2,2,2,2,1,0,1,2,1,0,1.46,5.73,0,0,0,0,12.3,11.0,6,9,2,7,0,3,2,2,0.65,1.0,13,15,9.49,12.27,,
778407,2025-04-08,605280,687362,Clay Holmes,Connor Gillispie,121,146,NYM,MIA,2025,2025,0,0,regular,regular,2,2,2,2,0,0,0,0,1,2,2.89,3.6,0,0,0,0,9.3,10.0,11,8,3,4,0,1,6,4,1.82,1.2,10,10,9.64,9.0,,
778402,2025-04-08,594902,681343,Ben Lively,Shane Smith,114,145,CLE,CWS,2025,2025,0,0,regular,regular,2,1,2,1,0,0,1,0,1,1,6.75,3.18,0,0,0,0,9.3,5.7,11,2,7,2,2,0,2,4,1.39,1.06,7,3,6.75,4.76,,
778403,2025-04-08,669373,471911,Tarik Skubal,Carlos Carrasco,116,147,DET,NYY,2025,2025,0,0,regular,regular,2,1,2,1,0,0,0,1,2,0,5.91,5.06,0,0,0,0,10.7,5.3,12,5,7,3,3,0,4,2,1.5,1.31,10,5,8.44,8.44,,
778417,2025-04-08,669358,543294,Shane Baz,Kyle Hendricks,139,108,TB,LAA,2025,2025,0,0,regular,regular,1,1,1,1,1,1,1,1,0,0,0.0,3.0,0,0,0,0,6.0,6.0,7,7,0,2,0,1,0,0,1.17,1.17,10,4,15.0,6.0,,
