balldontlie_game_id,id,date,home_starter_id,away_starter_id,home_starter_full_name,away_starter_full_name,home_starter_team_id,away_starter_team_id,home_starter_team_abbreviation,away_starter_team_abbreviation,home_starter_season,away_starter_season,home_starter_postseason,away_starter_postseason,home_starter_season_type,away_starter_season_type,home_starter_pitching_gp,away_starter_pitching_gp,home_starter_pitching_gs,away_starter_pitching_gs,home_starter_pitching_qs,away_starter_pitching_qs,home_starter_pitching_w,away_starter_pitching_w,home_starter_pitching_l,away_starter_pitching_l,home_starter_pitching_era,away_starter_pitching_era,home_starter_pitching_sv,away_starter_pitching_sv,home_starter_pitching_hld,away_starter_pitching_hld,home_starter_pitching_ip,away_starter_pitching_ip,home_starter_pitching_h,away_starter_pitching_h,home_starter_pitching_er,away_starter_pitching_er,home_starter_pitching_hr,away_starter_pitching_hr,home_starter_pitching_bb,away_starter_pitching_bb,home_starter_pitching_whip,away_starter_pitching_whip,home_starter_pitching_k,away_starter_pitching_k,home_starter_pitching_k_per_9,away_starter_pitching_k_per_9,home_starter_pitching_war,away_starter_pitching_war
1119446,778134,2025-04-30,663903,571945,Brady Singer,Miles Mikolas,113,138,CIN,STL,2025,2025,0,0,regular,regular,5,5,5,5,2,1,4,0,0,2,3.62,5.7,0,0,0,0,27.333333333333332,23.666666666666668,22,27,11,15,3,0,9,9,1.13,1.52,32,13,10.54,4.94,,
12313,778119,2025-04-30,695534,571927,Chase Petty,Steven Matz,113,138,CIN,STL,,2025,0,0,regular,regular,0,8,0,1,0,0,0,2,0,0,0.0,1.8,0,1,0,1,0.0,20.000000000000004,0,15,0,4,0,0,0,3,0.0,0.9,0,14,0.0,6.3,,
12315,778110,2025-04-30,805123,695549,AJ Blubaugh,Jackson Jobe,117,116,HOU,DET,,2025,0,0,regular,regular,0,4,0,4,0,1,0,2,0,0,0.0,2.7,0,0,0,0,0.0,20.0,0,14,0,6,0,2,0,10,0.0,1.2,0,14,0.0,6.3,,
12318,778102,2025-04-30,801403,519242,Chase Dollander,Chris Sale,115,144,COL,ATL,2025,2025,0,0,regular,regular,4,6,4,6,0,0,1,1,3,2,7.91,5.4,0,0,0,0,19.333333333333336,28.333333333333332,26,36,17,17,8,4,7,9,1.71,1.59,21,36,9.78,11.44,,
12320,778109,2025-04-30,664062,615698,Tony Gonsolin,Cal Quantrill,119,146,LAD,MIA,,2025,0,0,regular,regular,0,5,0,5,0,0,0,2,0,2,0.0,7.83,0,0,0,0,0.0,23.0,0,32,0,20,0,4,0,9,0.0,1.78,0,13,0.0,5.09,,
12319,778104,2025-04-30,676106,542881,Emerson Hancock,Tyler Anderson,136,108,SEA,LAA,2025,2025,0,0,regular,regular,3,5,3,5,1,2,1,2,1,0,7.71,2.6,0,0,0,0,11.666666666666668,27.666666666666668,17,17,10,8,2,5,3,12,1.71,1.05,11,22,8.49,7.16,,
12321,778105,2025-04-30,650633,694738,Michael King,Landen Roupp,135,137,SD,SF,2025,2025,0,0,regular,regular,6,5,6,5,1,2,3,2,1,1,2.18,4.56,0,0,0,0,33.0,25.666666666666668,24,28,8,13,3,3,11,11,1.06,1.52,40,31,10.91,10.87,,
12311,778116,2025-04-30,682847,641154,Luis Ortiz,Pablo López,114,142,CLE,MIN,2025,2025,0,0,regular,regular,5,4,5,4,1,1,2,2,3,1,5.96,2.08,0,0,0,0,25.666666666666668,21.666666666666668,26,20,17,5,4,2,14,4,1.56,1.11,31,20,10.87,8.31,,
12312,778115,2025-04-30,700249,471911,Cade Povich,Carlos Carrasco,110,147,BAL,NYY,2025,2025,0,0,regular,regular,5,6,5,5,2,0,1,2,2,1,5.04,5.26,0,0,0,0,25.0,25.666666666666664,34,26,14,15,4,5,9,9,1.72,1.36,23,17,8.28,5.96,,
12309,778112,2025-04-30,669387,571510,Carmen Mlodzinski,Matthew Boyd,134,112,PIT,CHC,2025,2025,0,0,regular,regular,5,5,5,5,0,3,1,2,3,2,6.95,2.54,0,0,0,0,22.0,28.333333333333332,31,29,17,8,2,3,9,10,1.82,1.38,18,24,7.36,7.62,,
