Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2011-09-19,BOS,BAL,5,6,-200,170,-170,160,10.5,10.5,10.5,10.5,-110,-110,115,-125
2011-09-19,PHI,SLC,3,4,-220,205,-205,188,7.5,7.5,7.5,7.5,100,-120,113,-123
2011-09-19,TOR,LAA,3,2,-145,135,-139,129,9.0,9.0,8.5,8.5,100,-120,102,-112
2011-09-19,CIN,HOU,2,3,-150,140,-158,148,9.5,9.5,9.5,9.5,-110,-110,110,-120
2011-09-19,FLO,ATL,6,5,-105,-105,106,-116,8.0,8.0,8.0,8.0,-110,-110,-123,113
2011-09-19,BOS,BAL,5,6,-245,225,-235,215,11.0,11.0,10.5,10.5,-105,-115,-118,108
2011-09-19,CHC,MIL,5,2,145,-155,134,-144,9.0,9.0,9.0,9.0,-105,-115,105,-115
2011-09-19,COL,SD,2,8,-125,115,-112,102,8.5,8.5,8.5,8.5,-110,-110,-112,102
2011-09-19,ARI,PIT,1,0,-240,220,-215,195,8.5,8.5,8.5,8.5,-110,-110,-105,-105
2011-09-19,NYY,MIN,6,4,-225,210,-280,255,10.0,10.0,10.0,10.0,-105,-115,-110,100
2011-09-19,CLE,SEA,6,12,-159,149,-149,139,9.0,9.0,9.0,9.0,100,-120,105,-115
