Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2011-09-05,WAS,LAD,7,2,107,-117,-107,-103,7.5,7.5,7.5,7.5,-110,-110,-120,110
2011-09-05,NYY,BAL,11,10,-260,240,-260,240,10.0,10.0,10.0,10.0,-110,-110,-103,-107
2011-09-05,CLE,DET,2,4,-119,109,-120,110,8.5,8.5,8.0,8.0,-110,-110,105,-115
2011-09-05,TOR,BOS,1,0,157,-167,152,-162,8.5,8.5,8.5,8.5,100,-120,-106,-104
2011-09-05,TB,TEX,5,1,-137,127,-152,142,7.5,7.5,7.5,7.5,-110,-110,-115,105
2011-09-05,PIT,HOU,3,1,-142,132,-160,150,8.0,8.0,7.5,7.5,-110,-110,-105,-105
2011-09-05,MIN,CHW,1,2,109,-119,-105,-105,9.0,9.0,9.0,9.0,100,-120,115,-125
2011-09-05,CHC,CIN,4,3,-138,128,-135,125,6.5,6.5,7.0,7.0,-115,-105,-105,-105
2011-09-05,COL,ARI,7,10,-118,108,-130,120,10.0,10.0,10.5,10.5,-115,-105,-110,100
2011-09-05,SD,SF,2,7,-101,-109,-102,-108,6.0,6.0,6.5,6.5,-120,100,-110,-110
2011-09-05,OAK,KC,6,11,-164,154,-159,149,8.5,8.5,8.5,8.5,-115,-105,100,-110
2011-09-05,SLC,MIL,1,4,-114,104,-128,118,9.0,9.0,8.5,8.5,100,-120,102,-112
2011-09-05,PHI,ATL,9,0,-192,182,-220,200,7.0,7.0,7.0,7.0,-120,100,-120,110
2011-09-05,FLO,NYM,9,3,-128,118,-121,111,8.0,8.0,8.0,8.0,-110,-110,-103,-107
2011-09-05,LAA,SEA,7,3,-280,250,-280,255,7.5,7.5,8.5,8.5,-110,-110,-110,100
