game_pk,home_bp_bb_per_9_rolling_5,away_bp_bb_per_9_rolling_5
661042,,
661577,,
662021,,
662571,,
662766,,
663178,,
663418,,
661041,4.153878106754667,0.0
661131,,
661333,,
661576,0.0,6.75
661750,,
661782,,
661918,,
662124,,
662559,3.6,4.5
662888,,
662933,,
663417,4.5,13.5
661040,2.8928674745266942,0.0
661130,0.0,12.0
661332,2.5714285714285716,5.4
661575,2.5714285714285716,4.655156361529788
661756,5.4,0.0
661803,3.11537263318218,6.75
661917,1.9285576531596205,4.5
662020,6.0,7.2
662123,4.5,3.857115306319241
662588,5.4,2.5714285714285716
662765,8.100081000810007,5.400054000540005
662864,1.8,3.857115306319241
662931,3.3750210938818364,2.25
663205,2.4545231406987207,3.0
663404,3.272727272727273,6.75
661039,2.076923076923077,1.7419411030358163
661129,1.8,11.117581661284344
661316,4.153846153846154,3.681834917431443
661573,2.7,4.724976375118125
661738,4.821445790877824,1.5
661802,2.8420977839532,3.857142857142857
661916,0.9310312723059577,2.5714285714285716
662019,4.32001728006912,6.0
662122,3.375,3.1153726331821807
662570,4.295444783080039,1.8
662755,3.681834917431443,5.400054000540005
662887,1.0,4.153830177576241
662934,2.4545566116209616,1.0
663204,3.521723818592093,6.136391529052404
663395,3.0,6.428571428571429
661036,2.0377320042792375,2.3142791020597087
661315,4.339277965575062,4.418165752124538
661572,2.204086130788022,4.339277965575062
661637,1.8,2.189195105932719
661754,4.725011812529531,1.5
661915,1.2857142857142858,7.44825017844766
662042,2.769230769230769,2.076923076923077
662116,2.025005062512656,7.875
662754,2.8723526483091417,3.3750210938818372
662863,1.9285714285714286,2.769230769230769
663403,3.3750084375210934,5.10812191384301
661038,1.7419326743021384,3.6
661314,3.5735241565821227,4.218736816447448
661538,3.951209875097866,1.148933725672924
661571,3.626871084882216,4.029838716899352
661636,2.204086130788022,3.4363698843088804
661753,4.673085909780595,1.2
661944,2.01492838049012,5.26827983346382
661995,2.3684210526315788,2.454549917363486
662017,3.7674506219781905,3.540989411458052
662104,3.0,7.65
662318,4.5,3.8571318367661807
662862,1.588235294117647,2.15999568000864
