game_pk,home_bp_k_bb_ratio_rolling_5,away_bp_k_bb_ratio_rolling_5,home_bp_k_bb_ratio_rolling_10,away_bp_k_bb_ratio_rolling_10
661042,,,,
661577,,,,
662021,,,,
662571,,,,
662766,,,,
663178,,,,
663418,,,,
661041,0.5,,0.5,
661131,,,,
661333,,,,
661576,,2.0,,2.0
661750,,,,
661782,,,,
661918,,,,
662124,,,,
662559,2.5,2.0,2.5,2.0
662888,,,,
662933,,,,
663417,1.0,1.0,1.0,1.0
661040,2.0,,2.0,
661130,,0.5,,0.5
661332,4.0,2.6666666666666665,4.0,2.6666666666666665
661575,5.0,2.4,5.0,2.4
661756,2.3333333333333335,,2.3333333333333335,
661803,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333
661917,7.0,2.0,7.0,2.0
662020,1.5,0.75,1.5,0.75
662123,1.5,1.5,1.5,1.5
662588,1.6666666666666667,3.5,1.6666666666666667,3.5
662765,1.3333333333333333,1.0,1.3333333333333333,1.0
662864,1.0,2.5,1.0,2.5
662931,2.5,7.0,2.5,7.0
663205,2.0,3.0,2.0,3.0
663404,1.5,1.3333333333333333,1.5,1.3333333333333333
661039,3.3333333333333335,5.0,3.3333333333333335,5.0
661129,6.0,0.7142857142857143,6.0,0.7142857142857143
661316,2.5,3.0,2.5,3.0
661573,4.333333333333333,2.142857142857143,4.333333333333333,2.142857142857143
661738,2.0,8.0,2.0,8.0
661802,0.75,2.0,0.75,2.0
661916,14.0,3.5,14.0,3.5
662019,2.25,1.0,2.25,1.0
662122,1.6666666666666667,3.6666666666666665,1.6666666666666667,3.6666666666666665
662570,2.142857142857143,5.5,2.142857142857143,5.5
662755,3.0,0.5,3.0,0.5
662887,4.0,2.25,4.0,2.25
662934,4.5,14.0,4.5,14.0
663204,2.3333333333333335,1.8,2.3333333333333335,1.8
663395,1.6,1.2,1.6,1.2
661036,3.5,4.333333333333333,3.5,4.333333333333333
661315,2.111111111111111,1.0,2.111111111111111,1.0
661572,5.5,2.111111111111111,5.5,2.111111111111111
661637,5.5,4.0,5.5,4.0
661754,2.0,8.0,2.0,8.0
